,deaths,count,tested,percentage,deaths_per_million,count_per_million,deaths_7day,count_7day,tested_7day,percentage_7day,deaths_per_million_7day,count_per_million_7day,deaths_14day,count_14day,tested_14day,percentage_14day,deaths_per_million_14day,count_per_million_14day,population
region,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois,Illinois
date,,,,,,,,,,,,,,,,,,,
2020-03-18,1.0,128.0,0.0,inf,0.07936507936507936,10.158730158730158,,,,,,,,,,,,,12600000.0
2020-03-19,2.0,134.0,0.0,inf,0.15873015873015872,10.634920634920634,,,,,,,,,,,,,12600000.0
2020-03-20,2.0,163.0,4286.0,0.03803079794680354,0.15873015873015872,12.936507936507937,,,,,,,,,,,,,12600000.0
2020-03-21,1.0,168.0,1961.0,0.08567057623661398,0.07936507936507936,13.333333333333334,,,,,,,,,,,,,12600000.0
2020-03-22,3.0,296.0,2127.0,0.13916314057357781,0.23809523809523808,23.49206349206349,,,,,,,,,,,,,12600000.0
2020-03-24,7.0,486.0,3111.0,0.1562198649951784,0.5555555555555556,38.57142857142857,,,,,,,,,,,,,12600000.0
2020-03-25,3.0,330.0,2724.0,0.1211453744493392,0.23809523809523808,26.19047619047619,2.7142857142857144,243.57142857142858,2029.857142857143,0.1199943697656415,0.21541950113378686,19.33106575963719,,,,,,,12600000.0
2020-03-26,7.0,673.0,2422.0,0.277869529314616,0.5555555555555556,53.41269841269841,3.5714285714285716,321.42857142857144,2375.8571428571427,0.13528951957188384,0.28344671201814065,25.510204081632654,,,,,,,12600000.0
2020-03-27,8.0,488.0,4911.0,0.0993687639991855,0.6349206349206349,38.73015873015873,4.428571428571429,372.0,3077.4285714285716,0.12088014111967318,0.35147392290249435,29.523809523809526,,,,,,,12600000.0
2020-03-28,13.0,465.0,3887.0,0.1196295343452534,1.0317460317460319,36.904761904761905,6.0,415.14285714285717,3020.4285714285716,0.13744501726339686,0.47619047619047616,32.94784580498867,,,,,,,12600000.0
2020-03-29,18.0,1105.0,2333.0,0.473639091298757,1.4285714285714286,87.6984126984127,8.428571428571429,549.0,3073.5714285714284,0.17861956774343482,0.6689342403628118,43.57142857142857,,,,,,,12600000.0
2020-03-30,7.0,460.0,2684.0,0.17138599105812222,0.5555555555555556,36.507936507936506,9.0,572.4285714285714,3153.1428571428573,0.18154222544400145,0.7142857142857143,45.430839002267575,,,,,,,12600000.0
2020-03-31,26.0,938.0,4779.0,0.19627537141661436,2.0634920634920637,74.44444444444444,11.714285714285714,637.0,3391.4285714285716,0.18782645324347091,0.929705215419501,50.55555555555556,,,,,,,12600000.0
2020-04-01,43.0,986.0,5159.0,0.1911223105252956,3.4126984126984126,78.25396825396825,17.428571428571427,730.7142857142857,3739.285714285714,0.19541547277936963,1.3832199546485258,57.99319727891156,10.071428571428571,487.14285714285717,2884.5714285714284,0.168878763866878,0.7993197278911565,38.66213151927438,12600000.0
2020-04-02,16.0,715.0,3272.0,0.21852078239608802,1.2698412698412698,56.74603174603175,18.714285714285715,736.7142857142857,3860.714285714286,0.1908233117483811,1.485260770975057,58.469387755102034,11.142857142857142,529.0714285714286,3118.285714285714,0.16966739967014843,0.8843537414965985,41.98979591836734,12600000.0
2020-04-03,53.0,1209.0,4392.0,0.27527322404371585,4.2063492063492065,95.95238095238095,25.142857142857142,839.7142857142857,3786.5714285714284,0.2217611106919188,1.9954648526077097,66.64399092970521,14.785714285714286,605.8571428571429,3432.0,0.17653180153180154,1.1734693877551021,48.08390022675737,12600000.0
2020-04-04,33.0,1453.0,5533.0,0.2626061810952467,2.619047619047619,115.31746031746032,28.0,980.8571428571429,4021.714285714286,0.24389030974708725,2.2222222222222223,77.84580498866214,17.0,698.0,3521.0714285714284,0.19823511512323766,1.3492063492063493,55.3968253968254,12600000.0
2020-04-05,31.0,899.0,5402.0,0.16641984450203628,2.4603174603174605,71.34920634920636,29.857142857142858,951.4285714285714,4460.142857142857,0.21331795906601328,2.369614512471655,75.51020408163265,19.142857142857142,750.2142857142857,3766.8571428571427,0.19916186286407767,1.5192743764172334,59.5408163265306,12600000.0
2020-04-06,33.0,1006.0,3959.0,0.2541045718615812,2.619047619047619,79.84126984126983,33.57142857142857,1029.4285714285713,4642.285714285715,0.22175036927621858,2.664399092970521,81.70068027210884,21.285714285714285,800.9285714285714,3897.714285714286,0.20548673215071103,1.6893424036281177,63.56575963718821,12600000.0
2020-04-07,73.0,1287.0,5790.0,0.22227979274611398,5.7936507936507935,102.14285714285714,40.285714285714285,1079.2857142857142,4786.714285714285,0.2254752738233802,3.197278911564626,85.65759637188208,26.0,858.1428571428571,4089.0714285714284,0.20986252554719023,2.0634920634920637,68.10657596371881,12600000.0
2020-04-08,82.0,1529.0,6334.0,0.24139564256394064,6.507936507936508,121.34920634920636,45.857142857142854,1156.857142857143,4954.571428571428,0.23349287815004902,3.6394557823129245,91.8140589569161,31.642857142857142,943.7857142857143,4346.928571428572,0.2171155331350543,2.5113378684807257,74.90362811791384,12600000.0
2020-04-09,66.0,1344.0,5791.0,0.23208426869279916,5.238095238095238,106.66666666666667,53.0,1246.7142857142858,5314.428571428572,0.2345904679981721,4.2063492063492065,98.94557823129253,35.857142857142854,991.7142857142857,4587.571428571428,0.2161741350854794,2.845804988662131,78.70748299319727,12600000.0
2020-04-10,68.0,1465.0,6670.0,0.21964017991004497,5.396825396825397,116.26984126984127,55.142857142857146,1283.2857142857142,5639.857142857143,0.22753869145621722,4.376417233560091,101.84807256235827,40.142857142857146,1061.5,4713.214285714285,0.22521785254224447,3.1859410430839006,84.24603174603175,12600000.0
2020-04-11,70.0,1368.0,6124.0,0.22338340953625083,5.555555555555555,108.57142857142857,60.42857142857143,1271.142857142857,5724.285714285715,0.22206139256301471,4.795918367346939,100.8843537414966,44.214285714285715,1126.0,4873.0,0.23106915657705726,3.5090702947845807,89.36507936507937,12600000.0
2020-04-12,72.0,1270.0,5579.0,0.22763936189281234,5.714285714285714,100.7936507936508,66.28571428571429,1324.142857142857,5749.571428571428,0.23030287971774294,5.26077097505669,105.0907029478458,48.07142857142857,1137.7857142857142,5104.857142857143,0.22288296860133205,3.815192743764172,90.30045351473922,12600000.0
2020-04-13,74.0,1173.0,5033.0,0.233061792171667,5.873015873015873,93.0952380952381,72.14285714285714,1348.0,5903.0,0.2283584617990852,5.725623582766439,106.98412698412699,52.857142857142854,1188.7142857142858,5272.642857142857,0.2254494222198139,4.19501133786848,94.34240362811792,12600000.0
2020-04-14,74.0,1222.0,4848.0,0.25206270627062705,5.873015873015873,96.98412698412699,72.28571428571429,1338.7142857142858,5768.428571428572,0.23207607915005324,5.736961451247167,106.24716553287983,56.285714285714285,1209.0,5277.571428571428,0.2290826408250548,4.467120181405895,95.95238095238095,12600000.0
2020-04-15,80.0,1346.0,6313.0,0.21321083478536354,6.349206349206349,106.82539682539682,72.0,1312.5714285714287,5765.428571428572,0.22766242132910453,5.714285714285714,104.17233560090705,58.92857142857143,1234.7142857142858,5360.0,0.23035714285714287,4.67687074829932,97.99319727891158,12600000.0
2020-04-16,124.0,1140.0,5660.0,0.20141342756183744,9.841269841269842,90.47619047619048,80.28571428571429,1283.4285714285713,5746.714285714285,0.22333258756556543,6.371882086167801,101.85941043083899,66.64285714285714,1265.0714285714287,5530.571428571428,0.2287415405279744,5.289115646258503,100.40249433106578,12600000.0
2020-04-17,62.0,1842.0,7574.0,0.24320042249801954,4.920634920634921,146.1904761904762,79.42857142857143,1337.2857142857142,5875.857142857143,0.2275898956991077,6.303854875283447,106.13378684807255,67.28571428571429,1310.2857142857142,5757.857142857143,0.22756481826076166,5.3401360544217695,103.99092970521541,12600000.0
2020-04-18,125.0,1585.0,7241.0,0.2188924181742853,9.920634920634921,125.7936507936508,87.28571428571429,1368.2857142857142,6035.428571428572,0.22670895663700055,6.927437641723357,108.59410430839002,73.85714285714286,1319.7142857142858,5879.857142857143,0.22444665808207195,5.861678004535148,104.73922902494333,12600000.0
2020-04-19,31.0,1197.0,5914.0,0.202401082177883,2.4603174603174605,95.0,81.42857142857143,1357.857142857143,6083.285714285715,0.2232111405960125,6.462585034013606,107.76643990929706,73.85714285714286,1341.0,5916.428571428572,0.2266570083303151,5.861678004535148,106.42857142857143,12600000.0
2020-04-20,59.0,1151.0,5040.0,0.22837301587301587,4.682539682539683,91.34920634920636,79.28571428571429,1354.7142857142858,6084.285714285715,0.22265790091570792,6.292517006802722,107.5170068027211,75.71428571428571,1351.357142857143,5993.642857142857,0.2254650760925266,6.009070294784579,107.25056689342404,12600000.0
2020-04-21,119.0,1551.0,6639.0,0.23361952101220063,9.444444444444445,123.0952380952381,85.71428571428571,1401.7142857142858,6340.142857142857,0.2210855996935626,6.802721088435373,111.24716553287983,79.0,1370.2142857142858,6054.285714285715,0.22632137800849456,6.26984126984127,108.74716553287983,12600000.0
2020-04-22,97.0,2049.0,9349.0,0.21916782543587549,7.698412698412699,162.61904761904762,88.14285714285714,1502.142857142857,6773.857142857143,0.22175591032751965,6.995464852607709,119.21768707482993,80.07142857142857,1407.357142857143,6269.642857142857,0.2244716604955853,6.354875283446711,111.6950113378685,12600000.0
2020-04-23,123.0,1826.0,8970.0,0.20356744704570792,9.761904761904763,144.9206349206349,88.0,1600.142857142857,7246.714285714285,0.2208094308750764,6.984126984126984,126.99546485260771,84.14285714285714,1441.7857142857142,6496.714285714285,0.22192536886777933,6.678004535147392,114.42743764172334,12600000.0
2020-04-24,107.0,2724.0,12903.0,0.21111369448965356,8.492063492063492,216.1904761904762,94.42857142857143,1726.142857142857,8008.0,0.21555230483801913,7.494331065759638,136.9954648526077,86.92857142857143,1531.7142857142858,6941.928571428572,0.2206467943243438,6.899092970521543,121.56462585034015,12600000.0
2020-04-25,79.0,2119.0,15398.0,0.13761527471100143,6.26984126984127,168.17460317460316,87.85714285714286,1802.4285714285713,9173.285714285714,0.19648669272577204,6.972789115646259,143.04988662131518,87.57142857142857,1585.357142857143,7604.357142857143,0.2084801006941509,6.950113378684807,125.82199546485262,12600000.0
2020-04-26,59.0,2126.0,13335.0,0.15943007124109487,4.682539682539683,168.73015873015873,91.85714285714286,1935.142857142857,10233.42857142857,0.18910014797442556,7.290249433106577,153.58276643990928,86.64285714285714,1646.5,8158.357142857143,0.20181759282768763,6.87641723356009,130.67460317460316,12600000.0
2020-04-27,50.0,1980.0,12676.0,0.15620069422530766,3.9682539682539684,157.14285714285714,90.57142857142857,2053.5714285714284,11324.285714285714,0.1813422480131197,7.188208616780045,162.98185941043084,84.92857142857143,1704.142857142857,8704.285714285714,0.1957820449696373,6.740362811791384,135.24943310657596,12600000.0
2020-04-28,142.0,2219.0,14561.0,0.1523933795755786,11.26984126984127,176.11111111111111,93.85714285714286,2149.0,12456.0,0.17252729608220937,7.448979591836736,170.55555555555554,89.78571428571429,1775.357142857143,9398.07142857143,0.1889065385755436,7.125850340136055,140.90136054421768,12600000.0
2020-04-29,90.0,2253.0,14478.0,0.15561541649399088,7.142857142857143,178.8095238095238,92.85714285714286,2178.1428571428573,13188.714285714286,0.16515202391655204,7.369614512471656,172.8684807256236,90.5,1840.142857142857,9981.285714285714,0.1843593009775437,7.182539682539683,146.04308390022675,12600000.0
2020-04-30,140.0,2555.0,13200.0,0.19356060606060607,11.11111111111111,202.77777777777777,95.28571428571429,2282.285714285714,13793.0,0.16546695528787894,7.562358276643992,181.13378684807256,91.64285714285714,1941.2142857142858,10519.857142857143,0.18452857860644495,7.273242630385487,154.06462585034015,12600000.0
2020-05-01,102.0,3145.0,14821.0,0.21219890695634572,8.095238095238095,249.6031746031746,94.57142857142857,2342.4285714285716,14067.0,0.16651941220079416,7.505668934240362,185.90702947845807,94.5,2034.2857142857142,11037.5,0.18430674648115192,7.5,161.45124716553286,12600000.0
2020-05-02,102.0,2450.0,15208.0,0.16109942135718044,8.095238095238095,194.44444444444446,97.85714285714286,2389.714285714286,14039.857142857143,0.17020930208895085,7.766439909297053,189.65986394557825,92.85714285714286,2096.0714285714284,11606.57142857143,0.1805935061418408,7.369614512471656,166.35487528344672,12600000.0
2020-05-03,59.0,2994.0,19417.0,0.15419477777205542,4.682539682539683,237.61904761904762,97.85714285714286,2513.714285714286,14908.714285714286,0.16860704669368826,7.766439909297053,199.50113378684807,94.85714285714286,2224.4285714285716,12571.07142857143,0.17694820875593056,7.528344671201815,176.5419501133787,12600000.0
2020-05-04,44.0,2341.0,13834.0,0.16922076044527976,3.492063492063492,185.79365079365078,97.0,2565.285714285714,15074.142857142857,0.1701778826562041,7.698412698412699,203.59410430839,93.78571428571429,2309.4285714285716,13199.214285714286,0.17496712466651154,7.443310657596373,183.28798185941045,12600000.0
2020-05-05,176.0,2122.0,13139.0,0.16150391962858665,13.968253968253968,168.4126984126984,101.85714285714286,2551.4285714285716,14871.0,0.17157074651526943,8.08390022675737,202.49433106575967,97.85714285714286,2350.214285714286,13663.5,0.17200675417823294,7.766439909297053,186.52494331065762,12600000.0
2020-05-06,136.0,2270.0,14974.0,0.1515960999065046,10.793650793650794,180.15873015873015,108.42857142857143,2553.8571428571427,14941.857142857143,0.17091966001548858,8.60544217687075,202.68707482993193,100.64285714285714,2366.0,14065.285714285714,0.1682155661862539,7.987528344671201,187.77777777777777,12600000.0
2020-05-07,137.0,2641.0,17783.0,0.14851262441657764,10.873015873015873,209.6031746031746,108.0,2566.1428571428573,15596.57142857143,0.1645324979849051,8.571428571428571,203.6621315192744,101.64285714285714,2424.214285714286,14694.785714285714,0.16497105387236485,8.06689342403628,192.3979591836735,12600000.0
2020-05-08,130.0,2887.0,20671.0,0.13966426394465675,10.317460317460318,229.12698412698413,112.0,2529.285714285714,16432.285714285714,0.1539217220454506,8.88888888888889,200.73696145124717,103.28571428571429,2435.8571428571427,15249.642857142857,0.1597320780346144,8.197278911564627,193.32199546485256,12600000.0
2020-05-09,108.0,2325.0,16617.0,0.13991695251850514,8.571428571428571,184.52380952380952,112.85714285714286,2511.4285714285716,16633.571428571428,0.15098552840640703,8.956916099773244,199.31972789115648,105.35714285714286,2450.5714285714284,15336.714285714286,0.15978464375867432,8.361678004535149,194.48979591836732,12600000.0
2020-05-10,57.0,1656.0,13653.0,0.12129202373104812,4.523809523809524,131.42857142857142,112.57142857142857,2320.285714285714,15810.142857142857,0.14675931364133332,8.93424036281179,184.14965986394557,105.21428571428571,2417.0,15359.42857142857,0.1573626250976599,8.35034013605442,191.82539682539684,12600000.0
2020-05-11,53.0,1266.0,12441.0,0.10176030865686038,4.2063492063492065,100.47619047619048,113.85714285714286,2166.714285714286,15611.142857142857,0.13879280367503066,9.036281179138323,171.96145124716554,105.42857142857143,2366.0,15342.642857142857,0.1542107198890115,8.36734693877551,187.77777777777777,12600000.0
2020-05-12,142.0,4014.0,29266.0,0.1371557438666029,11.26984126984127,318.57142857142856,109.0,2437.0,17915.0,0.13603125872174154,8.65079365079365,193.4126984126984,105.42857142857143,2494.214285714286,16393.0,0.1521511795104182,8.36734693877551,197.95351473922904,12600000.0
2020-05-13,191.0,1677.0,17668.0,0.0949173647271904,15.158730158730158,133.0952380952381,116.85714285714286,2352.285714285714,18299.85714285714,0.12854120641066677,9.274376417233562,186.6893424036281,112.64285714285714,2453.0714285714284,16620.85714285714,0.1475899472263765,8.939909297052154,194.68820861678003,12600000.0
2020-05-14,136.0,3239.0,22678.0,0.14282564600052916,10.793650793650794,257.06349206349205,116.71428571428571,2437.714285714286,18999.14285714286,0.12830654014466816,9.263038548752833,193.46938775510205,112.35714285714286,2501.9285714285716,17297.85714285714,0.1446380641697981,8.917233560090704,198.56575963718822,12600000.0
2020-05-15,130.0,2432.0,26565.0,0.09154903067946546,10.317460317460318,193.015873015873,116.71428571428571,2372.714285714286,19841.14285714286,0.11958556534761822,9.263038548752833,188.3106575963719,114.35714285714286,2451.0,18136.714285714286,0.13514024433469599,9.075963718820862,194.52380952380952,12600000.0
2020-05-16,71.0,2088.0,23047.0,0.09059747472556082,5.634920634920635,165.71428571428572,111.42857142857143,2338.8571428571427,20759.714285714286,0.11266326263780123,8.843537414965986,185.62358276643988,112.14285714285714,2425.1428571428573,18696.64285714286,0.1297100701806665,8.900226757369614,192.47165532879822,12600000.0
2020-05-17,48.0,1734.0,20295.0,0.08543976348854397,3.8095238095238093,137.61904761904762,110.14285714285714,2350.0,21708.571428571428,0.10825217162411162,8.741496598639456,186.5079365079365,111.35714285714286,2335.1428571428573,18759.35714285714,0.12447883151646229,8.837868480725625,185.32879818594108,12600000.0
2020-05-18,57.0,2294.0,21297.0,0.10771470160116449,4.523809523809524,182.06349206349208,110.71428571428571,2496.8571428571427,22973.714285714286,0.10868321560043775,8.786848072562357,198.1632653061224,112.28571428571429,2331.785714285714,19292.428571428572,0.12086532836716105,8.91156462585034,185.06235827664398,12600000.0
2020-05-19,145.0,1545.0,18443.0,0.08377162066908854,11.507936507936508,122.61904761904762,111.14285714285714,2144.1428571428573,21427.571428571428,0.1000646696845853,8.820861678004535,170.1700680272109,110.07142857142857,2290.5714285714284,19671.285714285714,0.11644238520250691,8.735827664399093,181.79138321995464,12600000.0
2020-05-20,146.0,2388.0,21029.0,0.11355746825811974,11.587301587301587,189.52380952380952,104.71428571428571,2245.714285714286,21907.714285714286,0.10250792284518173,8.31065759637188,178.2312925170068,110.78571428571429,2299.0,20103.785714285714,0.11435657107936316,8.792517006802722,182.46031746031747,12600000.0
2020-05-21,82.0,2268.0,29307.0,0.07738765482649196,6.507936507936508,180.0,97.0,2107.0,22854.714285714286,0.09219104529856297,7.698412698412699,167.22222222222223,106.85714285714286,2272.3571428571427,20926.928571428572,0.10858531557084684,8.480725623582767,180.3458049886621,12600000.0
2020-05-22,108.0,2758.0,25113.0,0.1098235973400231,8.571428571428571,218.88888888888889,93.85714285714286,2153.5714285714284,22647.285714285714,0.09509181169613513,7.448979591836736,170.91836734693877,105.28571428571429,2263.1428571428573,21244.214285714286,0.10652984510068288,8.356009070294785,179.61451247165536,12600000.0
2020-05-23,75.0,2352.0,25114.0,0.09365294258182687,5.9523809523809526,186.66666666666666,94.42857142857143,2191.285714285714,22942.571428571428,0.09551177474190214,7.494331065759638,173.91156462585033,102.92857142857143,2265.0714285714284,21851.14285714286,0.10365917441389139,8.168934240362812,179.7675736961451,12600000.0
2020-05-24,63.0,2508.0,25674.0,0.09768637532133675,5.0,199.04761904761904,96.57142857142857,2301.8571428571427,23711.0,0.09707971586424624,7.6643990929705215,182.68707482993193,103.35714285714286,2325.9285714285716,22709.785714285714,0.10241966175688895,8.202947845804989,184.59750566893428,12600000.0
2020-05-25,31.0,1713.0,21643.0,0.07914799242249226,2.4603174603174605,135.95238095238096,92.85714285714286,2218.8571428571427,23760.428571428572,0.0933845589605767,7.369614512471656,176.09977324263036,101.78571428571429,2357.8571428571427,23367.071428571428,0.10090511984202434,8.078231292517009,187.1315192743764,12600000.0
2020-05-26,39.0,1178.0,17230.0,0.06836912362159026,3.0952380952380953,93.4920634920635,77.71428571428571,2166.4285714285716,23587.14285714286,0.09184785900308885,6.167800453514738,171.9387755102041,94.42857142857143,2155.285714285714,22507.35714285714,0.09575916446368331,7.494331065759638,171.05442176870747,12600000.0
2020-05-27,159.0,1111.0,17179.0,0.06467198323534548,12.619047619047619,88.17460317460318,79.57142857142857,1984.0,23037.14285714286,0.08612179089668857,6.315192743764172,157.46031746031747,92.14285714285714,2114.8571428571427,22472.428571428572,0.09410897162872599,7.312925170068026,167.8458049886621,12600000.0
2020-05-28,102.0,1527.0,25993.0,0.05874658561920517,8.095238095238095,121.19047619047619,82.42857142857143,1878.142857142857,22563.714285714286,0.08323730895369304,6.541950113378685,149.05895691609976,89.71428571428571,1992.5714285714287,22709.214285714286,0.08774286082741745,7.120181405895691,158.14058956916102,12600000.0
2020-05-29,86.0,1622.0,21796.0,0.07441732427968435,6.825396825396825,128.73015873015873,79.28571428571429,1715.857142857143,22089.85714285714,0.07767624443021685,6.292517006802722,136.17913832199548,86.57142857142857,1934.7142857142858,22368.571428571428,0.08649252778132585,6.870748299319728,153.54875283446714,12600000.0
2020-05-30,60.0,1462.0,25343.0,0.05768851359349722,4.761904761904762,116.03174603174604,77.14285714285714,1588.7142857142858,22122.571428571428,0.07181417815030544,6.122448979591836,126.08843537414967,85.78571428571429,1890.0,22532.571428571428,0.08387857577601948,6.808390022675738,150.0,12600000.0
2020-05-31,59.0,1343.0,21154.0,0.06348681100501087,4.682539682539683,106.58730158730158,76.57142857142857,1422.2857142857142,21476.85714285714,0.06622410834253482,6.077097505668934,112.8798185941043,86.57142857142857,1862.0714285714287,22593.928571428572,0.08241468156742487,6.870748299319728,147.78344671201816,12600000.0
2020-06-01,23.0,974.0,20014.0,0.04866593384630759,1.8253968253968254,77.3015873015873,75.42857142857143,1316.7142857142858,21244.14285714286,0.06198010880309867,5.98639455782313,104.50113378684809,84.14285714285714,1767.7857142857142,22502.285714285714,0.07856027324208334,6.678004535147392,140.30045351473922,12600000.0
