,beds,beds,beds,beds,beds,beds,beds,beds,beds,beds,beds,icu,icu,icu,icu,icu,icu,icu,icu,icu,icu,icu,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests
region,Chicago,East-Central,Metro East,North,North Suburban,North-Central,South Suburban,Southern,Suburban Cook,West Suburban,West-Central,Chicago,East-Central,Metro East,North,North Suburban,North-Central,South Suburban,Southern,Suburban Cook,West Suburban,West-Central,Chicago,East-Central,Metro East,North,North Suburban,North-Central,South Suburban,Southern,Suburban Cook,West Suburban,West-Central,Chicago,East-Central,Metro East,North,North Suburban,North-Central,South Suburban,Southern,Suburban Cook,West Suburban,West-Central,Chicago,East-Central,Metro East,North,North Suburban,North-Central,South Suburban,Southern,Suburban Cook,West Suburban,West-Central,Chicago,East-Central,Metro East,North,North Suburban,North-Central,South Suburban,Southern,Suburban Cook,West Suburban,West-Central
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,3.0,1.0,3.0,1.0,3.0,0.0,10.0,5.0,0.0,8.6,1.7,4.4,6.7,5.5,2.7,5.9,1.6,7.3,7.0,1.6,349.0,21.0,31.0,60.0,101.0,70.0,76.0,5.0,271.0,136.0,12.0,5454.0,1224.0,924.0,944.0,1986.0,1913.0,1492.0,472.0,5204.0,2381.0,1843.0
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,3.0,2.0,4.0,2.0,4.0,1.0,15.0,7.0,1.0,7.7,1.6,4.9,5.9,5.3,2.8,5.4,1.5,6.6,6.5,1.3,307.0,20.0,51.0,51.0,88.0,69.0,50.0,13.0,234.0,113.0,4.0,4952.0,1012.0,627.0,1096.0,1350.0,1990.0,1149.0,413.0,4265.0,2158.0,1198.0
2020-06-13,0.340851758,0.437389771,0.412314887,0.46989721,0.391466208,0.472685349,0.356504065,0.456405261,0.274901084,0.32049948,0.424799763,0.405074901,0.621722846,0.480916031,0.528735632,0.523809524,0.492341357,0.352490421,0.593103448,0.3599836,0.434913469,0.55,22.0,1.0,4.0,2.0,5.0,2.0,5.0,1.0,18.0,9.0,1.0,7.2,1.6,4.6,5.8,4.8,2.7,5.3,1.3,6.3,6.0,1.4,329.0,22.0,50.0,61.0,66.0,32.0,59.0,8.0,271.0,102.0,12.0,5486.0,1383.0,1150.0,912.0,1490.0,1792.0,1092.0,607.0,4683.0,2090.0,630.0
2020-06-14,0.35595362,0.466431095,0.426619828,0.486417034,0.416953036,0.477643719,0.362195122,0.45054425,0.305531696,0.342525147,0.448102017,0.421229734,0.623595506,0.506361323,0.525862069,0.54954955,0.486427796,0.360153257,0.605536332,0.384173842,0.452219714,0.552083333,28.0,2.0,4.0,3.0,6.0,3.0,7.0,1.0,20.0,10.0,1.0,6.8,1.6,4.8,5.6,4.5,2.4,5.1,1.4,6.1,5.5,1.5,305.0,8.0,54.0,26.0,51.0,16.0,29.0,5.0,237.0,81.0,11.0,4664.0,904.0,1005.0,536.0,1512.0,1396.0,858.0,493.0,4357.0,1802.0,607.0
2020-06-15,0.366352084,0.48344175,0.423934298,0.51835536,0.432703322,0.48678375,0.364227642,0.480970504,0.325956425,0.362296219,0.456270382,0.439755352,0.593632959,0.486005089,0.567528736,0.567567568,0.523344191,0.367816092,0.584229391,0.407544075,0.480812641,0.55625,35.0,2.0,6.0,4.0,7.0,4.0,8.0,1.0,24.0,11.0,1.0,6.3,1.5,4.6,5.5,4.4,2.4,4.8,1.4,5.7,5.2,1.4,236.0,9.0,6.0,21.0,39.0,22.0,52.0,5.0,195.0,87.0,7.0,4487.0,722.0,261.0,549.0,1126.0,970.0,1232.0,287.0,3825.0,2057.0,778.0
2020-06-16,0.357095121,0.469943737,0.392537894,0.53671072,0.430985109,0.475075395,0.355691057,0.481109517,0.325355979,0.366631981,0.442086649,0.440293938,0.558052434,0.460559796,0.576149425,0.574002574,0.555917481,0.358237548,0.525925926,0.401394014,0.486832205,0.56875,41.0,3.0,7.0,4.0,8.0,4.0,9.0,1.0,30.0,13.0,1.0,6.2,1.6,4.5,5.3,4.3,2.3,4.6,1.4,5.5,5.0,1.5,334.0,32.0,48.0,65.0,75.0,40.0,74.0,6.0,307.0,130.0,8.0,5943.0,1265.0,1211.0,1287.0,1887.0,2284.0,1996.0,668.0,6165.0,3169.0,798.0
2020-06-17,0.341099651,0.451670115,0.379443586,0.537444934,0.405784651,0.455093003,0.365853659,0.483823529,0.312489278,0.347901492,0.42899061,0.423478795,0.563670412,0.445292621,0.593390805,0.568854569,0.549402823,0.342911877,0.503703704,0.380893809,0.475545523,0.55,41.0,3.0,6.0,4.0,8.0,4.0,10.0,1.0,28.0,12.0,2.0,5.8,1.6,4.7,5.4,4.4,2.3,4.2,1.3,5.3,4.6,0.9,233.0,22.0,58.0,46.0,57.0,51.0,40.0,7.0,225.0,101.0,17.0,4870.0,1739.0,1142.0,767.0,1555.0,2667.0,1277.0,775.0,4620.0,2807.0,1831.0
2020-06-18,0.319166296,0.43450103,0.366180982,0.505430847,0.382875143,0.435167168,0.365853659,0.466233117,0.294990564,0.32575889,0.41834648,0.413399197,0.563670412,0.440203562,0.567489115,0.557271557,0.528773073,0.331417625,0.510714286,0.350877193,0.455981941,0.539583333,42.0,3.0,5.0,4.0,7.0,4.0,9.0,2.0,26.0,11.0,2.0,5.8,1.3,4.7,5.3,4.2,2.0,3.7,1.4,5.2,4.2,1.1,299.0,14.0,46.0,55.0,75.0,30.0,49.0,11.0,220.0,80.0,34.0,5108.0,2592.0,1322.0,975.0,1717.0,1962.0,1904.0,725.0,4503.0,2295.0,2307.0
2020-06-19,0.311674826,0.41842723,0.387034906,0.4875,0.374570447,0.432783433,0.36300813,0.489535477,0.28787099,0.31870229,0.40994152,0.402906617,0.556179775,0.498727735,0.565982405,0.553410553,0.515743757,0.333333333,0.565517241,0.350791717,0.462001505,0.5125,43.0,3.0,5.0,4.0,7.0,4.0,9.0,2.0,25.0,11.0,1.0,5.8,1.2,4.0,5.6,3.9,1.7,3.7,1.3,5.3,4.1,1.2,316.0,19.0,57.0,47.0,56.0,34.0,65.0,11.0,311.0,107.0,8.0,5107.0,2149.0,1863.0,679.0,1472.0,2043.0,1592.0,652.0,5020.0,2640.0,1431.0
2020-06-20,0.311618935,0.429284038,0.374376678,0.497533474,0.380870561,0.430514385,0.347154472,0.51417004,0.284697204,0.3358313,0.41937372,0.409638554,0.531835206,0.526717557,0.571851852,0.554697555,0.533116178,0.356321839,0.593103448,0.363232323,0.47103085,0.55,41.0,3.0,5.0,4.0,7.0,4.0,9.0,2.0,25.0,11.0,1.0,5.6,1.1,4.0,5.2,4.0,1.8,3.7,1.3,5.3,4.3,1.1,288.0,12.0,45.0,63.0,81.0,36.0,76.0,10.0,277.0,160.0,8.0,5959.0,1044.0,1108.0,1410.0,1557.0,1529.0,1515.0,485.0,4873.0,2687.0,723.0
2020-06-21,0.336425709,0.440857059,0.367855773,0.517618041,0.406071019,0.443095866,0.354471545,0.543401907,0.300566135,0.369508139,0.4390744,0.40154321,0.529962547,0.531806616,0.608888889,0.553410553,0.552516411,0.38697318,0.60899654,0.381414141,0.490594432,0.591666667,38.0,3.0,5.0,4.0,7.0,4.0,8.0,2.0,25.0,11.0,2.0,5.2,1.2,3.7,5.0,3.9,1.9,3.7,1.3,5.3,4.3,1.0,144.0,23.0,15.0,22.0,40.0,32.0,39.0,0.0,196.0,91.0,7.0,3978.0,1220.0,478.0,773.0,1660.0,1243.0,1199.0,234.0,3860.0,1857.0,711.0
2020-06-22,0.348626578,0.459507042,0.351361718,0.522903453,0.420962199,0.458846635,0.369918699,0.537157107,0.313775948,0.396097046,0.450205038,0.415636588,0.558052434,0.511450382,0.625185185,0.563706564,0.58213892,0.417624521,0.591695502,0.410505051,0.500376223,0.5875,36.0,3.0,4.0,4.0,7.0,3.0,8.0,2.0,25.0,11.0,2.0,5.1,1.3,3.7,5.1,4.0,1.9,3.7,1.3,5.4,4.3,1.0,206.0,21.0,30.0,37.0,73.0,29.0,46.0,5.0,219.0,90.0,9.0,4426.0,1014.0,922.0,651.0,1639.0,1480.0,982.0,370.0,3624.0,2252.0,1197.0
2020-06-23,0.341202673,0.447861746,0.355444785,0.494714588,0.407502864,0.464117434,0.354471545,0.508551308,0.313432836,0.373417722,0.430123312,0.41924505,0.556179775,0.51653944,0.631111111,0.562419562,0.57,0.438697318,0.555172414,0.400808081,0.488337096,0.541666667,35.0,4.0,4.0,4.0,8.0,4.0,9.0,2.0,22.0,11.0,2.0,4.9,1.2,4.2,4.7,3.8,2.0,3.7,1.5,5.4,4.2,1.2,212.0,32.0,124.0,25.0,37.0,48.0,39.0,14.0,241.0,107.0,45.0,5331.0,2233.0,2082.0,989.0,1484.0,2323.0,1168.0,709.0,4860.0,2818.0,2091.0
2020-06-24,0.318040089,0.440933255,0.33691894,0.470401691,0.388029782,0.453340595,0.317886179,0.483180428,0.302317567,0.337552743,0.399646851,0.423791822,0.558052434,0.488549618,0.622222222,0.562419562,0.558985667,0.408045977,0.536082474,0.393535354,0.455981941,0.502083333,35.0,4.0,3.0,3.0,8.0,5.0,9.0,2.0,21.0,12.0,1.0,4.8,1.2,3.8,4.5,3.7,1.9,3.8,1.7,5.2,4.3,1.2,301.0,29.0,67.0,50.0,76.0,48.0,47.0,22.0,228.0,100.0,13.0,6571.0,2189.0,2249.0,1143.0,2303.0,2656.0,1207.0,1188.0,5532.0,2700.0,2233.0
2020-06-25,0.310541945,0.424612634,0.338461538,0.451726568,0.379725086,0.4399126,0.300813008,0.468315301,0.284094843,0.314014752,0.371394938,0.423482032,0.546816479,0.503816794,0.622222222,0.537966538,0.510940919,0.385057471,0.52233677,0.371717172,0.427059713,0.491666667,33.0,4.0,2.0,4.0,7.0,4.0,9.0,1.0,22.0,12.0,1.0,4.7,1.5,3.9,4.1,3.5,2.1,4.2,2.0,5.3,4.3,1.0,347.0,35.0,36.0,36.0,68.0,52.0,106.0,20.0,311.0,123.0,14.0,6933.0,1745.0,846.0,1161.0,2173.0,1768.0,2309.0,428.0,6072.0,3008.0,1667.0
2020-06-26,0.308285164,0.433473811,0.356673114,0.458773784,0.394902635,0.443227455,0.295934959,0.475180972,0.278487614,0.315614035,0.374633001,0.425868486,0.559925094,0.498727735,0.634074074,0.528957529,0.497285559,0.367816092,0.542955326,0.372121212,0.432042521,0.510416667,31.0,4.0,2.0,4.0,8.0,5.0,9.0,1.0,21.0,12.0,1.0,4.7,1.6,4.5,3.8,3.4,2.5,4.6,2.1,4.9,4.3,1.3,396.0,24.0,82.0,46.0,56.0,92.0,108.0,11.0,251.0,117.0,29.0,7307.0,1739.0,1230.0,1220.0,1807.0,2218.0,1671.0,519.0,6451.0,3117.0,1373.0
2020-06-27,0.323433806,0.429433052,0.404114907,0.475334743,0.411206897,0.443410004,0.309349593,0.486068111,0.281182095,0.332807571,0.381956649,0.436057392,0.565543071,0.549618321,0.651851852,0.533505155,0.479913138,0.377394636,0.553264605,0.382626263,0.456903127,0.55,31.0,3.0,2.0,5.0,7.0,5.0,9.0,1.0,21.0,12.0,1.0,4.7,1.6,4.7,3.6,3.1,2.7,4.7,2.2,4.8,4.0,1.2,327.0,38.0,50.0,33.0,49.0,66.0,75.0,12.0,196.0,81.0,7.0,6716.0,2516.0,826.0,954.0,2002.0,1670.0,1292.0,331.0,4053.0,1771.0,818.0
2020-06-28,0.33907792,0.44592145,0.438986355,0.490133897,0.426758939,0.454296661,0.327642276,0.506912442,0.301173403,0.348405188,0.409197422,0.440401506,0.565543071,0.564885496,0.678518519,0.540645161,0.487513572,0.385057471,0.587628866,0.408888889,0.489702517,0.595833333,32.0,3.0,2.0,5.0,7.0,6.0,9.0,1.0,21.0,12.0,1.0,4.6,1.5,4.6,3.5,3.2,2.6,4.6,2.1,4.6,3.9,1.3,241.0,19.0,65.0,23.0,81.0,35.0,32.0,8.0,181.0,79.0,23.0,6672.0,1602.0,1622.0,993.0,2342.0,2251.0,1240.0,819.0,4960.0,2249.0,1302.0
2020-06-29,0.357458076,0.44656373,0.430528376,0.500704722,0.428819444,0.453931764,0.351626016,0.518575064,0.317427206,0.374518051,0.416666667,0.451480781,0.531835206,0.541984733,0.684444444,0.524547804,0.471226927,0.377394636,0.580756014,0.432727273,0.50877193,0.620833333,31.0,3.0,2.0,5.0,7.0,5.0,10.0,1.0,21.0,13.0,1.0,4.7,1.4,4.8,3.2,3.1,2.6,4.4,1.9,4.6,3.9,1.4,312.0,22.0,58.0,35.0,70.0,59.0,53.0,7.0,283.0,126.0,14.0,6183.0,2077.0,1212.0,1171.0,1952.0,2255.0,1532.0,832.0,5097.0,3001.0,1038.0
2020-06-30,0.347749338,0.440508629,0.402745098,0.490133897,0.419849537,0.451012589,0.349593496,0.521428571,0.316818774,0.368734665,0.416228838,0.453056081,0.496254682,0.478371501,0.69808542,0.494832041,0.472312704,0.38697318,0.570446735,0.43030303,0.501144165,0.635416667,31.0,2.0,2.0,5.0,7.0,5.0,10.0,1.0,22.0,13.0,1.0,4.7,1.5,4.7,3.4,3.2,2.8,4.5,2.1,4.5,3.8,1.3,304.0,35.0,70.0,62.0,62.0,83.0,95.0,28.0,288.0,107.0,20.0,7151.0,1425.0,1154.0,1697.0,1954.0,2696.0,2287.0,963.0,6624.0,3226.0,796.0
2020-07-01,0.329288026,0.413260672,0.358823529,0.498238196,0.403935185,0.426564496,0.335365854,0.514403292,0.302824859,0.353838065,0.408508159,0.435265105,0.47752809,0.417302799,0.691068814,0.481912145,0.466883822,0.390804598,0.553264605,0.411407767,0.485125858,0.641666667,29.0,3.0,3.0,5.0,7.0,5.0,10.0,1.0,23.0,12.0,1.0,4.6,1.6,5.1,3.1,3.2,3.1,4.5,2.2,4.5,3.9,1.6,266.0,39.0,44.0,25.0,57.0,80.0,76.0,9.0,255.0,147.0,24.0,6601.0,1826.0,1042.0,1072.0,1742.0,2431.0,1864.0,484.0,6078.0,3392.0,1298.0
2020-07-02,0.314724919,0.385312783,0.355686275,0.489076815,0.399826037,0.422733078,0.317886179,0.516095535,0.290656236,0.333158079,0.407634033,0.414229726,0.481273408,0.419847328,0.708879185,0.496124031,0.495114007,0.388888889,0.549828179,0.392871608,0.468296409,0.5875,30.0,3.0,3.0,4.0,7.0,5.0,11.0,1.0,23.0,12.0,2.0,4.5,1.6,5.2,3.2,3.4,3.2,4.4,1.9,4.4,3.8,1.8,350.0,45.0,57.0,37.0,95.0,107.0,66.0,8.0,289.0,118.0,26.0,7870.0,2368.0,1146.0,1098.0,2090.0,2965.0,1545.0,407.0,6532.0,3634.0,1540.0
2020-07-03,0.31899088,0.393432836,0.363064833,0.510923185,0.407902382,0.420361248,0.319105691,0.529718457,0.291177749,0.346126884,0.417832168,0.406489676,0.475655431,0.432569975,0.694323144,0.520671835,0.495114007,0.390804598,0.573883162,0.393349554,0.478959449,0.535416667,32.0,3.0,3.0,4.0,7.0,4.0,10.0,1.0,22.0,13.0,3.0,4.4,1.8,4.8,3.1,3.4,3.1,4.3,2.0,4.4,3.8,1.7,431.0,42.0,45.0,36.0,73.0,96.0,86.0,11.0,235.0,107.0,24.0,9385.0,1852.0,1127.0,1051.0,2203.0,2580.0,1538.0,301.0,6259.0,3017.0,1424.0
2020-07-04,0.336201824,0.4237688,0.372332016,0.523255814,0.42852984,0.443167305,0.320325203,0.557053942,0.304910908,0.376796355,0.437354312,0.418508694,0.466292135,0.430025445,0.695778748,0.552971576,0.512486428,0.381226054,0.567010309,0.409570154,0.510344828,0.491666667,30.0,3.0,4.0,4.0,7.0,5.0,10.0,1.0,22.0,13.0,3.0,4.4,1.8,4.8,3.1,3.6,3.0,4.3,2.1,4.3,3.7,1.9,334.0,36.0,74.0,39.0,62.0,67.0,67.0,22.0,258.0,104.0,23.0,7220.0,1716.0,1286.0,1126.0,1558.0,2202.0,1167.0,567.0,5684.0,2550.0,877.0
2020-07-05,0.363195057,0.457384705,0.375841584,0.538407329,0.458224163,0.462408759,0.329268293,0.558762887,0.324206867,0.41745531,0.450379451,0.428529325,0.468164794,0.404580153,0.657933042,0.558139535,0.490770901,0.377394636,0.539792388,0.435523114,0.550191571,0.516666667,30.0,3.0,4.0,4.0,6.0,5.0,10.0,1.0,23.0,14.0,3.0,4.5,1.9,4.8,3.3,3.6,3.3,4.5,2.4,4.4,3.8,1.8,236.0,25.0,32.0,36.0,47.0,80.0,46.0,11.0,136.0,86.0,12.0,5332.0,1550.0,869.0,970.0,1601.0,2177.0,881.0,410.0,3655.0,1902.0,929.0
2020-07-06,0.374374816,0.468476357,0.356831683,0.517618041,0.461426492,0.492153285,0.333333333,0.548337596,0.334289439,0.436207501,0.449415205,0.432066018,0.47752809,0.41475827,0.631732169,0.554263566,0.467969598,0.352490421,0.484320557,0.454176805,0.572413793,0.535416667,28.0,3.0,4.0,4.0,7.0,6.0,10.0,1.0,23.0,15.0,4.0,4.3,2.1,4.5,3.4,3.7,3.3,4.6,2.6,4.2,3.7,1.9,171.0,28.0,26.0,45.0,84.0,62.0,52.0,9.0,191.0,86.0,35.0,5227.0,1313.0,1103.0,1335.0,1797.0,2438.0,1307.0,576.0,4853.0,2549.0,1560.0
2020-07-07,0.35701677,0.445231769,0.362563901,0.482381959,0.433187773,0.470964207,0.310162602,0.51203277,0.315995137,0.406239047,0.417398946,0.41290893,0.503745318,0.452926209,0.593886463,0.543927649,0.447339848,0.33908046,0.480836237,0.447250509,0.546360153,0.514583333,27.0,3.0,4.0,3.0,5.0,5.0,10.0,2.0,25.0,14.0,4.0,4.1,2.1,4.5,3.2,3.8,3.3,4.6,2.2,3.9,3.8,1.9,206.0,55.0,64.0,22.0,82.0,78.0,62.0,8.0,211.0,110.0,21.0,6641.0,2090.0,1079.0,791.0,2068.0,2420.0,1664.0,753.0,6856.0,3034.0,1215.0
2020-07-08,0.330759047,0.418757467,0.364701289,0.453840733,0.402037846,0.433034899,0.290243902,0.49692623,0.290448512,0.362600771,0.385294118,0.39227822,0.507490637,0.503816794,0.589519651,0.551679587,0.419109663,0.312260536,0.505190311,0.420621931,0.507279693,0.485416667,27.0,2.0,4.0,4.0,5.0,6.0,9.0,2.0,25.0,15.0,4.0,4.1,2.0,4.5,3.4,3.9,3.4,4.4,2.2,4.1,3.6,1.9,305.0,32.0,63.0,40.0,92.0,103.0,71.0,26.0,344.0,126.0,54.0,7705.0,2077.0,1459.0,1090.0,2359.0,2890.0,2050.0,1287.0,6766.0,3506.0,2634.0
2020-07-09,0.306192998,0.391054699,0.371406371,0.434460888,0.380786026,0.394770525,0.268699187,0.480286738,0.275351014,0.333683842,0.372058824,0.374889478,0.488764045,0.51653944,0.590975255,0.547803618,0.431053203,0.312260536,0.5395189,0.39539663,0.472030651,0.464583333,26.0,3.0,4.0,4.0,6.0,5.0,9.0,2.0,25.0,15.0,4.0,4.1,2.1,4.9,3.7,3.9,3.3,4.7,2.8,4.1,3.8,1.9,333.0,47.0,86.0,57.0,106.0,87.0,123.0,41.0,328.0,150.0,20.0,7820.0,2141.0,1092.0,1018.0,2372.0,2448.0,2130.0,722.0,7423.0,3433.0,1547.0
2020-07-10,0.299586777,0.389241463,0.358039216,0.433756166,0.386899563,0.399524593,0.265853659,0.493080472,0.267810712,0.327374693,0.377352941,0.378386337,0.460674157,0.480916031,0.590975255,0.549095607,0.449511401,0.295019157,0.525951557,0.375256885,0.459831676,0.45,25.0,3.0,4.0,4.0,6.0,6.0,9.0,1.0,26.0,15.0,3.0,4.1,2.0,5.3,3.6,3.9,3.4,4.7,3.0,4.4,3.8,2.0,388.0,56.0,97.0,32.0,70.0,121.0,83.0,27.0,321.0,99.0,46.0,8672.0,3200.0,1527.0,1095.0,2157.0,2835.0,1582.0,441.0,5682.0,2862.0,1617.0
2020-07-11,0.301525022,0.406769417,0.349411765,0.458421424,0.401164483,0.421649296,0.262601626,0.504864311,0.282977986,0.34384858,0.386290085,0.392174169,0.456928839,0.44783715,0.592430859,0.546511628,0.493435449,0.298850575,0.53125,0.371968763,0.470588235,0.454166667,25.0,4.0,4.0,4.0,6.0,6.0,9.0,1.0,27.0,14.0,4.0,4.0,1.9,5.7,3.9,3.8,3.7,4.4,3.1,4.3,3.9,2.3,374.0,28.0,157.0,82.0,89.0,143.0,82.0,30.0,327.0,174.0,68.0,9036.0,2014.0,2097.0,1797.0,2758.0,3141.0,2122.0,675.0,8351.0,4046.0,1658.0
2020-07-12,0.314393939,0.445149592,0.354117647,0.49119098,0.434061135,0.438993252,0.274796748,0.524808184,0.300658693,0.361373992,0.398640662,0.395943563,0.496254682,0.391857506,0.590975255,0.573643411,0.518191841,0.300766284,0.536585366,0.384805945,0.491990847,0.414583333,25.0,4.0,4.0,4.0,7.0,6.0,9.0,1.0,26.0,14.0,5.0,3.9,1.9,6.0,3.9,3.9,3.7,4.4,3.1,4.3,3.8,2.4,301.0,4.0,74.0,58.0,96.0,107.0,79.0,7.0,230.0,101.0,49.0,8147.0,386.0,1158.0,1424.0,2423.0,2876.0,1630.0,363.0,5931.0,2795.0,1953.0
2020-07-13,0.332664884,0.473716012,0.355477855,0.502466526,0.444250364,0.450245589,0.286585366,0.538382805,0.324232969,0.385909569,0.395734597,0.402704292,0.494382022,0.435114504,0.598253275,0.583979328,0.511111111,0.342911877,0.567474048,0.397605285,0.510297483,0.4125,27.0,4.0,4.0,4.0,7.0,6.0,9.0,1.0,25.0,13.0,5.0,4.0,1.8,6.6,3.8,3.8,3.8,4.4,3.1,4.3,3.7,2.7,199.0,15.0,104.0,29.0,70.0,116.0,42.0,14.0,204.0,83.0,66.0,5127.0,1511.0,1354.0,1116.0,1960.0,3494.0,1215.0,692.0,4429.0,3138.0,1508.0
2020-07-14,0.323900772,0.456469166,0.338509317,0.477448908,0.418340611,0.440936309,0.293902439,0.527692308,0.308892356,0.37276551,0.384251036,0.407701352,0.486891386,0.468193384,0.598253275,0.583979328,0.492222222,0.333333333,0.586206897,0.40957886,0.499618612,0.40625,27.0,4.0,4.0,4.0,8.0,7.0,8.0,1.0,25.0,14.0,5.0,4.1,1.7,6.6,3.9,3.7,4.0,4.4,3.6,4.5,3.7,2.8,324.0,58.0,95.0,46.0,82.0,172.0,72.0,40.0,302.0,148.0,80.0,8307.0,3012.0,1584.0,1234.0,2384.0,3683.0,1800.0,1006.0,6813.0,3943.0,2852.0
2020-07-15,0.307560903,0.412885662,0.329968944,0.442565187,0.397379913,0.415169661,0.281707317,0.504110997,0.286618131,0.342436975,0.358028335,0.411228689,0.475655431,0.544529262,0.593886463,0.581395349,0.455555556,0.325670498,0.597269625,0.388409371,0.486590038,0.429166667,26.0,4.0,4.0,4.0,9.0,7.0,8.0,1.0,24.0,13.0,6.0,4.0,1.7,6.9,3.8,3.7,4.0,4.6,4.2,4.4,3.8,2.8,306.0,66.0,132.0,46.0,121.0,191.0,91.0,65.0,352.0,132.0,59.0,7979.0,3497.0,1978.0,1535.0,3089.0,5188.0,1886.0,1399.0,8021.0,3201.0,2635.0
2020-07-16,0.27926322,0.362783661,0.314677104,0.417195208,0.384861718,0.389947378,0.267073171,0.483453981,0.264950598,0.315145156,0.348864642,0.402410347,0.486891386,0.475826972,0.572052402,0.569767442,0.43107221,0.281609195,0.610169492,0.380189067,0.474210931,0.4125,27.0,4.0,5.0,4.0,9.0,8.0,8.0,1.0,25.0,14.0,5.0,3.9,1.8,6.9,3.6,3.6,4.0,4.7,3.8,4.4,3.7,3.1,402.0,102.0,102.0,60.0,101.0,187.0,114.0,30.0,286.0,93.0,90.0,10953.0,4690.0,1268.0,1508.0,2790.0,4778.0,1774.0,1080.0,6595.0,2571.0,2468.0
