,beds,beds,beds,beds,beds,beds,beds,beds,beds,beds,beds,icu,icu,icu,icu,icu,icu,icu,icu,icu,icu,icu,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,cliAdmissions,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,testPositivity,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,positiveTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests,totalTests
2020-08-24,0.273668529,0.432457213,0.27700831,0.477813277,0.396299612,0.3504,0.317479675,0.504247876,0.341032609,0.362539349,0.369026549,0.427767355,0.479400749,0.408488064,0.516739447,0.530183727,0.445128205,0.310344828,0.602693603,0.384715026,0.51121423,0.415730337,29.0,8.0,8.0,4.0,8.0,11.0,14.0,3.0,31.0,15.0,7.0,5.5,1.7,10.0,4.9,5.8,6.4,8.3,7.1,6.7,5.5,5.7,477.0,150.0,181.0,57.0,160.0,193.0,137.0,62.0,319.0,211.0,111.0,7758.0,8082.0,1545.0,1360.0,2458.0,2924.0,1631.0,704.0,5702.0,4087.0,1844.0
2020-08-25,0.264208566,0.424686832,0.271350932,0.474618388,0.370038794,0.363700941,0.298373984,0.486756622,0.329347826,0.346100035,0.375147232,0.428705441,0.479400749,0.399491094,0.521106259,0.50656168,0.444102564,0.325670498,0.562289562,0.368739206,0.486465584,0.378378378,28.0,8.0,9.0,3.0,8.0,11.0,16.0,4.0,31.0,15.0,6.0,5.5,1.7,10.4,5.1,5.9,6.4,8.4,7.6,6.7,5.7,5.7,373.0,134.0,149.0,108.0,150.0,226.0,186.0,122.0,543.0,257.0,117.0,7045.0,9445.0,1332.0,1570.0,2236.0,4197.0,2232.0,1184.0,7736.0,4147.0,2388.0
2020-08-26,0.251173184,0.407271616,0.282061217,0.450479233,0.3506416,0.364233706,0.280081301,0.473290065,0.305797101,0.317943337,0.353511607,0.405878674,0.445692884,0.402035623,0.522561863,0.48687664,0.438974359,0.289272031,0.525252525,0.342400691,0.460170147,0.364864865,30.0,9.0,8.0,4.0,9.0,11.0,15.0,4.0,32.0,15.0,7.0,5.6,1.6,10.4,5.1,6.1,6.4,8.3,6.9,6.9,5.9,5.6,323.0,216.0,59.0,53.0,140.0,193.0,98.0,37.0,428.0,185.0,79.0,5935.0,15760.0,658.0,897.0,1865.0,3455.0,1454.0,1097.0,5387.0,2592.0,1432.0
2020-08-27,0.232402235,0.378403181,0.286101432,0.425275115,0.33213966,0.380749423,0.268699187,0.459850374,0.28423913,0.296782092,0.350452291,0.392120075,0.449438202,0.37084399,0.522561863,0.489501312,0.432820513,0.27394636,0.545454545,0.327720207,0.440061872,0.355855856,30.0,9.0,10.0,3.0,9.0,11.0,14.0,4.0,32.0,16.0,8.0,5.6,1.7,10.5,5.0,6.4,6.6,8.5,7.2,6.8,5.9,5.5,479.0,246.0,179.0,34.0,147.0,282.0,231.0,80.0,462.0,175.0,82.0,8410.0,12533.0,1846.0,892.0,2102.0,4322.0,2199.0,909.0,6949.0,3582.0,1814.0
2020-08-28,0.231359404,0.376722818,0.299496319,0.429889954,0.344673232,0.38330373,0.262195122,0.465371201,0.271105072,0.308149703,0.362739408,0.37742339,0.426966292,0.406649616,0.506550218,0.503937008,0.427104723,0.256704981,0.555555556,0.329879102,0.447022428,0.367117117,31.0,7.0,9.0,4.0,9.0,10.0,15.0,5.0,32.0,15.0,7.0,5.6,1.7,10.4,5.4,6.2,6.7,8.8,7.4,6.9,5.6,5.3,394.0,142.0,160.0,87.0,122.0,361.0,210.0,79.0,456.0,222.0,113.0,8267.0,8808.0,1869.0,1320.0,2487.0,4712.0,2184.0,1208.0,7224.0,3981.0,2480.0
2020-08-29,0.242011173,0.385771236,0.298913043,0.446929357,0.363772008,0.405400604,0.27398374,0.475074776,0.270380435,0.331059811,0.376122863,0.384615385,0.441947566,0.40874036,0.500727802,0.502624672,0.432682425,0.266283525,0.579124579,0.343696028,0.461716937,0.367117117,29.0,8.0,9.0,3.0,9.0,11.0,16.0,5.0,33.0,15.0,7.0,5.6,1.9,9.6,5.5,6.1,6.8,8.8,6.9,6.7,5.9,5.1,526.0,259.0,141.0,71.0,163.0,426.0,148.0,110.0,612.0,218.0,63.0,8880.0,5737.0,1812.0,1053.0,2575.0,5171.0,1682.0,2084.0,9727.0,3155.0,1131.0
2020-08-30,0.262495345,0.40907697,0.3003108,0.461483848,0.394509102,0.431414357,0.285772358,0.490274314,0.286956522,0.360440714,0.384346814,0.386804253,0.475655431,0.401534527,0.471615721,0.488188976,0.439300412,0.279693487,0.572390572,0.358376511,0.484145398,0.360986547,30.0,8.0,10.0,3.0,10.0,11.0,16.0,5.0,30.0,14.0,7.0,5.7,1.7,9.6,5.8,6.5,7.1,8.8,6.9,6.6,5.9,5.0,492.0,199.0,109.0,62.0,103.0,406.0,184.0,77.0,358.0,172.0,68.0,7882.0,17695.0,1159.0,1000.0,1535.0,4548.0,2208.0,1024.0,5327.0,3028.0,1660.0
2020-08-31,0.286480447,0.422569764,0.294254658,0.464323749,0.42256043,0.460199005,0.297560976,0.503493014,0.308967391,0.379503323,0.380952381,0.410569106,0.535580524,0.381074169,0.465793304,0.479002625,0.446502058,0.293103448,0.589225589,0.382556131,0.486465584,0.370535714,32.0,9.0,9.0,4.0,10.0,12.0,16.0,5.0,30.0,15.0,7.0,5.7,1.8,9.3,6.3,6.4,7.0,8.8,6.6,6.9,6.2,4.8,328.0,103.0,154.0,60.0,72.0,115.0,83.0,16.0,330.0,145.0,34.0,4877.0,2309.0,1505.0,796.0,1297.0,2134.0,1000.0,420.0,3899.0,1832.0,622.0
2020-09-01,0.290055866,0.412450169,0.299108873,0.44515442,0.418979409,0.455401564,0.30203252,0.506487026,0.30317029,0.363064008,0.367513877,0.41025641,0.554307116,0.437340153,0.465793304,0.475065617,0.424897119,0.296934866,0.569023569,0.380829016,0.474091261,0.368888889,30.0,9.0,8.0,5.0,10.0,12.0,14.0,3.0,29.0,14.0,7.0,5.6,1.9,9.3,6.3,6.1,7.4,8.7,6.4,6.9,6.1,4.7,241.0,100.0,105.0,58.0,97.0,294.0,98.0,58.0,388.0,187.0,40.0,5603.0,5227.0,928.0,766.0,2022.0,3883.0,1312.0,416.0,5285.0,3060.0,1078.0
2020-09-02,0.279851024,0.377491567,0.298530549,0.422080227,0.390928081,0.431414357,0.3,0.499001996,0.28125,0.330010493,0.361086766,0.401439299,0.541198502,0.474358974,0.478893741,0.480314961,0.411946447,0.296934866,0.531986532,0.357944732,0.459396752,0.371111111,29.0,9.0,9.0,5.0,10.0,13.0,14.0,3.0,28.0,14.0,7.0,5.4,2.2,9.4,6.6,6.0,7.7,8.7,7.0,6.7,5.9,5.1,281.0,242.0,139.0,65.0,115.0,413.0,89.0,106.0,352.0,119.0,149.0,6687.0,7571.0,1359.0,824.0,1667.0,5170.0,1422.0,1467.0,5893.0,2451.0,1876.0
2020-09-03,0.26443203,0.342532965,0.312040263,0.407880724,0.375111907,0.396766169,0.294715447,0.490293678,0.267934783,0.310073452,0.350861817,0.3816531,0.471910112,0.494871795,0.487627365,0.502624672,0.398969072,0.295019157,0.494949495,0.335924007,0.447795824,0.353333333,28.0,11.0,8.0,5.0,10.0,13.0,15.0,3.0,26.0,13.0,6.0,5.0,2.2,9.6,5.7,5.4,7.5,7.6,6.6,5.9,5.3,5.2,882.0,963.0,505.0,350.0,343.0,755.0,513.0,208.0,951.0,499.0,381.0,20212.0,45326.0,5078.0,7556.0,7357.0,11466.0,7572.0,3216.0,20764.0,11840.0,7346.0
2020-09-04,0.261824953,0.329653481,0.301004637,0.409300674,0.374813489,0.393923241,0.291463415,0.498510427,0.277264493,0.306400839,0.348816827,0.381578947,0.438202247,0.43877551,0.494905386,0.526246719,0.409700722,0.291187739,0.501683502,0.331606218,0.457849961,0.357777778,29.0,11.0,9.0,5.0,9.0,14.0,14.0,3.0,26.0,13.0,5.0,5.2,2.3,9.7,5.7,5.7,7.3,7.5,6.7,6.1,5.5,5.4,577.0,391.0,186.0,133.0,206.0,351.0,210.0,90.0,742.0,352.0,121.0,10214.0,13043.0,1925.0,1908.0,2875.0,5491.0,2378.0,1320.0,10617.0,5491.0,2259.0
2020-09-05,0.268007449,0.327813554,0.302631579,0.419240327,0.406445837,0.409026297,0.306097561,0.510153541,0.298097826,0.320391745,0.355536079,0.397869674,0.426966292,0.402035623,0.500727802,0.56824147,0.409700722,0.298850575,0.491582492,0.35492228,0.468677494,0.382222222,28.0,11.0,9.0,6.0,8.0,14.0,14.0,3.0,26.0,13.0,5.0,5.2,2.2,9.8,5.7,6.0,7.2,7.4,6.7,6.1,5.4,5.3,467.0,294.0,136.0,108.0,209.0,393.0,129.0,46.0,449.0,201.0,91.0,7853.0,12041.0,1652.0,1810.0,2218.0,5394.0,1774.0,1157.0,6809.0,3406.0,1717.0
2020-09-06,0.288789572,0.357559031,0.286818709,0.438054668,0.439570278,0.444029851,0.330894309,0.523526498,0.323278986,0.343126967,0.378907391,0.418546366,0.462546816,0.386768448,0.513828239,0.602362205,0.432989691,0.323754789,0.518518519,0.378238342,0.494972931,0.442222222,25.0,11.0,8.0,6.0,8.0,13.0,15.0,3.0,24.0,13.0,5.0,5.1,2.4,9.9,5.7,6.1,7.0,7.4,6.4,6.2,5.5,5.4,302.0,128.0,137.0,89.0,70.0,224.0,117.0,25.0,330.0,152.0,34.0,5092.0,7633.0,1317.0,1470.0,906.0,3051.0,1206.0,556.0,4064.0,2228.0,868.0
2020-09-07,0.310837989,0.379638148,0.301901436,0.450124246,0.47597732,0.471748401,0.336585366,0.519564141,0.341666667,0.370409234,0.402620087,0.43264411,0.486891386,0.41221374,0.518195051,0.627296588,0.45623069,0.37164751,0.531986532,0.406303972,0.50966744,0.46,24.0,10.0,8.0,5.0,8.0,13.0,14.0,4.0,25.0,12.0,4.0,5.1,2.3,10.1,5.6,6.3,7.2,7.5,6.8,6.2,5.5,5.3,529.0,84.0,139.0,55.0,143.0,186.0,152.0,68.0,436.0,194.0,58.0,8830.0,4213.0,1066.0,896.0,1729.0,2119.0,1729.0,765.0,5842.0,2452.0,1239.0
2020-09-08,0.32849162,0.399570684,0.309358082,0.45970891,0.479259922,0.47938877,0.328861789,0.50371471,0.346328608,0.377929346,0.404409632,0.438283208,0.513108614,0.409669211,0.518195051,0.614173228,0.462962963,0.390804598,0.579124579,0.432608696,0.511987626,0.455555556,24.0,9.0,8.0,4.0,8.0,13.0,15.0,4.0,26.0,13.0,4.0,5.1,2.4,10.0,5.6,6.5,7.0,7.5,6.3,6.0,5.4,5.3,300.0,387.0,127.0,81.0,162.0,151.0,138.0,34.0,288.0,169.0,76.0,6214.0,15826.0,1298.0,1247.0,2376.0,2614.0,1903.0,749.0,5278.0,3340.0,1761.0
2020-09-09,0.315828678,0.366758663,0.307037896,0.44657437,0.445538645,0.456823028,0.31300813,0.473006439,0.330051058,0.35869185,0.3871061,0.430764411,0.52247191,0.394402036,0.483260553,0.566929134,0.455761317,0.373563218,0.569023569,0.426444834,0.496519722,0.408888889,24.0,9.0,8.0,4.0,7.0,12.0,14.0,5.0,25.0,12.0,3.0,5.1,2.4,9.8,5.6,6.4,6.7,7.3,6.4,5.8,5.6,4.9,198.0,399.0,115.0,80.0,76.0,271.0,93.0,102.0,310.0,221.0,98.0,5059.0,14452.0,1372.0,1179.0,1532.0,4601.0,1911.0,1182.0,6903.0,3454.0,2484.0
2020-09-10,0.288789572,0.346826127,0.304627767,0.427405041,0.406744255,0.429637527,0.312601626,0.449232293,0.309915843,0.336131515,0.363399827,0.420426065,0.509363296,0.383378016,0.442503639,0.539370079,0.438271605,0.342911877,0.572390572,0.398846495,0.483372003,0.402222222,23.0,7.0,8.0,4.0,6.0,11.0,13.0,5.0,24.0,12.0,4.0,5.3,2.4,9.6,6.4,7.0,6.5,7.5,6.0,6.3,6.1,5.0,321.0,280.0,195.0,129.0,131.0,283.0,153.0,85.0,432.0,238.0,177.0,7959.0,13822.0,2114.0,2020.0,2674.0,5206.0,2253.0,1783.0,8268.0,4778.0,2899.0
2020-09-11,0.270391061,0.340693039,0.302061422,0.413560525,0.389435989,0.408848614,0.312601626,0.446260525,0.293724844,0.313221406,0.363847045,0.405388471,0.485018727,0.399433428,0.42503639,0.535433071,0.440329218,0.329501916,0.592592593,0.35,0.480278422,0.384444444,21.0,7.0,8.0,4.0,5.0,10.0,13.0,4.0,25.0,13.0,5.0,5.3,2.4,9.4,6.3,6.7,6.5,7.2,6.0,6.0,5.8,4.9,504.0,413.0,183.0,75.0,168.0,333.0,148.0,89.0,466.0,242.0,119.0,8658.0,15206.0,2145.0,1230.0,2918.0,5304.0,2165.0,1276.0,8077.0,4954.0,2382.0
2020-09-12,0.269388363,0.368421053,0.314398943,0.428470004,0.405252164,0.422530206,0.32804878,0.465542885,0.295554336,0.314795383,0.380355581,0.390350877,0.43258427,0.426426426,0.459970888,0.559055118,0.442386831,0.33908046,0.609427609,0.336927224,0.479505027,0.390625,22.0,8.0,7.0,4.0,5.0,11.0,13.0,4.0,25.0,13.0,5.0,5.2,2.4,9.2,6.2,6.2,6.3,6.9,7.0,5.8,5.8,4.9,462.0,323.0,106.0,82.0,151.0,308.0,93.0,115.0,405.0,203.0,74.0,8308.0,11713.0,1584.0,1538.0,2296.0,4893.0,1797.0,1120.0,7889.0,3375.0,1420.0
2020-09-13,0.270695179,0.39389313,0.315905097,0.45686901,0.435690839,0.438343994,0.341056911,0.487344913,0.313391877,0.336481287,0.404985337,0.354010025,0.389513109,0.440366972,0.486171761,0.582677165,0.456790123,0.363984674,0.606060606,0.35309973,0.479505027,0.399103139,22.0,6.0,7.0,3.0,5.0,11.0,12.0,5.0,25.0,13.0,5.0,5.1,2.6,8.9,6.1,6.2,6.1,6.4,7.1,5.5,5.7,4.9,392.0,267.0,108.0,104.0,140.0,163.0,100.0,75.0,311.0,159.0,63.0,7931.0,6115.0,1399.0,1906.0,2127.0,3088.0,1863.0,1154.0,5978.0,2657.0,1416.0
2020-09-14,0.271182651,0.397560976,0.313897413,0.457711443,0.447925992,0.449182658,0.345934959,0.487829111,0.325375046,0.365687303,0.411625848,0.359022556,0.382022472,0.418461538,0.455604076,0.601049869,0.431069959,0.375478927,0.609427609,0.376010782,0.47099768,0.436936937,21.0,8.0,6.0,4.0,4.0,11.0,12.0,5.0,26.0,12.0,5.0,5.0,2.7,8.4,5.9,5.7,6.0,6.1,6.8,5.3,5.4,4.7,299.0,225.0,83.0,85.0,79.0,191.0,103.0,28.0,297.0,158.0,55.0,5647.0,9022.0,986.0,1570.0,1888.0,2726.0,1651.0,514.0,5103.0,2986.0,1687.0
2020-09-15,0.256725538,0.3828554,0.313073896,0.427605834,0.441360788,0.417910448,0.329674797,0.47242921,0.315722354,0.359041623,0.396030806,0.336779449,0.411985019,0.4,0.430858806,0.604986877,0.414609053,0.363984674,0.62962963,0.391168599,0.436968291,0.45045045,19.0,8.0,6.0,4.0,4.0,11.0,11.0,4.0,26.0,13.0,5.0,4.9,2.7,8.0,6.4,5.7,5.9,5.6,6.9,5.2,5.5,4.6,297.0,312.0,83.0,176.0,137.0,273.0,93.0,57.0,386.0,255.0,116.0,7134.0,11833.0,1257.0,1919.0,2051.0,4983.0,2246.0,976.0,7888.0,4442.0,2824.0
2020-09-16,0.245323795,0.364963504,0.313073896,0.394586895,0.411220531,0.387704335,0.303252033,0.453551913,0.290366473,0.325988108,0.373737374,0.338345865,0.447565543,0.416413374,0.41775837,0.603674541,0.384773663,0.337164751,0.63973064,0.383968113,0.408352668,0.424719101,19.0,8.0,6.0,4.0,5.0,12.0,12.0,3.0,26.0,12.0,5.0,4.9,2.6,8.0,6.7,5.7,5.7,5.9,6.6,5.3,5.5,4.9,349.0,354.0,126.0,176.0,127.0,258.0,153.0,104.0,437.0,219.0,132.0,7495.0,14509.0,1598.0,2105.0,2369.0,5474.0,2287.0,1542.0,8002.0,3621.0,2486.0
2020-09-17,0.230419554,0.358919903,0.314360771,0.381054131,0.390629663,0.366027008,0.286585366,0.450571287,0.26504065,0.29066107,0.345524829,0.30858396,0.417602996,0.440729483,0.459970888,0.578740157,0.396090535,0.318007663,0.643097643,0.371152155,0.37896365,0.412556054,20.0,8.0,6.0,4.0,5.0,13.0,13.0,4.0,26.0,13.0,4.0,5.0,2.7,7.5,6.7,5.6,5.7,5.6,6.9,5.3,5.5,4.7,537.0,320.0,135.0,107.0,95.0,320.0,111.0,115.0,393.0,231.0,187.0,11401.0,14903.0,1991.0,1792.0,2241.0,5949.0,2178.0,1863.0,8188.0,4879.0,3552.0
2020-09-18,0.221551531,0.354652925,0.309482002,0.389957265,0.383169203,0.376953125,0.279268293,0.466964729,0.253181695,0.279293459,0.349376114,0.311716792,0.38836773,0.446153846,0.470160116,0.551181102,0.394032922,0.310344828,0.616161616,0.345285525,0.391337974,0.431767338,18.0,9.0,5.0,4.0,5.0,13.0,11.0,4.0,25.0,13.0,4.0,4.7,2.8,7.3,7.1,5.3,5.6,5.7,6.7,4.6,5.4,4.9,475.0,282.0,295.0,247.0,283.0,324.0,208.0,145.0,645.0,302.0,127.0,11599.0,7583.0,3991.0,2935.0,6195.0,5487.0,3208.0,2369.0,19380.0,6073.0,2116.0
2020-09-19,0.233773008,0.360242792,0.315442147,0.410612536,0.398388541,0.393541519,0.282520325,0.480874317,0.268849206,0.295557887,0.361556744,0.316102757,0.39587242,0.430340557,0.486171761,0.530183727,0.406797116,0.293103448,0.602693603,0.348039216,0.399845321,0.478747204,18.0,8.0,5.0,3.0,5.0,13.0,10.0,3.0,24.0,13.0,4.0,4.7,2.6,7.3,7.3,5.1,5.5,5.7,6.0,4.6,5.5,5.1,527.0,221.0,132.0,117.0,129.0,237.0,115.0,37.0,415.0,249.0,108.0,9533.0,11096.0,1895.0,1668.0,2425.0,4455.0,1990.0,933.0,7587.0,3925.0,1393.0
2020-09-20,0.257098144,0.374810319,0.331569665,0.43482906,0.417785736,0.42641844,0.297560976,0.494773519,0.295485266,0.325288562,0.398219585,0.338972431,0.437148218,0.467692308,0.502183406,0.531496063,0.425773196,0.287356322,0.575757576,0.371018394,0.420726991,0.497767857,19.0,9.0,5.0,3.0,6.0,12.0,10.0,2.0,23.0,13.0,3.0,4.8,2.5,7.3,7.5,5.0,5.5,5.7,6.0,4.7,5.5,5.1,360.0,245.0,90.0,139.0,95.0,190.0,82.0,94.0,287.0,182.0,57.0,6596.0,10000.0,1214.0,2031.0,1573.0,3650.0,1672.0,1445.0,5247.0,2831.0,1221.0
2020-09-21,0.270213876,0.390909091,0.347922193,0.449074074,0.425544614,0.44858156,0.319512195,0.506222001,0.325758937,0.353270374,0.405509479,0.355576441,0.443820225,0.501519757,0.509461426,0.545931759,0.440660475,0.302681992,0.602693603,0.412264996,0.439288476,0.505567929,18.0,8.0,4.0,4.0,6.0,11.0,10.0,3.0,23.0,13.0,4.0,4.6,2.5,7.1,7.7,5.2,5.4,5.7,6.2,4.6,5.5,5.3,258.0,245.0,62.0,159.0,139.0,154.0,89.0,54.0,274.0,139.0,87.0,6942.0,7757.0,1103.0,2161.0,2345.0,2577.0,1431.0,706.0,5850.0,2916.0,1660.0
2020-09-22,0.261867501,0.377575758,0.356261023,0.436965812,0.400477469,0.441312057,0.329268293,0.496764559,0.315280637,0.332633788,0.38861021,0.360275689,0.406367041,0.577039275,0.518195051,0.538057743,0.44375645,0.323754789,0.61952862,0.419383653,0.430781129,0.468888889,20.0,10.0,5.0,4.0,6.0,11.0,11.0,3.0,22.0,11.0,4.0,4.6,2.5,7.1,7.6,5.0,5.3,5.7,6.3,4.5,5.3,5.3,231.0,283.0,106.0,139.0,89.0,207.0,79.0,83.0,260.0,178.0,91.0,6418.0,13713.0,1460.0,1646.0,1817.0,4193.0,2017.0,1158.0,5720.0,4057.0,2415.0
2020-09-23,0.237722632,0.35172832,0.375329236,0.413461538,0.376902417,0.412056738,0.31097561,0.482861401,0.284350464,0.300454704,0.353737493,0.350877193,0.335205993,0.592145015,0.508005822,0.519685039,0.42768595,0.33908046,0.62962963,0.381907308,0.407579273,0.426666667,20.0,10.0,5.0,5.0,6.0,11.0,10.0,3.0,23.0,12.0,4.0,4.6,2.4,6.9,7.7,4.9,5.4,5.5,6.2,4.4,5.3,5.1,394.0,290.0,105.0,219.0,142.0,286.0,149.0,90.0,468.0,240.0,102.0,8577.0,14396.0,1815.0,2385.0,3067.0,5576.0,2699.0,1566.0,9646.0,4224.0,2629.0
2020-09-24,0.228820505,0.324029126,0.393356643,0.381766382,0.36347359,0.392021277,0.28495935,0.462990561,0.260082084,0.270898916,0.322542672,0.324874687,0.333333333,0.607250755,0.497816594,0.492125984,0.408479835,0.331417625,0.636363636,0.33600713,0.383604022,0.388888889,20.0,9.0,5.0,5.0,6.0,10.0,9.0,3.0,23.0,12.0,5.0,4.4,2.4,6.9,7.9,4.8,5.3,5.4,5.9,4.5,5.3,5.5,464.0,237.0,196.0,233.0,144.0,301.0,128.0,76.0,535.0,297.0,249.0,11243.0,11805.0,2902.0,2943.0,3818.0,6093.0,2656.0,1615.0,11163.0,5768.0,3397.0
2020-09-25,0.22372048,0.31815422,0.404709987,0.366926899,0.367949866,0.394165777,0.262601626,0.476309227,0.24495039,0.266526758,0.330680813,0.313909774,0.353932584,0.538243626,0.483260553,0.472440945,0.395228216,0.316091954,0.643097643,0.30810093,0.378190255,0.38,20.0,9.0,4.0,6.0,6.0,10.0,10.0,3.0,23.0,11.0,5.0,4.5,2.2,7.1,8.0,5.0,5.3,5.2,6.0,5.1,5.4,5.8,518.0,292.0,246.0,240.0,154.0,286.0,139.0,74.0,578.0,287.0,187.0,11639.0,14014.0,2760.0,2837.0,2655.0,4964.0,2421.0,1040.0,10344.0,5285.0,2567.0
2020-09-26,0.234115456,0.330400485,0.376362843,0.372347949,0.373022978,0.409707352,0.267886179,0.493266833,0.250791696,0.276145505,0.349304939,0.310463659,0.4082397,0.461126005,0.470160116,0.480314961,0.406444906,0.291187739,0.609427609,0.319261214,0.392884764,0.393333333,21.0,9.0,4.0,7.0,6.0,10.0,12.0,4.0,24.0,11.0,5.0,4.4,2.2,7.2,8.3,4.8,5.4,5.2,6.0,5.1,5.4,5.6,447.0,235.0,156.0,232.0,72.0,297.0,119.0,60.0,431.0,255.0,87.0,9626.0,11744.0,2026.0,2377.0,1956.0,4682.0,2191.0,1332.0,7407.0,4061.0,1463.0
2020-09-27,0.240595903,0.365372953,0.340889276,0.400281889,0.382870785,0.42481203,0.27601626,0.495261845,0.257250175,0.295208115,0.375888626,0.304511278,0.445692884,0.404580153,0.477438137,0.484251969,0.434375,0.296934866,0.555555556,0.339886413,0.412993039,0.402222222,22.0,9.0,5.0,7.0,6.0,10.0,11.0,4.0,26.0,12.0,6.0,4.4,2.2,7.4,8.4,5.0,5.4,5.4,6.0,5.1,5.3,5.6,479.0,142.0,168.0,149.0,180.0,153.0,119.0,39.0,420.0,213.0,90.0,8390.0,5614.0,1959.0,2015.0,2753.0,3167.0,1914.0,529.0,7718.0,4056.0,1699.0
2020-09-28,0.260558659,0.396060606,0.327518535,0.406624383,0.396896449,0.436269245,0.286178862,0.495280676,0.266684137,0.324589017,0.376734573,0.320175439,0.475655431,0.382653061,0.500727802,0.494750656,0.447916667,0.310344828,0.528619529,0.358671909,0.439288476,0.46,25.0,9.0,5.0,7.0,6.0,11.0,11.0,4.0,23.0,12.0,6.0,4.6,2.1,7.5,8.2,4.9,5.2,5.2,5.9,5.1,5.4,5.5,374.0,159.0,99.0,109.0,119.0,142.0,93.0,52.0,304.0,180.0,83.0,7822.0,7259.0,1385.0,1824.0,2183.0,3201.0,1997.0,829.0,6669.0,3141.0,1923.0
2020-09-29,0.25698324,0.392727273,0.322875817,0.389711064,0.388839152,0.419700214,0.282926829,0.486338798,0.260569532,0.32301504,0.354185022,0.325501253,0.466292135,0.382653061,0.534206696,0.480314961,0.430944964,0.331417625,0.531986532,0.355176933,0.441608662,0.46,24.0,8.0,4.0,7.0,6.0,11.0,8.0,3.0,23.0,12.0,6.0,4.6,2.0,7.5,8.7,4.9,5.2,5.5,5.6,5.2,5.5,5.7,272.0,205.0,101.0,283.0,98.0,210.0,137.0,55.0,440.0,214.0,101.0,6406.0,14184.0,1344.0,2550.0,1944.0,4279.0,2307.0,1005.0,7812.0,4375.0,2226.0
2020-09-30,0.257057728,0.379090909,0.320697167,0.363284002,0.366159355,0.402170046,0.264227642,0.477284073,0.244456085,0.306575725,0.334209757,0.343984962,0.440074906,0.400510204,0.548762736,0.48031496,0.405797101,0.325670498,0.555555555,0.335954565,0.442382057,0.453333333,23.0,9.0,5.0,7.0,6.0,12.0,8.0,3.0,24.0,12.0,6.0,4.5,2.0,7.7,8.7,5.2,5.3,5.3,5.8,5.1,5.3,6.0,385.0,245.0,162.0,260.0,205.0,242.0,108.0,100.0,370.0,233.0,177.0,10120.0,12143.0,2361.0,2834.0,3332.0,4641.0,2296.0,1460.0,9334.0,4981.0,2860.0
