date,region,beds,icu
2020-06-13,North,0.47,0.53
2020-06-14,North,0.49,0.53
2020-06-15,North,0.52,0.57
2020-06-16,North,0.54,0.58
2020-06-17,North,0.54,0.59
2020-06-18,North,0.51,0.57
2020-06-19,North,0.49,0.57
2020-06-20,North,0.5,0.57
2020-06-21,North,0.52,0.61
2020-06-22,North,0.52,0.63
2020-06-23,North,0.49,0.63
2020-06-24,North,0.47,0.62
2020-06-25,North,0.45,0.62
2020-06-26,North,0.46,0.63
2020-06-27,North,0.48,0.65
2020-06-28,North,0.49,0.68
2020-06-29,North,0.5,0.68
2020-06-30,North,0.49,0.7
2020-07-01,North,0.5,0.69
2020-07-02,North,0.49,0.71
2020-07-03,North,0.51,0.69
2020-07-04,North,0.52,0.7
2020-07-05,North,0.54,0.66
2020-07-06,North,0.52,0.63
2020-07-07,North,0.48,0.59
2020-07-08,North,0.45,0.59
2020-07-09,North,0.43,0.59
2020-07-10,North,0.43,0.59
2020-07-11,North,0.46,0.59
2020-07-12,North,0.49,0.59
2020-07-13,North,0.5,0.6
2020-07-14,North,0.48,0.6
2020-07-15,North,0.44,0.59
2020-07-16,North,0.42,0.57
2020-07-17,North,0.42,0.55
2020-07-18,North,0.43,0.52
2020-07-19,North,0.45,0.53
2020-07-20,North,0.45,0.53
2020-07-21,North,0.44,0.54
2020-07-22,North,0.43,0.54
2020-07-23,North,0.42,0.53
2020-07-24,North,0.42,0.52
2020-07-25,North,0.46,0.52
2020-07-26,North,0.48,0.54
2020-07-27,North,0.49,0.58
2020-07-28,North,0.46,0.54
2020-07-29,North,0.45,0.52
2020-07-30,North,0.43,0.48
2020-07-31,North,0.44,0.48
2020-08-01,North,0.46,0.48
2020-08-02,North,0.5,0.54
2020-08-03,North,0.51,0.59
2020-08-04,North,0.5,0.62
2020-08-05,North,0.44,0.57
2020-08-06,North,0.4,0.53
2020-08-07,North,0.41,0.5
2020-08-08,North,0.44,0.54
2020-08-09,North,0.47,0.59
2020-08-10,North,0.47,0.65
2020-08-11,North,0.46,0.65
2020-08-12,North,0.43,0.6
2020-08-13,North,0.42,0.54
2020-08-14,North,0.42,0.48
2020-08-15,North,0.43,0.48
2020-08-16,North,0.44,0.49
2020-08-17,North,0.45,0.53
2020-08-18,North,0.44,0.54
2020-08-19,North,0.42,0.54
2020-08-20,North,0.42,0.53
2020-08-21,North,0.42,0.54
2020-08-22,North,0.42,0.53
2020-08-23,North,0.45,0.52
2020-08-24,North,0.48,0.52
2020-08-25,North,0.47,0.52
2020-08-26,North,0.45,0.52
2020-08-27,North,0.43,0.52
2020-08-28,North,0.43,0.51
2020-08-29,North,0.45,0.5
2020-08-30,North,0.46,0.47
2020-08-31,North,0.46,0.47
2020-09-01,North,0.45,0.47
2020-09-02,North,0.42,0.48
2020-09-03,North,0.41,0.49
2020-09-04,North,0.41,0.49
2020-09-05,North,0.42,0.5
2020-09-06,North,0.44,0.51
2020-09-07,North,0.45,0.52
2020-09-08,North,0.46,0.52
2020-09-09,North,0.45,0.48
2020-09-10,North,0.43,0.44
2020-09-11,North,0.41,0.43
2020-09-12,North,0.43,0.46
2020-09-13,North,0.46,0.49
2020-09-14,North,0.46,0.46
2020-09-15,North,0.43,0.43
2020-09-16,North,0.39,0.42
2020-09-17,North,0.38,0.46
2020-09-18,North,0.39,0.47
2020-09-19,North,0.41,0.49
2020-09-20,North,0.43,0.5
2020-09-21,North,0.45,0.51
2020-09-22,North,0.44,0.52
2020-09-23,North,0.41,0.51
2020-09-24,North,0.38,0.5
2020-09-25,North,0.37,0.48
2020-09-26,North,0.37,0.47
2020-09-27,North,0.4,0.48
2020-09-28,North,0.41,0.5
2020-09-29,North,0.39,0.53
2020-09-30,North,0.36,0.55
2020-10-01,North,0.37,0.55
2020-10-02,North,0.39,0.55
2020-10-03,North,0.42,0.56
2020-10-04,North,0.45,0.56
2020-10-05,North,0.45,0.55
2020-10-06,North,0.42,0.54
2020-10-07,North,0.39,0.48
2020-10-08,North,0.36,0.46
2020-10-09,North,0.36,0.46
2020-10-10,North,0.38,0.51
2020-10-11,North,0.4,0.51
2020-10-12,North,0.4,0.49
2020-10-13,North,0.37,0.43
2020-10-14,North,0.34,0.4
2020-10-15,North,0.31,0.39
2020-10-16,North,0.33,0.42
2020-10-17,North,0.36,0.47
2020-10-18,North,0.39,0.48
2020-10-19,North,0.42,0.5
2020-10-20,North,0.41,0.48
2020-10-21,North,0.39,0.45
2020-10-22,North,0.36,0.41
2020-10-23,North,0.35,0.36
2020-10-24,North,0.35,0.37
2020-10-25,North,0.37,0.4
2020-10-26,North,0.37,0.42
2020-10-27,North,0.36,0.41
2020-10-28,North,0.32,0.38
2020-10-29,North,0.31,0.36
2020-10-30,North,0.33,0.36
2020-10-31,North,0.35,0.37
2020-11-01,North,0.36,0.38
2020-11-02,North,0.35,0.38
2020-11-03,North,0.33,0.38
2020-11-04,North,0.31,0.36
2020-11-05,North,0.3,0.36
2020-11-06,North,0.31,0.35
2020-11-07,North,0.32,0.38
2020-11-08,North,0.31,0.39
2020-11-09,North,0.3,0.39
2020-11-10,North,0.28,0.37
2020-11-11,North,0.26,0.36
2020-11-12,North,0.26,0.34
2020-11-13,North,0.28,0.34
2020-11-14,North,0.31,0.35
2020-11-15,North,0.34,0.38
2020-11-16,North,0.35,0.36
2020-11-17,North,0.34,0.37
2020-11-18,North,0.32,0.35
2020-11-19,North,0.29,0.3
2020-11-20,North,0.28,0.25
2020-11-21,North,0.26,0.23
2020-11-22,North,0.28,0.24
2020-11-23,North,0.27,0.26
2020-11-24,North,0.27,0.26
2020-11-25,North,0.23,0.24
2020-11-26,North,0.24,0.25
2020-11-27,North,0.24,0.23
2020-11-28,North,0.27,0.25
2020-11-29,North,0.27,0.23
2020-11-30,North,0.25,0.22
2020-12-01,North,0.23,0.2
2020-12-02,North,0.21,0.2
2020-12-03,North,0.24,0.22
2020-12-04,North,0.26,0.22
2020-12-05,North,0.27,0.22
2020-12-06,North,0.27,0.22
2020-12-07,North,0.26,0.23
2020-12-08,North,0.24,0.22
2020-12-09,North,0.24,0.21
2020-12-10,North,0.25,0.19
2020-12-11,North,0.27,0.19
2020-12-12,North,0.28,0.19
2020-12-13,North,0.29,0.21
2020-12-14,North,0.28,0.23
2020-12-15,North,0.26,0.25
2020-12-16,North,0.25,0.24
2020-12-17,North,0.25,0.23
2020-12-18,North,0.25,0.22
2020-12-19,North,0.25,0.23
2020-12-20,North,0.27,0.25
2020-12-21,North,0.27,0.26
2020-12-22,North,0.26,0.25
2020-12-23,North,0.24,0.23
2020-12-24,North,0.25,0.22
2020-12-25,North,0.3,0.24
2020-12-26,North,0.32,0.26
2020-12-27,North,0.34,0.28
2020-12-28,North,0.32,0.27
2020-12-29,North,0.29,0.26
2020-12-30,North,0.27,0.23
2020-12-31,North,0.27,0.23
2021-01-01,North,0.31,0.23
2021-01-02,North,0.31,0.24
2021-01-03,North,0.29,0.26
2021-01-04,North,0.26,0.28
2021-01-05,North,0.25,0.29
2021-01-06,North,0.22,0.28
2021-01-07,North,0.21,0.25
2021-01-08,North,0.22,0.24
2021-01-09,North,0.25,0.21
2021-01-10,North,0.28,0.23
2021-01-11,North,0.28,0.25
2021-01-12,North,0.28,0.27
2021-01-13,North,0.26,0.25
2021-01-14,North,0.24,0.22
2021-01-15,North,0.26,0.24
2021-01-16,North,0.26,0.25
2021-01-17,North,0.27,0.25
2021-01-18,North,0.27,0.25
2021-01-19,North,0.27,0.26
2021-01-20,North,0.27,0.27
2021-01-21,North,0.28,0.28
2021-01-22,North,0.29,0.29
2021-01-23,North,0.29,0.3
2020-06-13,North-Central,0.47,0.49
2020-06-14,North-Central,0.48,0.49
2020-06-15,North-Central,0.49,0.52
2020-06-16,North-Central,0.48,0.56
2020-06-17,North-Central,0.46,0.55
2020-06-18,North-Central,0.44,0.53
2020-06-19,North-Central,0.43,0.52
2020-06-20,North-Central,0.43,0.53
2020-06-21,North-Central,0.44,0.55
2020-06-22,North-Central,0.46,0.58
2020-06-23,North-Central,0.46,0.57
2020-06-24,North-Central,0.45,0.56
2020-06-25,North-Central,0.44,0.51
2020-06-26,North-Central,0.44,0.5
2020-06-27,North-Central,0.44,0.48
2020-06-28,North-Central,0.45,0.49
2020-06-29,North-Central,0.45,0.47
2020-06-30,North-Central,0.45,0.47
2020-07-01,North-Central,0.43,0.47
2020-07-02,North-Central,0.42,0.5
2020-07-03,North-Central,0.42,0.5
2020-07-04,North-Central,0.44,0.51
2020-07-05,North-Central,0.46,0.49
2020-07-06,North-Central,0.49,0.47
2020-07-07,North-Central,0.47,0.45
2020-07-08,North-Central,0.43,0.42
2020-07-09,North-Central,0.39,0.43
2020-07-10,North-Central,0.4,0.45
2020-07-11,North-Central,0.42,0.49
2020-07-12,North-Central,0.44,0.52
2020-07-13,North-Central,0.45,0.51
2020-07-14,North-Central,0.44,0.49
2020-07-15,North-Central,0.42,0.46
2020-07-16,North-Central,0.39,0.43
2020-07-17,North-Central,0.37,0.46
2020-07-18,North-Central,0.38,0.49
2020-07-19,North-Central,0.4,0.52
2020-07-20,North-Central,0.42,0.5
2020-07-21,North-Central,0.42,0.49
2020-07-22,North-Central,0.39,0.48
2020-07-23,North-Central,0.37,0.48
2020-07-24,North-Central,0.37,0.47
2020-07-25,North-Central,0.41,0.47
2020-07-26,North-Central,0.43,0.48
2020-07-27,North-Central,0.45,0.49
2020-07-28,North-Central,0.44,0.49
2020-07-29,North-Central,0.42,0.49
2020-07-30,North-Central,0.39,0.49
2020-07-31,North-Central,0.4,0.49
2020-08-01,North-Central,0.42,0.48
2020-08-02,North-Central,0.45,0.48
2020-08-03,North-Central,0.46,0.49
2020-08-04,North-Central,0.44,0.48
2020-08-05,North-Central,0.42,0.45
2020-08-06,North-Central,0.42,0.43
2020-08-07,North-Central,0.42,0.44
2020-08-08,North-Central,0.42,0.47
2020-08-09,North-Central,0.42,0.49
2020-08-10,North-Central,0.42,0.5
2020-08-11,North-Central,0.41,0.49
2020-08-12,North-Central,0.4,0.46
2020-08-13,North-Central,0.4,0.44
2020-08-14,North-Central,0.41,0.44
2020-08-15,North-Central,0.41,0.45
2020-08-16,North-Central,0.44,0.46
2020-08-17,North-Central,0.44,0.46
2020-08-18,North-Central,0.43,0.46
2020-08-19,North-Central,0.39,0.43
2020-08-20,North-Central,0.36,0.41
2020-08-21,North-Central,0.36,0.41
2020-08-22,North-Central,0.35,0.43
2020-08-23,North-Central,0.35,0.44
2020-08-24,North-Central,0.35,0.45
2020-08-25,North-Central,0.36,0.44
2020-08-26,North-Central,0.36,0.44
2020-08-27,North-Central,0.38,0.43
2020-08-28,North-Central,0.38,0.43
2020-08-29,North-Central,0.41,0.43
2020-08-30,North-Central,0.43,0.44
2020-08-31,North-Central,0.46,0.45
2020-09-01,North-Central,0.46,0.42
2020-09-02,North-Central,0.43,0.41
2020-09-03,North-Central,0.4,0.4
2020-09-04,North-Central,0.39,0.41
2020-09-05,North-Central,0.41,0.41
2020-09-06,North-Central,0.44,0.43
2020-09-07,North-Central,0.47,0.46
2020-09-08,North-Central,0.48,0.46
2020-09-09,North-Central,0.46,0.46
2020-09-10,North-Central,0.43,0.44
2020-09-11,North-Central,0.41,0.44
2020-09-12,North-Central,0.42,0.44
2020-09-13,North-Central,0.44,0.46
2020-09-14,North-Central,0.45,0.43
2020-09-15,North-Central,0.42,0.41
2020-09-16,North-Central,0.39,0.38
2020-09-17,North-Central,0.37,0.4
2020-09-18,North-Central,0.38,0.39
2020-09-19,North-Central,0.39,0.41
2020-09-20,North-Central,0.43,0.43
2020-09-21,North-Central,0.45,0.44
2020-09-22,North-Central,0.44,0.44
2020-09-23,North-Central,0.41,0.43
2020-09-24,North-Central,0.39,0.41
2020-09-25,North-Central,0.39,0.4
2020-09-26,North-Central,0.41,0.41
2020-09-27,North-Central,0.42,0.43
2020-09-28,North-Central,0.44,0.45
2020-09-29,North-Central,0.42,0.43
2020-09-30,North-Central,0.4,0.41
2020-10-01,North-Central,0.39,0.39
2020-10-02,North-Central,0.39,0.4
2020-10-03,North-Central,0.4,0.42
2020-10-04,North-Central,0.43,0.45
2020-10-05,North-Central,0.45,0.46
2020-10-06,North-Central,0.43,0.44
2020-10-07,North-Central,0.39,0.4
2020-10-08,North-Central,0.36,0.39
2020-10-09,North-Central,0.35,0.38
2020-10-10,North-Central,0.37,0.39
2020-10-11,North-Central,0.38,0.4
2020-10-12,North-Central,0.39,0.42
2020-10-13,North-Central,0.38,0.42
2020-10-14,North-Central,0.36,0.41
2020-10-15,North-Central,0.34,0.39
2020-10-16,North-Central,0.34,0.38
2020-10-17,North-Central,0.35,0.39
2020-10-18,North-Central,0.39,0.4
2020-10-19,North-Central,0.42,0.41
2020-10-20,North-Central,0.42,0.41
2020-10-21,North-Central,0.4,0.39
2020-10-22,North-Central,0.38,0.41
2020-10-23,North-Central,0.38,0.4
2020-10-24,North-Central,0.38,0.41
2020-10-25,North-Central,0.39,0.39
2020-10-26,North-Central,0.4,0.39
2020-10-27,North-Central,0.39,0.38
2020-10-28,North-Central,0.36,0.37
2020-10-29,North-Central,0.34,0.37
2020-10-30,North-Central,0.35,0.38
2020-10-31,North-Central,0.36,0.39
2020-11-01,North-Central,0.4,0.4
2020-11-02,North-Central,0.43,0.39
2020-11-03,North-Central,0.44,0.39
2020-11-04,North-Central,0.42,0.37
2020-11-05,North-Central,0.39,0.36
2020-11-06,North-Central,0.37,0.36
2020-11-07,North-Central,0.36,0.36
2020-11-08,North-Central,0.37,0.35
2020-11-09,North-Central,0.36,0.33
2020-11-10,North-Central,0.34,0.32
2020-11-11,North-Central,0.31,0.31
2020-11-12,North-Central,0.33,0.31
2020-11-13,North-Central,0.33,0.31
2020-11-14,North-Central,0.35,0.32
2020-11-15,North-Central,0.37,0.35
2020-11-16,North-Central,0.38,0.36
2020-11-17,North-Central,0.36,0.36
2020-11-18,North-Central,0.35,0.35
2020-11-19,North-Central,0.3,0.31
2020-11-20,North-Central,0.29,0.26
2020-11-21,North-Central,0.28,0.2
2020-11-22,North-Central,0.33,0.23
2020-11-23,North-Central,0.33,0.24
2020-11-24,North-Central,0.31,0.25
2020-11-25,North-Central,0.26,0.22
2020-11-26,North-Central,0.24,0.19
2020-11-27,North-Central,0.23,0.17
2020-11-28,North-Central,0.25,0.18
2020-11-29,North-Central,0.25,0.2
2020-11-30,North-Central,0.25,0.2
2020-12-01,North-Central,0.24,0.18
2020-12-02,North-Central,0.22,0.16
2020-12-03,North-Central,0.21,0.14
2020-12-04,North-Central,0.22,0.13
2020-12-05,North-Central,0.21,0.14
2020-12-06,North-Central,0.22,0.15
2020-12-07,North-Central,0.21,0.16
2020-12-08,North-Central,0.21,0.16
2020-12-09,North-Central,0.21,0.15
2020-12-10,North-Central,0.2,0.14
2020-12-11,North-Central,0.21,0.15
2020-12-12,North-Central,0.21,0.15
2020-12-13,North-Central,0.23,0.17
2020-12-14,North-Central,0.24,0.19
2020-12-15,North-Central,0.24,0.2
2020-12-16,North-Central,0.25,0.2
2020-12-17,North-Central,0.25,0.19
2020-12-18,North-Central,0.24,0.2
2020-12-19,North-Central,0.24,0.2
2020-12-20,North-Central,0.24,0.2
2020-12-21,North-Central,0.26,0.19
2020-12-22,North-Central,0.27,0.19
2020-12-23,North-Central,0.27,0.18
2020-12-24,North-Central,0.26,0.19
2020-12-25,North-Central,0.27,0.21
2020-12-26,North-Central,0.29,0.23
2020-12-27,North-Central,0.31,0.23
2020-12-28,North-Central,0.31,0.22
2020-12-29,North-Central,0.28,0.22
2020-12-30,North-Central,0.26,0.23
2020-12-31,North-Central,0.25,0.23
2021-01-01,North-Central,0.26,0.24
2021-01-02,North-Central,0.26,0.21
2021-01-03,North-Central,0.27,0.2
2021-01-04,North-Central,0.27,0.2
2021-01-05,North-Central,0.25,0.21
2021-01-06,North-Central,0.24,0.23
2021-01-07,North-Central,0.22,0.24
2021-01-08,North-Central,0.23,0.24
2021-01-09,North-Central,0.24,0.25
2021-01-10,North-Central,0.25,0.26
2021-01-11,North-Central,0.27,0.25
2021-01-12,North-Central,0.26,0.25
2021-01-13,North-Central,0.26,0.23
2021-01-14,North-Central,0.25,0.23
2021-01-15,North-Central,0.25,0.24
2021-01-16,North-Central,0.26,0.24
2021-01-17,North-Central,0.27,0.25
2021-01-18,North-Central,0.27,0.26
2021-01-19,North-Central,0.27,0.28
2021-01-20,North-Central,0.27,0.29
2021-01-21,North-Central,0.27,0.3
2021-01-22,North-Central,0.28,0.3
2021-01-23,North-Central,0.27,0.31
2020-06-13,West-Central,0.42,0.55
2020-06-14,West-Central,0.45,0.55
2020-06-15,West-Central,0.46,0.56
2020-06-16,West-Central,0.44,0.57
2020-06-17,West-Central,0.43,0.55
2020-06-18,West-Central,0.42,0.54
2020-06-19,West-Central,0.41,0.51
2020-06-20,West-Central,0.42,0.55
2020-06-21,West-Central,0.44,0.59
2020-06-22,West-Central,0.45,0.59
2020-06-23,West-Central,0.43,0.54
2020-06-24,West-Central,0.4,0.5
2020-06-25,West-Central,0.37,0.49
2020-06-26,West-Central,0.37,0.51
2020-06-27,West-Central,0.38,0.55
2020-06-28,West-Central,0.41,0.6
2020-06-29,West-Central,0.42,0.62
2020-06-30,West-Central,0.42,0.64
2020-07-01,West-Central,0.41,0.64
2020-07-02,West-Central,0.41,0.59
2020-07-03,West-Central,0.42,0.54
2020-07-04,West-Central,0.44,0.49
2020-07-05,West-Central,0.45,0.52
2020-07-06,West-Central,0.45,0.54
2020-07-07,West-Central,0.42,0.51
2020-07-08,West-Central,0.39,0.49
2020-07-09,West-Central,0.37,0.46
2020-07-10,West-Central,0.38,0.45
2020-07-11,West-Central,0.39,0.45
2020-07-12,West-Central,0.4,0.41
2020-07-13,West-Central,0.4,0.41
2020-07-14,West-Central,0.38,0.41
2020-07-15,West-Central,0.36,0.43
2020-07-16,West-Central,0.35,0.41
2020-07-17,West-Central,0.35,0.39
2020-07-18,West-Central,0.37,0.37
2020-07-19,West-Central,0.39,0.36
2020-07-20,West-Central,0.4,0.37
2020-07-21,West-Central,0.39,0.37
2020-07-22,West-Central,0.39,0.4
2020-07-23,West-Central,0.39,0.44
2020-07-24,West-Central,0.39,0.46
2020-07-25,West-Central,0.38,0.48
2020-07-26,West-Central,0.4,0.46
2020-07-27,West-Central,0.42,0.51
2020-07-28,West-Central,0.42,0.52
2020-07-29,West-Central,0.4,0.55
2020-07-30,West-Central,0.39,0.51
2020-07-31,West-Central,0.39,0.49
2020-08-01,West-Central,0.42,0.47
2020-08-02,West-Central,0.44,0.48
2020-08-03,West-Central,0.44,0.48
2020-08-04,West-Central,0.41,0.47
2020-08-05,West-Central,0.39,0.46
2020-08-06,West-Central,0.39,0.47
2020-08-07,West-Central,0.4,0.49
2020-08-08,West-Central,0.39,0.51
2020-08-09,West-Central,0.39,0.54
2020-08-10,West-Central,0.39,0.53
2020-08-11,West-Central,0.38,0.49
2020-08-12,West-Central,0.36,0.43
2020-08-13,West-Central,0.35,0.4
2020-08-14,West-Central,0.36,0.41
2020-08-15,West-Central,0.37,0.43
2020-08-16,West-Central,0.39,0.46
2020-08-17,West-Central,0.4,0.46
2020-08-18,West-Central,0.38,0.45
2020-08-19,West-Central,0.35,0.45
2020-08-20,West-Central,0.34,0.43
2020-08-21,West-Central,0.36,0.43
2020-08-22,West-Central,0.35,0.42
2020-08-23,West-Central,0.37,0.41
2020-08-24,West-Central,0.37,0.42
2020-08-25,West-Central,0.38,0.38
2020-08-26,West-Central,0.35,0.36
2020-08-27,West-Central,0.35,0.36
2020-08-28,West-Central,0.36,0.37
2020-08-29,West-Central,0.38,0.37
2020-08-30,West-Central,0.38,0.36
2020-08-31,West-Central,0.38,0.37
2020-09-01,West-Central,0.37,0.37
2020-09-02,West-Central,0.36,0.37
2020-09-03,West-Central,0.35,0.35
2020-09-04,West-Central,0.35,0.36
2020-09-05,West-Central,0.36,0.38
2020-09-06,West-Central,0.38,0.44
2020-09-07,West-Central,0.4,0.46
2020-09-08,West-Central,0.4,0.46
2020-09-09,West-Central,0.39,0.41
2020-09-10,West-Central,0.36,0.4
2020-09-11,West-Central,0.36,0.38
2020-09-12,West-Central,0.38,0.39
2020-09-13,West-Central,0.4,0.4
2020-09-14,West-Central,0.41,0.44
2020-09-15,West-Central,0.4,0.45
2020-09-16,West-Central,0.37,0.42
2020-09-17,West-Central,0.35,0.41
2020-09-18,West-Central,0.35,0.43
2020-09-19,West-Central,0.36,0.48
2020-09-20,West-Central,0.4,0.5
2020-09-21,West-Central,0.41,0.51
2020-09-22,West-Central,0.39,0.47
2020-09-23,West-Central,0.35,0.43
2020-09-24,West-Central,0.32,0.39
2020-09-25,West-Central,0.33,0.38
2020-09-26,West-Central,0.35,0.39
2020-09-27,West-Central,0.38,0.4
2020-09-28,West-Central,0.38,0.46
2020-09-29,West-Central,0.35,0.46
2020-09-30,West-Central,0.33,0.45
2020-10-01,West-Central,0.32,0.42
2020-10-02,West-Central,0.34,0.41
2020-10-03,West-Central,0.36,0.42
2020-10-04,West-Central,0.38,0.44
2020-10-05,West-Central,0.38,0.46
2020-10-06,West-Central,0.36,0.44
2020-10-07,West-Central,0.34,0.41
2020-10-08,West-Central,0.32,0.36
2020-10-09,West-Central,0.34,0.35
2020-10-10,West-Central,0.37,0.35
2020-10-11,West-Central,0.39,0.36
2020-10-12,West-Central,0.4,0.38
2020-10-13,West-Central,0.38,0.38
2020-10-14,West-Central,0.36,0.36
2020-10-15,West-Central,0.34,0.35
2020-10-16,West-Central,0.33,0.32
2020-10-17,West-Central,0.33,0.32
2020-10-18,West-Central,0.34,0.31
2020-10-19,West-Central,0.34,0.33
2020-10-20,West-Central,0.33,0.33
2020-10-21,West-Central,0.31,0.28
2020-10-22,West-Central,0.3,0.25
2020-10-23,West-Central,0.3,0.24
2020-10-24,West-Central,0.32,0.25
2020-10-25,West-Central,0.34,0.27
2020-10-26,West-Central,0.35,0.3
2020-10-27,West-Central,0.34,0.3
2020-10-28,West-Central,0.33,0.27
2020-10-29,West-Central,0.31,0.25
2020-10-30,West-Central,0.31,0.25
2020-10-31,West-Central,0.32,0.27
2020-11-01,West-Central,0.34,0.3
2020-11-02,West-Central,0.36,0.33
2020-11-03,West-Central,0.36,0.34
2020-11-04,West-Central,0.34,0.35
2020-11-05,West-Central,0.32,0.34
2020-11-06,West-Central,0.31,0.33
2020-11-07,West-Central,0.32,0.3
2020-11-08,West-Central,0.34,0.3
2020-11-09,West-Central,0.34,0.3
2020-11-10,West-Central,0.32,0.28
2020-11-11,West-Central,0.29,0.27
2020-11-12,West-Central,0.27,0.26
2020-11-13,West-Central,0.27,0.24
2020-11-14,West-Central,0.29,0.22
2020-11-15,West-Central,0.31,0.21
2020-11-16,West-Central,0.34,0.22
2020-11-17,West-Central,0.33,0.24
2020-11-18,West-Central,0.32,0.23
2020-11-19,West-Central,0.3,0.22
2020-11-20,West-Central,0.28,0.2
2020-11-21,West-Central,0.27,0.17
2020-11-22,West-Central,0.24,0.16
2020-11-23,West-Central,0.22,0.16
2020-11-24,West-Central,0.21,0.17
2020-11-25,West-Central,0.23,0.15
2020-11-26,West-Central,0.27,0.15
2020-11-27,West-Central,0.28,0.13
2020-11-28,West-Central,0.28,0.14
2020-11-29,West-Central,0.26,0.14
2020-11-30,West-Central,0.24,0.14
2020-12-01,West-Central,0.23,0.14
2020-12-02,West-Central,0.22,0.11
2020-12-03,West-Central,0.22,0.11
2020-12-04,West-Central,0.23,0.1
2020-12-05,West-Central,0.25,0.12
2020-12-06,West-Central,0.26,0.14
2020-12-07,West-Central,0.25,0.15
2020-12-08,West-Central,0.22,0.14
2020-12-09,West-Central,0.21,0.12
2020-12-10,West-Central,0.22,0.13
2020-12-11,West-Central,0.23,0.12
2020-12-12,West-Central,0.24,0.15
2020-12-13,West-Central,0.26,0.18
2020-12-14,West-Central,0.26,0.19
2020-12-15,West-Central,0.25,0.19
2020-12-16,West-Central,0.23,0.16
2020-12-17,West-Central,0.23,0.16
2020-12-18,West-Central,0.23,0.16
