date,region,beds,icu
2020-12-19,West-Central,0.24,0.14
2020-12-20,West-Central,0.25,0.15
2020-12-21,West-Central,0.25,0.17
2020-12-22,West-Central,0.23,0.18
2020-12-23,West-Central,0.22,0.16
2020-12-24,West-Central,0.23,0.14
2020-12-25,West-Central,0.28,0.16
2020-12-26,West-Central,0.29,0.17
2020-12-27,West-Central,0.28,0.19
2020-12-28,West-Central,0.24,0.22
2020-12-29,West-Central,0.22,0.25
2020-12-30,West-Central,0.22,0.27
2020-12-31,West-Central,0.23,0.25
2021-01-01,West-Central,0.26,0.25
2021-01-02,West-Central,0.27,0.25
2021-01-03,West-Central,0.27,0.26
2021-01-04,West-Central,0.24,0.22
2021-01-05,West-Central,0.23,0.21
2021-01-06,West-Central,0.2,0.19
2021-01-07,West-Central,0.2,0.22
2021-01-08,West-Central,0.21,0.21
2021-01-09,West-Central,0.23,0.22
2021-01-10,West-Central,0.24,0.24
2021-01-11,West-Central,0.23,0.26
2021-01-12,West-Central,0.22,0.26
2021-01-13,West-Central,0.2,0.23
2021-01-14,West-Central,0.19,0.2
2021-01-15,West-Central,0.21,0.23
2021-01-16,West-Central,0.22,0.21
2021-01-17,West-Central,0.23,0.21
2021-01-18,West-Central,0.24,0.21
2021-01-19,West-Central,0.25,0.22
2021-01-20,West-Central,0.25,0.23
2021-01-21,West-Central,0.27,0.24
2021-01-22,West-Central,0.27,0.26
2021-01-23,West-Central,0.27,0.27
2020-06-13,Metro East,0.41,0.48
2020-06-14,Metro East,0.43,0.51
2020-06-15,Metro East,0.42,0.49
2020-06-16,Metro East,0.39,0.46
2020-06-17,Metro East,0.38,0.45
2020-06-18,Metro East,0.37,0.44
2020-06-19,Metro East,0.39,0.5
2020-06-20,Metro East,0.37,0.53
2020-06-21,Metro East,0.37,0.53
2020-06-22,Metro East,0.35,0.51
2020-06-23,Metro East,0.36,0.52
2020-06-24,Metro East,0.34,0.49
2020-06-25,Metro East,0.34,0.5
2020-06-26,Metro East,0.36,0.5
2020-06-27,Metro East,0.4,0.55
2020-06-28,Metro East,0.44,0.56
2020-06-29,Metro East,0.43,0.54
2020-06-30,Metro East,0.4,0.48
2020-07-01,Metro East,0.36,0.42
2020-07-02,Metro East,0.36,0.42
2020-07-03,Metro East,0.36,0.43
2020-07-04,Metro East,0.37,0.43
2020-07-05,Metro East,0.38,0.4
2020-07-06,Metro East,0.36,0.41
2020-07-07,Metro East,0.36,0.45
2020-07-08,Metro East,0.36,0.5
2020-07-09,Metro East,0.37,0.52
2020-07-10,Metro East,0.36,0.48
2020-07-11,Metro East,0.35,0.45
2020-07-12,Metro East,0.35,0.39
2020-07-13,Metro East,0.36,0.44
2020-07-14,Metro East,0.34,0.47
2020-07-15,Metro East,0.33,0.54
2020-07-16,Metro East,0.31,0.48
2020-07-17,Metro East,0.31,0.43
2020-07-18,Metro East,0.33,0.41
2020-07-19,Metro East,0.37,0.47
2020-07-20,Metro East,0.42,0.52
2020-07-21,Metro East,0.4,0.52
2020-07-22,Metro East,0.37,0.47
2020-07-23,Metro East,0.33,0.46
2020-07-24,Metro East,0.32,0.44
2020-07-25,Metro East,0.33,0.46
2020-07-26,Metro East,0.33,0.43
2020-07-27,Metro East,0.33,0.41
2020-07-28,Metro East,0.32,0.39
2020-07-29,Metro East,0.34,0.41
2020-07-30,Metro East,0.34,0.43
2020-07-31,Metro East,0.34,0.49
2020-08-01,Metro East,0.34,0.48
2020-08-02,Metro East,0.34,0.51
2020-08-03,Metro East,0.32,0.51
2020-08-04,Metro East,0.31,0.5
2020-08-05,Metro East,0.31,0.45
2020-08-06,Metro East,0.31,0.45
2020-08-07,Metro East,0.32,0.46
2020-08-08,Metro East,0.31,0.49
2020-08-09,Metro East,0.31,0.45
2020-08-10,Metro East,0.32,0.44
2020-08-11,Metro East,0.31,0.44
2020-08-12,Metro East,0.29,0.42
2020-08-13,Metro East,0.29,0.42
2020-08-14,Metro East,0.29,0.42
2020-08-15,Metro East,0.32,0.43
2020-08-16,Metro East,0.33,0.41
2020-08-17,Metro East,0.35,0.45
2020-08-18,Metro East,0.33,0.43
2020-08-19,Metro East,0.31,0.41
2020-08-20,Metro East,0.31,0.36
2020-08-21,Metro East,0.31,0.4
2020-08-22,Metro East,0.32,0.42
2020-08-23,Metro East,0.3,0.41
2020-08-24,Metro East,0.28,0.41
2020-08-25,Metro East,0.27,0.4
2020-08-26,Metro East,0.28,0.4
2020-08-27,Metro East,0.29,0.37
2020-08-28,Metro East,0.3,0.41
2020-08-29,Metro East,0.3,0.41
2020-08-30,Metro East,0.3,0.4
2020-08-31,Metro East,0.29,0.38
2020-09-01,Metro East,0.3,0.44
2020-09-02,Metro East,0.3,0.47
2020-09-03,Metro East,0.31,0.49
2020-09-04,Metro East,0.3,0.44
2020-09-05,Metro East,0.3,0.4
2020-09-06,Metro East,0.29,0.39
2020-09-07,Metro East,0.3,0.41
2020-09-08,Metro East,0.31,0.41
2020-09-09,Metro East,0.31,0.39
2020-09-10,Metro East,0.3,0.38
2020-09-11,Metro East,0.3,0.4
2020-09-12,Metro East,0.31,0.43
2020-09-13,Metro East,0.32,0.44
2020-09-14,Metro East,0.31,0.42
2020-09-15,Metro East,0.31,0.4
2020-09-16,Metro East,0.31,0.42
2020-09-17,Metro East,0.31,0.44
2020-09-18,Metro East,0.31,0.45
2020-09-19,Metro East,0.32,0.43
2020-09-20,Metro East,0.33,0.47
2020-09-21,Metro East,0.35,0.5
2020-09-22,Metro East,0.36,0.58
2020-09-23,Metro East,0.38,0.59
2020-09-24,Metro East,0.39,0.61
2020-09-25,Metro East,0.4,0.54
2020-09-26,Metro East,0.38,0.46
2020-09-27,Metro East,0.34,0.4
2020-09-28,Metro East,0.33,0.38
2020-09-29,Metro East,0.32,0.38
2020-09-30,Metro East,0.32,0.4
2020-10-01,Metro East,0.3,0.38
2020-10-02,Metro East,0.32,0.42
2020-10-03,Metro East,0.35,0.43
2020-10-04,Metro East,0.36,0.46
2020-10-05,Metro East,0.36,0.5
2020-10-06,Metro East,0.33,0.48
2020-10-07,Metro East,0.31,0.51
2020-10-08,Metro East,0.27,0.43
2020-10-09,Metro East,0.26,0.46
2020-10-10,Metro East,0.24,0.39
2020-10-11,Metro East,0.23,0.38
2020-10-12,Metro East,0.24,0.39
2020-10-13,Metro East,0.27,0.44
2020-10-14,Metro East,0.29,0.48
2020-10-15,Metro East,0.27,0.44
2020-10-16,Metro East,0.27,0.45
2020-10-17,Metro East,0.24,0.42
2020-10-18,Metro East,0.25,0.45
2020-10-19,Metro East,0.27,0.46
2020-10-20,Metro East,0.31,0.49
2020-10-21,Metro East,0.32,0.52
2020-10-22,Metro East,0.31,0.51
2020-10-23,Metro East,0.28,0.52
2020-10-24,Metro East,0.27,0.44
2020-10-25,Metro East,0.26,0.37
2020-10-26,Metro East,0.28,0.37
2020-10-27,Metro East,0.28,0.4
2020-10-28,Metro East,0.28,0.41
2020-10-29,Metro East,0.26,0.41
2020-10-30,Metro East,0.28,0.45
2020-10-31,Metro East,0.28,0.43
2020-11-01,Metro East,0.27,0.38
2020-11-02,Metro East,0.26,0.36
2020-11-03,Metro East,0.27,0.36
2020-11-04,Metro East,0.29,0.39
2020-11-05,Metro East,0.29,0.37
2020-11-06,Metro East,0.3,0.41
2020-11-07,Metro East,0.3,0.39
2020-11-08,Metro East,0.3,0.39
2020-11-09,Metro East,0.28,0.35
2020-11-10,Metro East,0.24,0.36
2020-11-11,Metro East,0.22,0.35
2020-11-12,Metro East,0.22,0.37
2020-11-13,Metro East,0.23,0.35
2020-11-14,Metro East,0.25,0.34
2020-11-15,Metro East,0.22,0.28
2020-11-16,Metro East,0.2,0.27
2020-11-17,Metro East,0.16,0.25
2020-11-18,Metro East,0.15,0.24
2020-11-19,Metro East,0.15,0.22
2020-11-20,Metro East,0.16,0.23
2020-11-21,Metro East,0.16,0.21
2020-11-22,Metro East,0.17,0.21
2020-11-23,Metro East,0.17,0.19
2020-11-24,Metro East,0.17,0.18
2020-11-25,Metro East,0.16,0.17
2020-11-26,Metro East,0.13,0.17
2020-11-27,Metro East,0.13,0.18
2020-11-28,Metro East,0.14,0.19
2020-11-29,Metro East,0.16,0.18
2020-11-30,Metro East,0.16,0.17
2020-12-01,Metro East,0.15,0.16
2020-12-02,Metro East,0.14,0.16
2020-12-03,Metro East,0.14,0.18
2020-12-04,Metro East,0.14,0.18
2020-12-05,Metro East,0.16,0.19
2020-12-06,Metro East,0.18,0.2
2020-12-07,Metro East,0.17,0.2
2020-12-08,Metro East,0.16,0.19
2020-12-09,Metro East,0.14,0.17
2020-12-10,Metro East,0.13,0.14
2020-12-11,Metro East,0.13,0.14
2020-12-12,Metro East,0.13,0.17
2020-12-13,Metro East,0.14,0.22
2020-12-14,Metro East,0.15,0.23
2020-12-15,Metro East,0.16,0.23
2020-12-16,Metro East,0.16,0.18
2020-12-17,Metro East,0.17,0.17
2020-12-18,Metro East,0.17,0.17
2020-12-19,Metro East,0.17,0.18
2020-12-20,Metro East,0.16,0.18
2020-12-21,Metro East,0.16,0.17
2020-12-22,Metro East,0.15,0.18
2020-12-23,Metro East,0.15,0.18
2020-12-24,Metro East,0.16,0.18
2020-12-25,Metro East,0.19,0.19
2020-12-26,Metro East,0.21,0.22
2020-12-27,Metro East,0.21,0.24
2020-12-28,Metro East,0.18,0.25
2020-12-29,Metro East,0.15,0.22
2020-12-30,Metro East,0.13,0.22
2020-12-31,Metro East,0.13,0.21
2021-01-01,Metro East,0.15,0.24
2021-01-02,Metro East,0.16,0.26
2021-01-03,Metro East,0.16,0.26
2021-01-04,Metro East,0.14,0.23
2021-01-05,Metro East,0.11,0.21
2021-01-06,Metro East,0.11,0.17
2021-01-07,Metro East,0.11,0.17
2021-01-08,Metro East,0.12,0.17
2021-01-09,Metro East,0.12,0.19
2021-01-10,Metro East,0.12,0.19
2021-01-11,Metro East,0.12,0.18
2021-01-12,Metro East,0.12,0.17
2021-01-13,Metro East,0.12,0.15
2021-01-14,Metro East,0.13,0.16
2021-01-15,Metro East,0.13,0.18
2021-01-16,Metro East,0.14,0.18
2021-01-17,Metro East,0.14,0.19
2021-01-18,Metro East,0.15,0.19
2021-01-19,Metro East,0.15,0.2
2021-01-20,Metro East,0.16,0.21
2021-01-21,Metro East,0.16,0.21
2021-01-22,Metro East,0.16,0.2
2021-01-23,Metro East,0.15,0.21
2020-06-13,Southern,0.46,0.59
2020-06-14,Southern,0.45,0.61
2020-06-15,Southern,0.48,0.58
2020-06-16,Southern,0.48,0.53
2020-06-17,Southern,0.48,0.5
2020-06-18,Southern,0.47,0.51
2020-06-19,Southern,0.49,0.57
2020-06-20,Southern,0.51,0.59
2020-06-21,Southern,0.54,0.61
2020-06-22,Southern,0.54,0.59
2020-06-23,Southern,0.51,0.56
2020-06-24,Southern,0.48,0.54
2020-06-25,Southern,0.47,0.52
2020-06-26,Southern,0.48,0.54
2020-06-27,Southern,0.49,0.55
2020-06-28,Southern,0.51,0.59
2020-06-29,Southern,0.52,0.58
2020-06-30,Southern,0.52,0.57
2020-07-01,Southern,0.51,0.55
2020-07-02,Southern,0.52,0.55
2020-07-03,Southern,0.53,0.57
2020-07-04,Southern,0.56,0.57
2020-07-05,Southern,0.56,0.54
2020-07-06,Southern,0.55,0.48
2020-07-07,Southern,0.51,0.48
2020-07-08,Southern,0.5,0.51
2020-07-09,Southern,0.48,0.54
2020-07-10,Southern,0.49,0.53
2020-07-11,Southern,0.5,0.53
2020-07-12,Southern,0.52,0.54
2020-07-13,Southern,0.54,0.57
2020-07-14,Southern,0.53,0.59
2020-07-15,Southern,0.5,0.6
2020-07-16,Southern,0.48,0.61
2020-07-17,Southern,0.48,0.6
2020-07-18,Southern,0.51,0.6
2020-07-19,Southern,0.53,0.59
2020-07-20,Southern,0.54,0.59
2020-07-21,Southern,0.52,0.55
2020-07-22,Southern,0.51,0.53
2020-07-23,Southern,0.5,0.51
2020-07-24,Southern,0.5,0.54
2020-07-25,Southern,0.51,0.55
2020-07-26,Southern,0.52,0.55
2020-07-27,Southern,0.53,0.56
2020-07-28,Southern,0.52,0.55
2020-07-29,Southern,0.5,0.57
2020-07-30,Southern,0.48,0.58
2020-07-31,Southern,0.47,0.58
2020-08-01,Southern,0.49,0.55
2020-08-02,Southern,0.52,0.55
2020-08-03,Southern,0.54,0.59
2020-08-04,Southern,0.54,0.62
2020-08-05,Southern,0.51,0.65
2020-08-06,Southern,0.5,0.64
2020-08-07,Southern,0.51,0.62
2020-08-08,Southern,0.53,0.58
2020-08-09,Southern,0.55,0.57
2020-08-10,Southern,0.55,0.6
2020-08-11,Southern,0.55,0.63
2020-08-12,Southern,0.52,0.61
2020-08-13,Southern,0.49,0.58
2020-08-14,Southern,0.48,0.52
2020-08-15,Southern,0.5,0.53
2020-08-16,Southern,0.52,0.54
2020-08-17,Southern,0.52,0.55
2020-08-18,Southern,0.5,0.54
2020-08-19,Southern,0.48,0.5
2020-08-20,Southern,0.47,0.52
2020-08-21,Southern,0.49,0.56
2020-08-22,Southern,0.5,0.61
2020-08-23,Southern,0.5,0.63
2020-08-24,Southern,0.5,0.6
2020-08-25,Southern,0.49,0.56
2020-08-26,Southern,0.47,0.53
2020-08-27,Southern,0.46,0.55
2020-08-28,Southern,0.47,0.56
2020-08-29,Southern,0.48,0.58
2020-08-30,Southern,0.49,0.57
2020-08-31,Southern,0.5,0.59
2020-09-01,Southern,0.51,0.57
2020-09-02,Southern,0.5,0.53
2020-09-03,Southern,0.49,0.49
2020-09-04,Southern,0.5,0.5
2020-09-05,Southern,0.51,0.49
2020-09-06,Southern,0.52,0.52
2020-09-07,Southern,0.52,0.53
2020-09-08,Southern,0.5,0.58
2020-09-09,Southern,0.47,0.57
2020-09-10,Southern,0.45,0.57
2020-09-11,Southern,0.45,0.59
2020-09-12,Southern,0.47,0.61
2020-09-13,Southern,0.49,0.61
2020-09-14,Southern,0.49,0.61
2020-09-15,Southern,0.47,0.63
2020-09-16,Southern,0.45,0.64
2020-09-17,Southern,0.45,0.64
2020-09-18,Southern,0.47,0.62
2020-09-19,Southern,0.48,0.6
2020-09-20,Southern,0.49,0.58
2020-09-21,Southern,0.51,0.6
2020-09-22,Southern,0.5,0.62
2020-09-23,Southern,0.48,0.63
2020-09-24,Southern,0.46,0.64
2020-09-25,Southern,0.48,0.64
2020-09-26,Southern,0.49,0.61
2020-09-27,Southern,0.5,0.56
2020-09-28,Southern,0.5,0.53
2020-09-29,Southern,0.49,0.53
2020-09-30,Southern,0.48,0.56
2020-10-01,Southern,0.46,0.54
2020-10-02,Southern,0.46,0.56
2020-10-03,Southern,0.46,0.57
2020-10-04,Southern,0.47,0.58
2020-10-05,Southern,0.49,0.57
2020-10-06,Southern,0.5,0.55
2020-10-07,Southern,0.5,0.55
2020-10-08,Southern,0.47,0.58
2020-10-09,Southern,0.46,0.61
2020-10-10,Southern,0.46,0.61
2020-10-11,Southern,0.47,0.58
2020-10-12,Southern,0.48,0.55
2020-10-13,Southern,0.47,0.54
2020-10-14,Southern,0.45,0.53
2020-10-15,Southern,0.44,0.54
2020-10-16,Southern,0.44,0.57
2020-10-17,Southern,0.47,0.62
2020-10-18,Southern,0.49,0.64
2020-10-19,Southern,0.49,0.64
2020-10-20,Southern,0.47,0.62
2020-10-21,Southern,0.45,0.6
2020-10-22,Southern,0.44,0.57
2020-10-23,Southern,0.45,0.56
2020-10-24,Southern,0.46,0.57
2020-10-25,Southern,0.48,0.56
2020-10-26,Southern,0.47,0.54
2020-10-27,Southern,0.47,0.55
2020-10-28,Southern,0.44,0.55
2020-10-29,Southern,0.44,0.54
2020-10-30,Southern,0.46,0.51
2020-10-31,Southern,0.49,0.55
2020-11-01,Southern,0.51,0.55
2020-11-02,Southern,0.52,0.57
2020-11-03,Southern,0.5,0.56
2020-11-04,Southern,0.49,0.54
2020-11-05,Southern,0.49,0.52
2020-11-06,Southern,0.49,0.49
2020-11-07,Southern,0.48,0.48
2020-11-08,Southern,0.48,0.46
2020-11-09,Southern,0.49,0.43
2020-11-10,Southern,0.48,0.41
2020-11-11,Southern,0.46,0.41
2020-11-12,Southern,0.44,0.43
2020-11-13,Southern,0.45,0.46
2020-11-14,Southern,0.48,0.46
2020-11-15,Southern,0.47,0.43
2020-11-16,Southern,0.47,0.42
2020-11-17,Southern,0.44,0.44
2020-11-18,Southern,0.44,0.41
2020-11-19,Southern,0.43,0.35
2020-11-20,Southern,0.45,0.3
2020-11-21,Southern,0.48,0.28
2020-11-22,Southern,0.43,0.27
2020-11-23,Southern,0.43,0.27
2020-11-24,Southern,0.38,0.23
2020-11-25,Southern,0.38,0.2
2020-11-26,Southern,0.33,0.14
2020-11-27,Southern,0.35,0.15
2020-11-28,Southern,0.37,0.15
2020-11-29,Southern,0.38,0.16
2020-11-30,Southern,0.36,0.15
2020-12-01,Southern,0.36,0.15
2020-12-02,Southern,0.36,0.16
2020-12-03,Southern,0.37,0.18
2020-12-04,Southern,0.36,0.2
2020-12-05,Southern,0.38,0.2
2020-12-06,Southern,0.39,0.21
2020-12-07,Southern,0.39,0.2
2020-12-08,Southern,0.36,0.18
2020-12-09,Southern,0.32,0.17
2020-12-10,Southern,0.31,0.16
2020-12-11,Southern,0.31,0.16
2020-12-12,Southern,0.32,0.14
2020-12-13,Southern,0.33,0.15
2020-12-14,Southern,0.35,0.15
2020-12-15,Southern,0.35,0.15
2020-12-16,Southern,0.33,0.16
2020-12-17,Southern,0.32,0.17
2020-12-18,Southern,0.31,0.18
2020-12-19,Southern,0.31,0.17
2020-12-20,Southern,0.32,0.16
2020-12-21,Southern,0.34,0.16
2020-12-22,Southern,0.35,0.15
2020-12-23,Southern,0.35,0.16
2020-12-24,Southern,0.37,0.16
2020-12-25,Southern,0.39,0.17
2020-12-26,Southern,0.4,0.16
2020-12-27,Southern,0.4,0.16
2020-12-28,Southern,0.37,0.15
2020-12-29,Southern,0.35,0.15
2020-12-30,Southern,0.33,0.13
2020-12-31,Southern,0.33,0.13
2021-01-01,Southern,0.34,0.13
2021-01-02,Southern,0.35,0.13
2021-01-03,Southern,0.37,0.13
2021-01-04,Southern,0.36,0.12
2021-01-05,Southern,0.35,0.13
2021-01-06,Southern,0.32,0.13
2021-01-07,Southern,0.31,0.14
2021-01-08,Southern,0.32,0.14
2021-01-09,Southern,0.34,0.18
2021-01-10,Southern,0.35,0.2
2021-01-11,Southern,0.36,0.22
2021-01-12,Southern,0.34,0.21
2021-01-13,Southern,0.33,0.21
2021-01-14,Southern,0.32,0.24
2021-01-15,Southern,0.34,0.24
2021-01-16,Southern,0.34,0.24
2021-01-17,Southern,0.33,0.24
2021-01-18,Southern,0.34,0.24
2021-01-19,Southern,0.34,0.25
2021-01-20,Southern,0.35,0.25
2021-01-21,Southern,0.35,0.24
2021-01-22,Southern,0.35,0.23
2021-01-23,Southern,0.36,0.24
2020-06-13,East-Central,0.44,0.62
2020-06-14,East-Central,0.47,0.62
2020-06-15,East-Central,0.48,0.59
2020-06-16,East-Central,0.47,0.56
2020-06-17,East-Central,0.45,0.56
2020-06-18,East-Central,0.43,0.56
2020-06-19,East-Central,0.42,0.56
2020-06-20,East-Central,0.43,0.53
2020-06-21,East-Central,0.44,0.53
2020-06-22,East-Central,0.46,0.56
2020-06-23,East-Central,0.45,0.56
2020-06-24,East-Central,0.44,0.56
2020-06-25,East-Central,0.42,0.55
2020-06-26,East-Central,0.43,0.56
2020-06-27,East-Central,0.43,0.57
2020-06-28,East-Central,0.45,0.57
2020-06-29,East-Central,0.45,0.53
2020-06-30,East-Central,0.44,0.5
2020-07-01,East-Central,0.41,0.48
2020-07-02,East-Central,0.39,0.48
2020-07-03,East-Central,0.39,0.48
2020-07-04,East-Central,0.42,0.47
2020-07-05,East-Central,0.46,0.47
2020-07-06,East-Central,0.47,0.48
2020-07-07,East-Central,0.45,0.5
2020-07-08,East-Central,0.42,0.51
2020-07-09,East-Central,0.39,0.49
2020-07-10,East-Central,0.39,0.46
2020-07-11,East-Central,0.41,0.46
2020-07-12,East-Central,0.45,0.5
2020-07-13,East-Central,0.47,0.49
2020-07-14,East-Central,0.46,0.49
2020-07-15,East-Central,0.41,0.48
2020-07-16,East-Central,0.36,0.49
2020-07-17,East-Central,0.36,0.49
2020-07-18,East-Central,0.38,0.5
2020-07-19,East-Central,0.42,0.49
2020-07-20,East-Central,0.44,0.48
2020-07-21,East-Central,0.43,0.47
2020-07-22,East-Central,0.4,0.46
2020-07-23,East-Central,0.37,0.46
2020-07-24,East-Central,0.37,0.42
2020-07-25,East-Central,0.39,0.41
2020-07-26,East-Central,0.41,0.43
2020-07-27,East-Central,0.41,0.43
2020-07-28,East-Central,0.4,0.42
2020-07-29,East-Central,0.37,0.4
2020-07-30,East-Central,0.37,0.44
2020-07-31,East-Central,0.36,0.48
2020-08-01,East-Central,0.39,0.49
2020-08-02,East-Central,0.41,0.5
2020-08-03,East-Central,0.43,0.52
2020-08-04,East-Central,0.41,0.54
2020-08-05,East-Central,0.38,0.54
2020-08-06,East-Central,0.37,0.48
2020-08-07,East-Central,0.37,0.47
2020-08-08,East-Central,0.39,0.43
2020-08-09,East-Central,0.4,0.44
2020-08-10,East-Central,0.41,0.43
2020-08-11,East-Central,0.4,0.42
2020-08-12,East-Central,0.38,0.41
2020-08-13,East-Central,0.36,0.4
2020-08-14,East-Central,0.35,0.39
2020-08-15,East-Central,0.37,0.37
2020-08-16,East-Central,0.39,0.4
2020-08-17,East-Central,0.41,0.44
2020-08-18,East-Central,0.4,0.46
2020-08-19,East-Central,0.37,0.46
2020-08-20,East-Central,0.34,0.43
2020-08-21,East-Central,0.33,0.45
2020-08-22,East-Central,0.36,0.45
2020-08-23,East-Central,0.39,0.49
2020-08-24,East-Central,0.43,0.48
2020-08-25,East-Central,0.42,0.48
2020-08-26,East-Central,0.41,0.45
2020-08-27,East-Central,0.38,0.45
2020-08-28,East-Central,0.38,0.43
2020-08-29,East-Central,0.39,0.44
2020-08-30,East-Central,0.41,0.48
2020-08-31,East-Central,0.42,0.54
2020-09-01,East-Central,0.41,0.55
2020-09-02,East-Central,0.38,0.54
2020-09-03,East-Central,0.34,0.47
2020-09-04,East-Central,0.33,0.44
2020-09-05,East-Central,0.33,0.43
2020-09-06,East-Central,0.36,0.46
2020-09-07,East-Central,0.38,0.49
2020-09-08,East-Central,0.4,0.51
2020-09-09,East-Central,0.37,0.52
2020-09-10,East-Central,0.35,0.51
2020-09-11,East-Central,0.34,0.49
2020-09-12,East-Central,0.37,0.43
2020-09-13,East-Central,0.39,0.39
2020-09-14,East-Central,0.4,0.38
2020-09-15,East-Central,0.38,0.41
2020-09-16,East-Central,0.36,0.45
2020-09-17,East-Central,0.36,0.42
2020-09-18,East-Central,0.35,0.39
2020-09-19,East-Central,0.36,0.4
2020-09-20,East-Central,0.37,0.44
2020-09-21,East-Central,0.39,0.44
2020-09-22,East-Central,0.38,0.41
2020-09-23,East-Central,0.35,0.34
2020-09-24,East-Central,0.32,0.33
2020-09-25,East-Central,0.32,0.35
2020-09-26,East-Central,0.33,0.41
2020-09-27,East-Central,0.37,0.45
2020-09-28,East-Central,0.4,0.48
2020-09-29,East-Central,0.39,0.47
2020-09-30,East-Central,0.38,0.44
2020-10-01,East-Central,0.35,0.41
2020-10-02,East-Central,0.34,0.45
2020-10-03,East-Central,0.34,0.48
2020-10-04,East-Central,0.36,0.52
2020-10-05,East-Central,0.38,0.52
2020-10-06,East-Central,0.37,0.53
2020-10-07,East-Central,0.36,0.51
2020-10-08,East-Central,0.32,0.48
2020-10-09,East-Central,0.31,0.45
2020-10-10,East-Central,0.33,0.46
2020-10-11,East-Central,0.37,0.48
2020-10-12,East-Central,0.39,0.49
2020-10-13,East-Central,0.37,0.47
2020-10-14,East-Central,0.34,0.46
2020-10-15,East-Central,0.31,0.45
2020-10-16,East-Central,0.32,0.45
2020-10-17,East-Central,0.31,0.46
2020-10-18,East-Central,0.33,0.46
2020-10-19,East-Central,0.34,0.46
2020-10-20,East-Central,0.33,0.45
2020-10-21,East-Central,0.31,0.43
2020-10-22,East-Central,0.28,0.39
2020-10-23,East-Central,0.28,0.36
2020-10-24,East-Central,0.38,0.36
2020-10-25,East-Central,0.41,0.38
2020-10-26,East-Central,0.43,0.4
2020-10-27,East-Central,0.34,0.41
2020-10-28,East-Central,0.32,0.42
2020-10-29,East-Central,0.31,0.41
2020-10-30,East-Central,0.33,0.4
2020-10-31,East-Central,0.33,0.37
2020-11-01,East-Central,0.32,0.37
2020-11-02,East-Central,0.33,0.37
2020-11-03,East-Central,0.34,0.39
2020-11-04,East-Central,0.34,0.38
2020-11-05,East-Central,0.3,0.39
2020-11-06,East-Central,0.3,0.41
2020-11-07,East-Central,0.32,0.42
2020-11-08,East-Central,0.34,0.4
2020-11-09,East-Central,0.35,0.36
2020-11-10,East-Central,0.34,0.33
2020-11-11,East-Central,0.32,0.33
2020-11-12,East-Central,0.31,0.31
2020-11-13,East-Central,0.3,0.31
