date,region,cliAdmissions,testPositivity,positiveTests,totalTests,surge,icu
2020-08-05T00:00:00,6,6.0,3.0,119,3359,0.383795309,0.537453184
2020-08-05T00:00:00,7,10.0,6.2,122,1747,0.341056911,0.33908046
2020-08-05T00:00:00,8,14.0,4.4,166,4102,0.354669465,0.481051817
2020-08-05T00:00:00,9,8.0,5.2,146,2665,0.406532517,0.541994751
2020-08-05T00:00:00,10,29.0,5.8,380,6838,0.303290043,0.3456948
2020-08-05T00:00:00,11,30.0,5.0,378,6758,0.293833222,0.423101067
2020-08-05T00:00:00,14,0.0,3.5,115,2662,,
2020-08-06T00:00:00,1,4.0,4.8,63,1369,0.401208244,0.525473071
2020-08-06T00:00:00,2,13.0,5.2,224,4624,0.41958781,0.426078029
2020-08-06T00:00:00,3,4.0,5.4,185,3483,0.390529085,0.468888889
2020-08-06T00:00:00,4,7.0,7.3,146,1821,0.314814815,0.445292621
2020-08-06T00:00:00,5,3.0,6.9,80,904,0.495075168,0.642857143
2020-08-06T00:00:00,6,8.0,3.2,115,2764,0.367266077,0.479400749
2020-08-06T00:00:00,7,11.0,6.3,179,2501,0.340650407,0.360153257
2020-08-06T00:00:00,8,16.0,4.4,241,5357,0.33823015,0.469450889
2020-08-06T00:00:00,9,8.0,5.3,187,3059,0.391076115,0.541994751
2020-08-06T00:00:00,10,29.0,5.9,556,8520,0.287272727,0.338448423
2020-08-06T00:00:00,11,29.0,5.1,509,9922,0.272335044,0.409290647
2020-08-06T00:00:00,14,0.0,3.8,114,2011,,
2020-08-07T00:00:00,1,3.0,4.7,51,1258,0.405117271,0.50363901
2020-08-07T00:00:00,2,12.0,5.3,309,4845,0.419235512,0.437371663
2020-08-07T00:00:00,3,4.0,5.4,131,2405,0.395729746,0.488888889
2020-08-07T00:00:00,4,7.0,7.3,148,1940,0.319288751,0.463104326
2020-08-07T00:00:00,5,3.0,7.1,74,785,0.505961638,0.623728814
2020-08-07T00:00:00,6,8.0,3.0,147,6305,0.373589509,0.468164794
2020-08-07T00:00:00,7,13.0,6.6,154,1950,0.349186992,0.350574713
2020-08-07T00:00:00,8,16.0,4.6,271,4385,0.330884925,0.47099768
2020-08-07T00:00:00,9,8.0,5.5,174,2998,0.401283173,0.543307087
2020-08-07T00:00:00,10,30.0,5.8,509,8387,0.278259362,0.340298507
2020-08-07T00:00:00,11,27.0,5.1,532,10049,0.272706985,0.402699309
2020-08-07T00:00:00,14,0.0,3.8,141,3765,,
2020-08-08T00:00:00,1,3.0,4.3,45,1393,0.439232409,0.5356623
2020-08-08T00:00:00,2,12.0,5.3,240,4786,0.418883213,0.465092402
2020-08-08T00:00:00,3,4.0,5.4,137,1895,0.388090349,0.514476615
2020-08-08T00:00:00,4,6.0,7.4,165,2185,0.312722949,0.485333333
2020-08-08T00:00:00,5,3.0,7.3,105,1170,0.527705852,0.584459459
2020-08-08T00:00:00,6,9.0,2.8,70,2958,0.385413488,0.43258427
2020-08-08T00:00:00,7,14.0,6.7,158,2110,0.353252033,0.33908046
2020-08-08T00:00:00,8,16.0,4.6,207,4250,0.338929696,0.471771075
2020-08-08T00:00:00,9,8.0,5.6,149,2615,0.414698163,0.552493438
2020-08-08T00:00:00,10,29.0,5.8,413,7601,0.297035799,0.350431034
2020-08-08T00:00:00,11,26.0,4.9,424,9043,0.280368965,0.398305085
2020-08-08T00:00:00,14,0.0,3.7,64,1983,,
2020-08-09T00:00:00,1,4.0,4.1,18,770,0.467306326,0.593886463
2020-08-09T00:00:00,2,12.0,5.4,241,3382,0.421024828,0.489230769
2020-08-09T00:00:00,3,4.0,5.5,106,1603,0.387893036,0.537946429
2020-08-09T00:00:00,4,6.0,7.5,46,566,0.313709677,0.451253482
2020-08-09T00:00:00,5,3.0,7.2,42,820,0.546866908,0.569023569
2020-08-09T00:00:00,6,8.0,2.8,57,2023,0.40018315,0.441947566
2020-08-09T00:00:00,7,15.0,6.7,94,1441,0.357317073,0.333333333
2020-08-09T00:00:00,8,15.0,4.8,190,3509,0.35012242,0.485692189
2020-08-09T00:00:00,9,8.0,5.6,132,2516,0.440361621,0.562992126
2020-08-09T00:00:00,10,31.0,5.9,369,6258,0.316907695,0.358605664
2020-08-09T00:00:00,11,27.0,5.0,486,8805,0.296883136,0.403327056
2020-08-09T00:00:00,14,0.0,3.7,57,2023,,
2020-08-10T00:00:00,1,3.0,3.9,38,1317,0.47050462,0.650655022
2020-08-10T00:00:00,2,12.0,5.5,162,3236,0.417150907,0.500512821
2020-08-10T00:00:00,3,6.0,5.7,113,2028,0.385340006,0.532438479
2020-08-10T00:00:00,4,6.0,7.9,169,1719,0.318419992,0.437325905
2020-08-10T00:00:00,5,3.0,7.4,63,1051,0.554805195,0.595959596
2020-08-10T00:00:00,6,9.0,2.6,76,5586,0.405067155,0.426966292
2020-08-10T00:00:00,7,16.0,6.6,113,1948,0.357317073,0.352490421
2020-08-10T00:00:00,8,15.0,4.9,189,4253,0.357467646,0.492652746
2020-08-10T00:00:00,9,8.0,5.8,162,2744,0.447360747,0.549868766
2020-08-10T00:00:00,10,30.0,5.9,407,7079,0.340483302,0.378687803
2020-08-10T00:00:00,11,26.0,5.1,377,7992,0.300007439,0.414312618
2020-08-10T00:00:00,14,0.0,3.6,76,3095,,
2020-08-11T00:00:00,1,3.0,3.7,50,1310,0.456289979,0.65356623
2020-08-11T00:00:00,2,13.0,5.6,219,3975,0.411681666,0.487179487
2020-08-11T00:00:00,3,6.0,6.1,173,2062,0.379006175,0.489932886
2020-08-11T00:00:00,4,6.0,8.2,105,1357,0.313709996,0.435013263
2020-08-11T00:00:00,5,3.0,7.5,54,891,0.546687533,0.62962963
2020-08-11T00:00:00,6,9.0,2.5,145,6273,0.401709402,0.417602996
2020-08-11T00:00:00,7,17.0,6.6,97,2117,0.330894309,0.360153257
2020-08-11T00:00:00,8,15.0,4.8,145,3208,0.340853445,0.488012374
2020-08-11T00:00:00,9,8.0,5.6,127,2480,0.409932413,0.539370079
2020-08-11T00:00:00,10,28.0,5.9,345,5587,0.331854802,0.371642448
2020-08-11T00:00:00,11,26.0,5.1,272,6027,0.287298162,0.415673981
2020-08-11T00:00:00,14,0.0,3.8,144,2998,,
2020-08-12T00:00:00,1,3.0,3.4,26,1083,0.43374778,0.596797671
2020-08-12T00:00:00,2,13.0,5.5,277,5433,0.404353212,0.461538462
2020-08-12T00:00:00,3,7.0,6.0,168,3311,0.363502792,0.427293065
2020-08-12T00:00:00,4,6.0,8.4,193,1945,0.294483294,0.424936387
2020-08-12T00:00:00,5,2.0,7.5,74,915,0.519896641,0.609427609
2020-08-12T00:00:00,6,9.0,2.4,146,5621,0.38003663,0.406367041
2020-08-12T00:00:00,7,17.0,6.7,155,2201,0.300813008,0.352490421
2020-08-12T00:00:00,8,16.0,4.9,210,4523,0.313396292,0.456303171
2020-08-12T00:00:00,9,7.0,5.7,154,2504,0.380811371,0.528871391
2020-08-12T00:00:00,10,28.0,6.0,428,6962,0.306382979,0.360634082
2020-08-12T00:00:00,11,25.0,5.0,301,6295,0.272794939,0.41859737
2020-08-12T00:00:00,14,0.0,4.0,143,2701,,
2020-08-13T00:00:00,1,2.0,3.4,69,1509,0.422940341,0.541484716
2020-08-13T00:00:00,2,12.0,5.7,286,4960,0.401774623,0.435897436
2020-08-13T00:00:00,3,7.0,6.1,155,2780,0.354772394,0.402684564
2020-08-13T00:00:00,4,6.0,8.5,156,1881,0.291698991,0.422391858
2020-08-13T00:00:00,5,3.0,7.1,65,1133,0.490045942,0.582491582
2020-08-13T00:00:00,6,8.0,2.1,104,7180,0.355311355,0.395131086
2020-08-13T00:00:00,7,17.0,6.8,185,2349,0.286178862,0.323754789
2020-08-13T00:00:00,8,15.0,4.9,176,4058,0.302728227,0.43232792
2020-08-13T00:00:00,9,8.0,5.8,151,2264,0.357803641,0.526246719
2020-08-13T00:00:00,10,29.0,6.0,513,8008,0.282079145,0.33773668
2020-08-13T00:00:00,11,26.0,5.0,522,10431,0.262471106,0.404315197
2020-08-13T00:00:00,14,0.0,3.7,88,2732,,
2020-08-14T00:00:00,1,3.0,3.4,45,1070,0.419595314,0.483260553
2020-08-14T00:00:00,2,12.0,5.6,258,4229,0.406144557,0.44
2020-08-14T00:00:00,3,7.0,6.2,147,2443,0.355653451,0.409395973
2020-08-14T00:00:00,4,5.0,8.9,180,1781,0.293706294,0.422391858
2020-08-14T00:00:00,5,2.0,7.3,98,919,0.479596977,0.521885522
2020-08-14T00:00:00,6,8.0,2.2,163,4422,0.351648352,0.387640449
2020-08-14T00:00:00,7,15.0,6.8,162,2092,0.291056911,0.325670498
2020-08-14T00:00:00,8,14.0,4.8,220,4275,0.310947884,0.443928848
2020-08-14T00:00:00,9,8.0,5.8,165,2703,0.37272456,0.543307087
2020-08-14T00:00:00,10,28.0,6.0,512,8603,0.279000272,0.341259357
2020-08-14T00:00:00,11,27.0,5.0,562,10033,0.260921514,0.394621639
2020-08-14T00:00:00,14,0.0,3.9,159,2981,,
2020-08-15T00:00:00,1,3.0,3.5,37,942,0.430244941,0.480349345
2020-08-15T00:00:00,2,11.0,5.7,218,4088,0.412715326,0.447179487
2020-08-15T00:00:00,3,7.0,6.2,124,1583,0.368220463,0.433035714
2020-08-15T00:00:00,4,6.0,9.4,213,2080,0.324313569,0.429708223
2020-08-15T00:00:00,5,3.0,7.2,106,1247,0.497218007,0.528619529
2020-08-15T00:00:00,6,8.0,2.2,90,4391,0.365995116,0.374531835
2020-08-15T00:00:00,7,14.0,6.7,134,1829,0.308943089,0.329501916
2020-08-15T00:00:00,8,15.0,4.8,178,3342,0.326687653,0.457849961
2020-08-15T00:00:00,9,8.0,5.7,116,2448,0.389137571,0.557742782
2020-08-15T00:00:00,10,29.0,6.1,407,6487,0.286154125,0.356392294
2020-08-15T00:00:00,11,28.0,5.0,339,7876,0.264826864,0.39931207
2020-08-15T00:00:00,14,0.0,3.9,86,2819,,
2020-08-16T00:00:00,1,3.0,3.8,65,1545,0.443734469,0.491994178
2020-08-16T00:00:00,2,12.0,5.5,157,2578,0.439353578,0.460512821
2020-08-16T00:00:00,3,7.0,6.1,76,1520,0.388579795,0.456570156
2020-08-16T00:00:00,4,6.0,9.5,124,1295,0.332252836,0.408839779
2020-08-16T00:00:00,5,3.0,7.1,58,1101,0.520060945,0.538720539
2020-08-16T00:00:00,6,7.0,2.2,103,3498,0.393337408,0.397003745
2020-08-16T00:00:00,7,14.0,7.2,190,1950,0.320731707,0.365900383
2020-08-16T00:00:00,8,15.0,5.1,305,4514,0.340328786,0.473317865
2020-08-16T00:00:00,9,8.0,5.6,99,2391,0.419277828,0.581364829
2020-08-16T00:00:00,10,28.0,6.4,582,7524,0.30843068,0.372224641
2020-08-16T00:00:00,11,27.0,5.1,603,9689,0.280158552,0.419011882
2020-08-16T00:00:00,14,0.0,4.1,100,2077,,
2020-08-17T00:00:00,1,4.0,4.1,63,1260,0.445864395,0.534206696
2020-08-17T00:00:00,2,12.0,5.7,226,3331,0.442905345,0.463589744
2020-08-17T00:00:00,3,6.0,6.0,96,1937,0.396083017,0.462222222
2020-08-17T00:00:00,4,6.0,9.4,162,1685,0.349737797,0.447513812
2020-08-17T00:00:00,5,3.0,7.4,72,940,0.520163349,0.548821549
2020-08-17T00:00:00,6,7.0,2.2,78,5955,0.409981629,0.436329588
2020-08-17T00:00:00,7,15.0,7.5,151,1819,0.327642276,0.37164751
2020-08-17T00:00:00,8,15.0,5.2,204,3765,0.356768101,0.471771075
2020-08-17T00:00:00,9,8.0,5.7,168,2506,0.43360191,0.577427822
2020-08-17T00:00:00,10,28.0,6.4,421,6825,0.32174228,0.383549784
2020-08-17T00:00:00,11,28.0,5.1,349,7483,0.300918665,0.442151345
2020-08-17T00:00:00,14,0.0,4.3,71,1894,,
2020-08-18T00:00:00,1,3.0,4.5,133,2368,0.439119631,0.538573508
2020-08-18T00:00:00,2,12.0,5.8,229,4011,0.426744806,0.45687885
2020-08-18T00:00:00,3,7.0,5.5,93,2016,0.379713534,0.453333333
2020-08-18T00:00:00,4,6.0,9.4,108,1431,0.334644121,0.428571429
2020-08-18T00:00:00,5,3.0,7.5,129,1794,0.496171516,0.538720539
2020-08-18T00:00:00,6,6.0,1.9,123,10453,0.398159509,0.456928839
2020-08-18T00:00:00,7,14.0,7.9,176,2364,0.320731707,0.350574713
2020-08-18T00:00:00,8,16.0,5.2,223,4593,0.344001399,0.450116009
2020-08-18T00:00:00,9,8.0,5.7,120,2140,0.415995225,0.569553806
2020-08-18T00:00:00,10,29.0,6.5,450,6485,0.314316762,0.368306487
2020-08-18T00:00:00,11,30.0,5.1,362,7229,0.291638696,0.434333959
2020-08-18T00:00:00,14,0.0,4.3,97,1993,,
2020-08-19T00:00:00,1,3.0,4.8,64,1169,0.423855165,0.538573508
2020-08-19T00:00:00,2,12.0,5.9,381,6382,0.38536672,0.425488181
2020-08-19T00:00:00,3,6.0,5.7,188,3232,0.354367514,0.448888889
2020-08-19T00:00:00,4,7.0,9.5,235,2278,0.314814815,0.409669211
2020-08-19T00:00:00,5,3.0,7.6,82,926,0.475242471,0.498316498
2020-08-19T00:00:00,6,6.0,1.8,134,7568,0.371629902,0.462546816
2020-08-19T00:00:00,7,15.0,8.0,149,1931,0.306910569,0.32183908
2020-08-19T00:00:00,8,15.0,5.4,250,4431,0.311297657,0.430007734
2020-08-19T00:00:00,9,8.0,5.7,158,2741,0.386153387,0.540682415
2020-08-19T00:00:00,10,29.0,6.5,512,8233,0.294304084,0.351576182
2020-08-19T00:00:00,11,30.0,5.2,469,9348,0.275232775,0.429956223
2020-08-19T00:00:00,14,0.0,4.2,114,2519,,
2020-08-20T00:00:00,1,3.0,4.8,59,1255,0.418175364,0.528384279
2020-08-20T00:00:00,2,12.0,5.9,250,4760,0.361747469,0.410493827
2020-08-20T00:00:00,3,6.0,5.6,83,1629,0.342389717,0.431111111
2020-08-20T00:00:00,4,7.0,9.6,114,1332,0.30941358,0.363867684
2020-08-20T00:00:00,5,3.0,7.7,48,820,0.474463739,0.518518519
2020-08-20T00:00:00,6,6.0,1.9,178,9444,0.344036697,0.434456929
2020-08-20T00:00:00,7,14.0,8.2,234,2520,0.287804878,0.304597701
2020-08-20T00:00:00,8,15.0,5.5,216,4327,0.280517664,0.411446249
2020-08-20T00:00:00,9,9.0,5.5,122,2314,0.37451507,0.528871391
2020-08-20T00:00:00,10,30.0,6.7,654,9009,0.274019741,0.330691325
2020-08-20T00:00:00,11,29.0,5.3,541,9677,0.255642458,0.405878674
2020-08-20T00:00:00,14,0.0,4.5,149,3099,,
2020-08-21T00:00:00,1,3.0,4.9,54,1233,0.419240327,0.537117904
2020-08-21T00:00:00,2,12.0,5.9,256,3734,0.357130172,0.408436214
2020-08-21T00:00:00,3,7.0,5.6,127,2152,0.356704645,0.426666667
2020-08-21T00:00:00,4,7.0,9.4,181,2029,0.314263626,0.404580153
2020-08-21T00:00:00,5,3.0,6.9,59,1149,0.490844354,0.555555556
2020-08-21T00:00:00,6,7.0,1.6,192,13552,0.334961832,0.447565543
2020-08-21T00:00:00,7,15.0,8.2,185,2371,0.269918699,0.300766284
2020-08-21T00:00:00,8,15.0,5.8,331,4586,0.279118573,0.430007734
2020-08-21T00:00:00,9,8.0,5.5,155,2652,0.372127723,0.515748031
2020-08-21T00:00:00,10,31.0,6.7,561,9237,0.277682209,0.339903636
2020-08-21T00:00:00,11,28.0,5.2,491,9908,0.256610801,0.409005629
2020-08-21T00:00:00,14,0.0,4.4,171,3537,,
2020-08-22T00:00:00,1,3.0,5.0,91,1679,0.424920128,0.529839884
2020-08-22T00:00:00,2,12.0,6.4,369,4547,0.352711111,0.428571429
2020-08-22T00:00:00,3,6.0,5.5,122,1802,0.350820633,0.418708241
2020-08-22T00:00:00,4,8.0,9.7,256,2056,0.316745656,0.416445623
2020-08-22T00:00:00,5,3.0,6.7,121,1725,0.500505051,0.612794613
2020-08-22T00:00:00,6,7.0,1.6,218,12724,0.361136572,0.451310861
2020-08-22T00:00:00,7,15.0,8.4,207,2399,0.284146341,0.285440613
2020-08-22T00:00:00,8,15.0,5.7,253,4917,0.301853795,0.464810518
2020-08-22T00:00:00,9,9.0,5.7,147,2119,0.381080275,0.524934383
2020-08-22T00:00:00,10,29.0,6.8,596,8015,0.295182905,0.355091384
2020-08-22T00:00:00,11,30.0,5.4,547,8960,0.259590317,0.405878674
2020-08-22T00:00:00,14,0.0,4.6,122,2880,,
2020-08-23T00:00:00,1,4.0,5.0,37,1008,0.450479233,0.521106259
2020-08-23T00:00:00,2,11.0,6.5,227,3276,0.353955556,0.436344969
2020-08-23T00:00:00,3,6.0,5.5,58,1120,0.372058824,0.413870246
2020-08-23T00:00:00,4,8.0,9.7,125,1319,0.29560744,0.411140584
2020-08-23T00:00:00,5,3.0,7.1,70,878,0.50075188,0.632996633
2020-08-23T00:00:00,6,7.0,1.6,155,6547,0.391503667,0.494382022
2020-08-23T00:00:00,7,15.0,8.3,157,1849,0.302845528,0.300766284
2020-08-23T00:00:00,8,15.0,5.6,189,3319,0.334557538,0.495746326
2020-08-23T00:00:00,9,8.0,5.8,94,2162,0.387048642,0.530183727
2020-08-23T00:00:00,10,30.0,6.8,467,6342,0.321017839,0.378728923
2020-08-23T00:00:00,11,31.0,5.3,444,7967,0.265549348,0.427767355
2020-08-23T00:00:00,14,0.0,4.6,107,2232,,
2020-08-24T00:00:00,1,4.0,4.9,57,1360,0.477813277,0.516739447
2020-08-24T00:00:00,2,11.0,6.4,193,2924,0.3504,0.445128205
2020-08-24T00:00:00,3,7.0,5.7,111,1844,0.369026549,0.415730337
2020-08-24T00:00:00,4,8.0,10.0,181,1545,0.27700831,0.408488064
2020-08-24T00:00:00,5,3.0,7.1,62,704,0.504247876,0.602693603
2020-08-24T00:00:00,6,8.0,1.7,150,8082,0.432457213,0.479400749
2020-08-24T00:00:00,7,14.0,8.3,137,1631,0.317479675,0.310344828
2020-08-24T00:00:00,8,15.0,5.5,211,4087,0.362539349,0.51121423
2020-08-24T00:00:00,9,8.0,5.8,160,2458,0.396299612,0.530183727
2020-08-24T00:00:00,10,31.0,6.7,319,5702,0.341032609,0.384715026
2020-08-24T00:00:00,11,29.0,5.5,477,7758,0.273668529,0.427767355
2020-08-24T00:00:00,14,0.0,4.7,91,2012,,
2020-08-25T00:00:00,1,3.0,5.1,108,1570,0.474618388,0.521106259
2020-08-25T00:00:00,2,11.0,6.4,226,4197,0.363700941,0.444102564
2020-08-25T00:00:00,3,6.0,5.7,117,2388,0.375147232,0.378378378
2020-08-25T00:00:00,4,9.0,10.4,149,1332,0.271350932,0.399491094
2020-08-25T00:00:00,5,4.0,7.6,122,1184,0.486756622,0.562289562
2020-08-25T00:00:00,6,8.0,1.7,134,9445,0.424686832,0.479400749
2020-08-25T00:00:00,7,16.0,8.4,186,2232,0.298373984,0.325670498
2020-08-25T00:00:00,8,15.0,5.7,257,4147,0.346100035,0.486465584
2020-08-25T00:00:00,9,8.0,5.9,150,2236,0.370038794,0.50656168
2020-08-25T00:00:00,10,31.0,6.7,543,7736,0.329347826,0.368739206
2020-08-25T00:00:00,11,28.0,5.5,373,7045,0.264208566,0.428705441
2020-08-25T00:00:00,14,0.0,4.7,134,2607,,
2020-08-26T00:00:00,1,4.0,5.1,53,897,0.450479233,0.522561863
2020-08-26T00:00:00,2,11.0,6.4,193,3455,0.364233706,0.438974359
2020-08-26T00:00:00,3,7.0,5.6,79,1432,0.353511607,0.364864865
2020-08-26T00:00:00,4,8.0,10.4,59,658,0.282061217,0.402035623
2020-08-26T00:00:00,5,4.0,6.9,37,1097,0.473290065,0.525252525
2020-08-26T00:00:00,6,9.0,1.6,216,15760,0.407271616,0.445692884
2020-08-26T00:00:00,7,15.0,8.3,98,1454,0.280081301,0.289272031
2020-08-26T00:00:00,8,15.0,5.9,185,2592,0.317943337,0.460170147
2020-08-26T00:00:00,9,9.0,6.1,140,1865,0.3506416,0.48687664
2020-08-26T00:00:00,10,32.0,6.9,428,5387,0.305797101,0.342400691
2020-08-26T00:00:00,11,30.0,5.6,323,5935,0.251173184,0.405878674
2020-08-26T00:00:00,14,0.0,4.7,125,2700,,
2020-08-27T00:00:00,1,3.0,5.0,34,892,0.425275115,0.522561863
2020-08-27T00:00:00,2,11.0,6.6,282,4322,0.380749423,0.432820513
2020-08-27T00:00:00,3,8.0,5.5,82,1814,0.350452291,0.355855856
2020-08-27T00:00:00,4,10.0,10.5,179,1846,0.286101432,0.37084399
2020-08-27T00:00:00,5,4.0,7.2,80,909,0.459850374,0.545454545
2020-08-27T00:00:00,6,9.0,1.7,246,12533,0.378403181,0.449438202
2020-08-27T00:00:00,7,14.0,8.5,231,2199,0.268699187,0.27394636
2020-08-27T00:00:00,8,16.0,5.9,175,3582,0.296782092,0.440061872
2020-08-27T00:00:00,9,9.0,6.4,147,2102,0.33213966,0.489501312
2020-08-27T00:00:00,10,32.0,6.8,462,6949,0.28423913,0.327720207
2020-08-27T00:00:00,11,30.0,5.6,479,8410,0.232402235,0.392120075
2020-08-27T00:00:00,14,0.0,4.9,150,2319,,
2020-08-28T00:00:00,1,4.0,5.4,87,1320,0.429889954,0.506550218
2020-08-28T00:00:00,2,10.0,6.7,361,4712,0.38330373,0.427104723
2020-08-28T00:00:00,3,7.0,5.3,113,2480,0.362739408,0.367117117
2020-08-28T00:00:00,4,9.0,10.4,160,1869,0.299496319,0.406649616
2020-08-28T00:00:00,5,5.0,7.4,79,1208,0.465371201,0.555555556
2020-08-28T00:00:00,6,7.0,1.7,142,8808,0.376722818,0.426966292
2020-08-28T00:00:00,7,15.0,8.8,210,2184,0.262195122,0.256704981
2020-08-28T00:00:00,8,15.0,5.6,222,3981,0.308149703,0.447022428
2020-08-28T00:00:00,9,9.0,6.2,122,2487,0.344673232,0.503937008
2020-08-28T00:00:00,10,32.0,6.9,456,7224,0.271105072,0.329879102
2020-08-28T00:00:00,11,31.0,5.6,394,8267,0.231359404,0.37742339
2020-08-28T00:00:00,14,0.0,5.1,94,1486,,
2020-08-29T00:00:00,1,3.0,5.5,71,1053,0.446929357,0.500727802
2020-08-29T00:00:00,2,11.0,6.8,426,5171,0.405400604,0.432682425
2020-08-29T00:00:00,3,7.0,5.1,63,1131,0.376122863,0.367117117
2020-08-29T00:00:00,4,9.0,9.6,141,1812,0.298913043,0.40874036
2020-08-29T00:00:00,5,5.0,6.9,110,2084,0.475074776,0.579124579
2020-08-29T00:00:00,6,8.0,1.9,259,5737,0.385771236,0.441947566
2020-08-29T00:00:00,7,16.0,8.8,148,1682,0.27398374,0.266283525
2020-08-29T00:00:00,8,15.0,5.9,218,3155,0.331059811,0.461716937
2020-08-29T00:00:00,9,9.0,6.1,163,2575,0.363772008,0.502624672
2020-08-29T00:00:00,10,33.0,6.7,612,9727,0.270380435,0.343696028
2020-08-29T00:00:00,11,29.0,5.6,526,8880,0.242011173,0.384615385
2020-08-29T00:00:00,14,0.0,5.5,259,4053,,
2020-08-30T00:00:00,1,3.0,5.8,62,1000,0.461483848,0.471615721
2020-08-30T00:00:00,2,11.0,7.1,406,4548,0.431414357,0.439300412
2020-08-30T00:00:00,3,7.0,5.0,68,1660,0.384346814,0.360986547
2020-08-30T00:00:00,4,10.0,9.6,109,1159,0.3003108,0.401534527
2020-08-30T00:00:00,5,5.0,6.9,77,1024,0.490274314,0.572390572
2020-08-30T00:00:00,6,8.0,1.7,199,17695,0.40907697,0.475655431
2020-08-30T00:00:00,7,16.0,8.8,184,2208,0.285772358,0.279693487
2020-08-30T00:00:00,8,14.0,5.9,172,3028,0.360440714,0.484145398
2020-08-30T00:00:00,9,10.0,6.5,103,1535,0.394509102,0.488188976
2020-08-30T00:00:00,10,30.0,6.6,358,5327,0.286956522,0.358376511
2020-08-30T00:00:00,11,30.0,5.7,492,7882,0.262495345,0.386804253
2020-08-30T00:00:00,14,0.0,5.4,120,2719,,
2020-08-31T00:00:00,1,4.0,6.3,60,796,0.464323749,0.465793304
2020-08-31T00:00:00,2,12.0,7.0,115,2134,0.460199005,0.446502058
2020-08-31T00:00:00,3,7.0,4.8,34,622,0.380952381,0.370535714
2020-08-31T00:00:00,4,9.0,9.3,154,1505,0.294254658,0.381074169
2020-08-31T00:00:00,5,5.0,6.6,16,420,0.503493014,0.589225589
2020-08-31T00:00:00,6,9.0,1.8,103,2309,0.422569764,0.535580524
2020-08-31T00:00:00,7,16.0,8.8,83,1000,0.297560976,0.293103448
2020-08-31T00:00:00,8,15.0,6.2,145,1832,0.379503323,0.486465584
2020-08-31T00:00:00,9,10.0,6.4,72,1297,0.42256043,0.479002625
2020-08-31T00:00:00,10,30.0,6.9,330,3899,0.308967391,0.382556131
2020-08-31T00:00:00,11,32.0,5.7,328,4877,0.286480447,0.410569106
2020-08-31T00:00:00,14,0.0,5.6,103,1750,,
2020-09-01T00:00:00,1,5.0,6.3,58,766,0.44515442,0.465793304
2020-09-01T00:00:00,2,12.0,7.4,294,3883,0.455401564,0.424897119
2020-09-01T00:00:00,3,7.0,4.7,40,1078,0.367513877,0.368888889
2020-09-01T00:00:00,4,8.0,9.3,105,928,0.299108873,0.437340153
2020-09-01T00:00:00,5,3.0,6.4,58,416,0.506487026,0.569023569
2020-09-01T00:00:00,6,9.0,1.9,100,5227,0.412450169,0.554307116
