,zip,date,count,tested,7daypos100k,percentage,count_14day,tested_14day,percentage_14day,7daypos100k_14day,Unknown tested,Unknown count,Unknown percentage,<20 tested,<20 count,<20 percentage,20-29 tested,20-29 count,20-29 percentage,30-39 tested,30-39 count,30-39 percentage,40-49 tested,40-49 count,40-49 percentage,50-59 tested,50-59 count,50-59 percentage,60-69 tested,60-69 count,60-69 percentage,70-79 tested,70-79 count,70-79 percentage,80+ tested,80+ count,80+ percentage,Unknown tested_14day,Unknown count_14day,Unknown percentage_14day,<20 tested_14day,<20 count_14day,<20 percentage_14day,20-29 tested_14day,20-29 count_14day,20-29 percentage_14day,30-39 tested_14day,30-39 count_14day,30-39 percentage_14day,40-49 tested_14day,40-49 count_14day,40-49 percentage_14day,50-59 tested_14day,50-59 count_14day,50-59 percentage_14day,60-69 tested_14day,60-69 count_14day,60-69 percentage_14day,70-79 tested_14day,70-79 count_14day,70-79 percentage_14day,80+ tested_14day,80+ count_14day,80+ percentage_14day,population
56783,60302,2020-08-01,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
56784,60304,2020-08-01,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
57525,60301,2020-08-02,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
57526,60302,2020-08-02,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
57527,60304,2020-08-02,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
58268,60301,2020-08-03,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
58269,60302,2020-08-03,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
58270,60304,2020-08-03,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
59011,60301,2020-08-04,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
59012,60302,2020-08-04,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
59013,60304,2020-08-04,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
59754,60301,2020-08-05,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
59755,60302,2020-08-05,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
59756,60304,2020-08-05,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
60497,60301,2020-08-06,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
60498,60302,2020-08-06,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
60499,60304,2020-08-06,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
61240,60301,2020-08-07,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
61241,60302,2020-08-07,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
61242,60304,2020-08-07,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
61983,60301,2020-08-08,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
61984,60302,2020-08-08,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
61985,60304,2020-08-08,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
62726,60301,2020-08-09,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
62727,60302,2020-08-09,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
62728,60304,2020-08-09,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
63469,60301,2020-08-10,41.0,697.0,,0,,,0,,0.0,0.0,0,64.0,0.0,0,128.0,12.0,0,143.0,12.0,0,98.0,0.0,0,102.0,7.0,0,72.0,0.0,0,65.0,0.0,0,25.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
63470,60302,2020-08-10,330.0,8419.0,,0,,,0,,0.0,0.0,0,956.0,33.0,0,1122.0,48.0,0,1204.0,49.0,0,1308.0,60.0,0,1296.0,46.0,0,1081.0,36.0,0,865.0,27.0,0,586.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
63471,60304,2020-08-10,126.0,3913.0,,0,,,0,,0.0,0.0,0,599.0,8.0,0,453.0,26.0,0,596.0,25.0,0,773.0,24.0,0,661.0,19.0,0,465.0,16.0,0,267.0,8.0,0,97.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
64287,60301,2020-08-11,41.0,704.0,,0,,,0,,0.0,0.0,0,64.0,0.0,0,129.0,12.0,0,143.0,12.0,0,101.0,0.0,0,104.0,7.0,0,73.0,0.0,0,65.0,0.0,0,25.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
64288,60302,2020-08-11,329.0,8539.0,,0,,,0,,0.0,0.0,0,979.0,33.0,0,1141.0,48.0,0,1223.0,49.0,0,1328.0,60.0,0,1308.0,46.0,0,1095.0,35.0,0,871.0,27.0,0,593.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
64289,60304,2020-08-11,127.0,3965.0,,0,,,0,,0.0,0.0,0,604.0,8.0,0,456.0,26.0,0,608.0,25.0,0,785.0,25.0,0,672.0,19.0,0,472.0,16.0,0,269.0,8.0,0,97.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
65108,60301,2020-08-12,42.0,708.0,,0,,,0,,0.0,0.0,0,64.0,0.0,0,130.0,13.0,0,143.0,12.0,0,103.0,0.0,0,104.0,7.0,0,74.0,0.0,0,65.0,0.0,0,25.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
65109,60302,2020-08-12,331.0,8647.0,,0,,,0,,0.0,0.0,0,1002.0,33.0,0,1158.0,49.0,0,1236.0,49.0,0,1338.0,60.0,0,1325.0,46.0,0,1108.0,36.0,0,879.0,27.0,0,600.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
65110,60304,2020-08-12,128.0,4019.0,,0,,,0,,0.0,0.0,0,614.0,9.0,0,464.0,26.0,0,617.0,25.0,0,795.0,25.0,0,680.0,19.0,0,478.0,16.0,0,272.0,8.0,0,97.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
65938,60301,2020-08-13,42.0,716.0,,0,,,0,,0.0,0.0,0,64.0,0.0,0,131.0,13.0,0,145.0,12.0,0,103.0,0.0,0,107.0,7.0,0,75.0,0.0,0,66.0,0.0,0,25.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
65939,60302,2020-08-13,332.0,8783.0,,0,,,0,,0.0,0.0,0,1022.0,33.0,0,1179.0,50.0,0,1254.0,49.0,0,1361.0,60.0,0,1347.0,46.0,0,1120.0,36.0,0,894.0,27.0,0,604.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
65940,60304,2020-08-13,129.0,4082.0,,0,,,0,,0.0,0.0,0,626.0,9.0,0,468.0,27.0,0,633.0,24.0,0,804.0,25.0,0,689.0,19.0,0,484.0,16.0,0,278.0,9.0,0,98.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
66775,60301,2020-08-14,42.0,722.0,,0,,,0,,0.0,0.0,0,64.0,0.0,0,134.0,13.0,0,145.0,12.0,0,103.0,0.0,0,109.0,7.0,0,76.0,0.0,0,66.0,0.0,0,25.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
66776,60302,2020-08-14,337.0,8892.0,,0,,,0,,0.0,0.0,0,1049.0,35.0,0,1200.0,50.0,0,1264.0,50.0,0,1375.0,60.0,0,1364.0,47.0,0,1129.0,36.0,0,902.0,28.0,0,607.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
66777,60304,2020-08-14,132.0,4153.0,,0,,,0,,0.0,0.0,0,644.0,9.0,0,476.0,28.0,0,642.0,24.0,0,821.0,27.0,0,698.0,19.0,0,491.0,16.0,0,280.0,9.0,0,99.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
67625,60301,2020-08-15,42.0,727.0,,0,,,0,,0.0,0.0,0,65.0,0.0,0,135.0,13.0,0,146.0,12.0,0,104.0,0.0,0,110.0,7.0,0,76.0,0.0,0,66.0,0.0,0,25.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
67626,60302,2020-08-15,340.0,9020.0,,0,,,0,,0.0,0.0,0,1074.0,36.0,0,1224.0,50.0,0,1279.0,50.0,0,1389.0,60.0,0,1384.0,48.0,0,1148.0,36.0,0,909.0,29.0,0,611.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
67627,60304,2020-08-15,129.0,4232.0,,0,,,0,,0.0,0.0,0,663.0,9.0,0,486.0,27.0,0,649.0,24.0,0,845.0,25.0,0,709.0,19.0,0,497.0,16.0,0,282.0,9.0,0,99.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
68483,60301,2020-08-16,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
68484,60302,2020-08-16,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
68485,60304,2020-08-16,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
69341,60301,2020-08-17,42.0,741.0,,0,,,0,,0.0,0.0,0,66.0,0.0,0,137.0,13.0,0,149.0,12.0,0,107.0,0.0,0,113.0,7.0,0,77.0,0.0,0,67.0,0.0,0,25.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
69342,60302,2020-08-17,340.0,9191.0,,0,,,0,,0.0,0.0,0,1114.0,36.0,0,1254.0,50.0,0,1296.0,50.0,0,1406.0,60.0,0,1415.0,48.0,0,1169.0,36.0,0,922.0,29.0,0,613.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
69343,60304,2020-08-17,131.0,4332.0,,0,,,0,,0.0,0.0,0,683.0,11.0,0,500.0,27.0,0,670.0,24.0,0,865.0,25.0,0,720.0,19.0,0,507.0,16.0,0,286.0,9.0,0,99.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
70207,60301,2020-08-18,42.0,751.0,,0,,,0,,0.0,0.0,0,67.0,0.0,0,138.0,13.0,0,152.0,12.0,0,108.0,0.0,0,114.0,7.0,0,78.0,0.0,0,69.0,0.0,0,25.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
70208,60302,2020-08-18,345.0,9284.0,,0,,,0,,0.0,0.0,0,1128.0,39.0,0,1274.0,51.0,0,1308.0,50.0,0,1415.0,60.0,0,1428.0,48.0,0,1182.0,36.0,0,932.0,29.0,0,615.0,32.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
70209,60304,2020-08-18,134.0,4385.0,,0,,,0,,0.0,0.0,0,701.0,13.0,0,507.0,28.0,0,675.0,24.0,0,873.0,25.0,0,725.0,19.0,0,509.0,16.0,0,294.0,9.0,0,99.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
71079,60301,2020-08-19,42.0,772.0,,0,,,0,,0.0,0.0,0,68.0,0.0,0,143.0,13.0,0,156.0,12.0,0,109.0,0.0,0,118.0,7.0,0,80.0,0.0,0,73.0,0.0,0,25.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
71080,60302,2020-08-19,345.0,9388.0,,0,,,0,,0.0,0.0,0,1152.0,40.0,0,1287.0,51.0,0,1326.0,50.0,0,1434.0,60.0,0,1437.0,48.0,0,1191.0,36.0,0,937.0,29.0,0,622.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
71081,60304,2020-08-19,134.0,4429.0,,0,,,0,,0.0,0.0,0,714.0,13.0,0,519.0,28.0,0,678.0,24.0,0,875.0,25.0,0,731.0,19.0,0,514.0,16.0,0,297.0,9.0,0,99.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
71963,60301,2020-08-20,42.0,785.0,,0,,,0,,0.0,0.0,0,71.0,0.0,0,145.0,13.0,0,157.0,12.0,0,114.0,0.0,0,119.0,7.0,0,80.0,0.0,0,73.0,0.0,0,26.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
71964,60302,2020-08-20,346.0,9498.0,,0,,,0,,0.0,0.0,0,1177.0,40.0,0,1309.0,52.0,0,1334.0,50.0,0,1455.0,60.0,0,1442.0,48.0,0,1207.0,36.0,0,939.0,29.0,0,633.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
71965,60304,2020-08-20,135.0,4494.0,,0,,,0,,0.0,0.0,0,730.0,14.0,0,533.0,28.0,0,685.0,24.0,0,885.0,25.0,0,736.0,19.0,0,520.0,16.0,0,302.0,9.0,0,101.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
72852,60301,2020-08-21,44.0,801.0,,0,,,0,,0.0,0.0,0,72.0,0.0,0,150.0,15.0,0,160.0,12.0,0,115.0,0.0,0,121.0,7.0,0,80.0,0.0,0,77.0,0.0,0,26.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
72853,60302,2020-08-21,350.0,9615.0,,0,,,0,,0.0,0.0,0,1198.0,40.0,0,1332.0,53.0,0,1348.0,50.0,0,1474.0,60.0,0,1457.0,49.0,0,1221.0,37.0,0,949.0,30.0,0,634.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
72854,60304,2020-08-21,139.0,4549.0,,0,,,0,,0.0,0.0,0,741.0,16.0,0,545.0,28.0,0,692.0,24.0,0,892.0,26.0,0,747.0,20.0,0,523.0,16.0,0,306.0,9.0,0,101.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
73754,60301,2020-08-22,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
73755,60302,2020-08-22,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
73756,60304,2020-08-22,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
74656,60301,2020-08-23,45.0,831.0,,0,,,0,,0.0,0.0,0,73.0,0.0,0,158.0,16.0,0,167.0,12.0,0,118.0,0.0,0,124.0,7.0,0,82.0,0.0,0,83.0,0.0,0,26.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
74657,60302,2020-08-23,358.0,9808.0,,0,,,0,,0.0,0.0,0,1233.0,45.0,0,1363.0,53.0,0,1385.0,53.0,0,1494.0,60.0,0,1481.0,49.0,0,1240.0,37.0,0,965.0,30.0,0,645.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
74658,60304,2020-08-23,139.0,4655.0,,0,,,0,,0.0,0.0,0,762.0,16.0,0,554.0,28.0,0,712.0,24.0,0,917.0,26.0,0,765.0,20.0,0,528.0,16.0,0,311.0,9.0,0,104.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
75572,60301,2020-08-24,45.0,838.0,,0,,,0,,0.0,0.0,0,73.0,0.0,0,161.0,16.0,0,170.0,12.0,0,119.0,0.0,0,124.0,7.0,0,82.0,0.0,0,83.0,0.0,0,26.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
75573,60302,2020-08-24,360.0,9884.0,,0,,,0,,0.0,0.0,0,1246.0,47.0,0,1374.0,53.0,0,1394.0,53.0,0,1505.0,60.0,0,1493.0,49.0,0,1249.0,37.0,0,972.0,30.0,0,649.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
75574,60304,2020-08-24,139.0,4710.0,,0,,,0,,0.0,0.0,0,780.0,16.0,0,561.0,28.0,0,719.0,24.0,0,921.0,26.0,0,774.0,20.0,0,535.0,16.0,0,314.0,9.0,0,104.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
76493,60301,2020-08-25,45.0,845.0,,0,,,0,,0.0,0.0,0,74.0,0.0,0,163.0,16.0,0,172.0,12.0,0,120.0,0.0,0,125.0,7.0,0,82.0,0.0,0,83.0,0.0,0,26.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
76494,60302,2020-08-25,361.0,9956.0,,0,,,0,,0.0,0.0,0,1253.0,47.0,0,1385.0,54.0,0,1403.0,53.0,0,1514.0,60.0,0,1506.0,49.0,0,1256.0,37.0,0,981.0,30.0,0,656.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
76495,60304,2020-08-25,142.0,4759.0,,0,,,0,,0.0,0.0,0,798.0,17.0,0,566.0,30.0,0,722.0,24.0,0,930.0,26.0,0,781.0,20.0,0,540.0,16.0,0,316.0,9.0,0,104.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
77418,60301,2020-08-26,45.0,856.0,,0,,,0,,0.0,0.0,0,76.0,0.0,0,164.0,16.0,0,173.0,12.0,0,121.0,0.0,0,126.0,7.0,0,85.0,0.0,0,84.0,0.0,0,27.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
77419,60302,2020-08-26,371.0,10068.0,,0,,,0,,0.0,0.0,0,1278.0,52.0,0,1400.0,54.0,0,1423.0,54.0,0,1528.0,62.0,0,1518.0,51.0,0,1267.0,37.0,0,987.0,30.0,0,665.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
77420,60304,2020-08-26,143.0,4826.0,,0,,,0,,0.0,0.0,0,817.0,17.0,0,571.0,30.0,0,730.0,25.0,0,949.0,26.0,0,788.0,20.0,0,546.0,16.0,0,317.0,9.0,0,106.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
78353,60301,2020-08-27,45.0,860.0,,0,,,0,,0.0,0.0,0,76.0,0.0,0,164.0,16.0,0,174.0,12.0,0,121.0,0.0,0,124.0,7.0,0,90.0,0.0,0,84.0,0.0,0,27.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
78354,60302,2020-08-27,373.0,10163.0,,0,,,0,,0.0,0.0,0,1298.0,54.0,0,1415.0,55.0,0,1435.0,54.0,0,1541.0,61.0,0,1530.0,51.0,0,1275.0,37.0,0,998.0,30.0,0,669.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
78355,60304,2020-08-27,143.0,4874.0,,0,,,0,,0.0,0.0,0,827.0,17.0,0,576.0,30.0,0,737.0,25.0,0,955.0,26.0,0,801.0,20.0,0,547.0,16.0,0,322.0,9.0,0,107.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
79292,60301,2020-08-28,45.0,865.0,,0,,,0,,0.0,0.0,0,76.0,0.0,0,165.0,16.0,0,175.0,12.0,0,122.0,0.0,0,124.0,7.0,0,92.0,0.0,0,84.0,0.0,0,27.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
79293,60302,2020-08-28,374.0,10295.0,,0,,,0,,0.0,0.0,0,1317.0,54.0,0,1426.0,56.0,0,1454.0,54.0,0,1559.0,61.0,0,1542.0,51.0,0,1291.0,37.0,0,1016.0,30.0,0,688.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
79294,60304,2020-08-28,143.0,4915.0,,0,,,0,,0.0,0.0,0,831.0,18.0,0,583.0,29.0,0,741.0,25.0,0,959.0,26.0,0,809.0,20.0,0,552.0,16.0,0,329.0,9.0,0,109.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
80245,60301,2020-08-29,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
80246,60302,2020-08-29,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
80247,60304,2020-08-29,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
81199,60301,2020-08-30,45.0,883.0,,0,,,0,,0.0,0.0,0,79.0,0.0,0,168.0,16.0,0,181.0,12.0,0,125.0,0.0,0,125.0,7.0,0,92.0,0.0,0,86.0,0.0,0,27.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
81200,60302,2020-08-30,385.0,10580.0,,0,,,0,,0.0,0.0,0,1344.0,55.0,0,1471.0,60.0,0,1504.0,56.0,0,1601.0,63.0,0,1590.0,51.0,0,1330.0,39.0,0,1041.0,30.0,0,697.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
81201,60304,2020-08-30,147.0,5023.0,,0,,,0,,0.0,0.0,0,844.0,20.0,0,601.0,29.0,0,754.0,25.0,0,983.0,28.0,0,830.0,20.0,0,559.0,16.0,0,340.0,9.0,0,110.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
82167,60301,2020-08-31,45.0,887.0,,0,,,0,,0.0,0.0,0,79.0,0.0,0,169.0,16.0,0,182.0,12.0,0,126.0,0.0,0,125.0,7.0,0,92.0,0.0,0,87.0,0.0,0,27.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
82168,60302,2020-08-31,387.0,10675.0,,0,,,0,,0.0,0.0,0,1360.0,55.0,0,1479.0,60.0,0,1517.0,56.0,0,1616.0,64.0,0,1610.0,51.0,0,1343.0,40.0,0,1047.0,30.0,0,701.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
