,zip,date,count,tested,7daypos100k,percentage,count_14day,tested_14day,percentage_14day,7daypos100k_14day,Unknown tested,Unknown count,Unknown percentage,<20 tested,<20 count,<20 percentage,20-29 tested,20-29 count,20-29 percentage,30-39 tested,30-39 count,30-39 percentage,40-49 tested,40-49 count,40-49 percentage,50-59 tested,50-59 count,50-59 percentage,60-69 tested,60-69 count,60-69 percentage,70-79 tested,70-79 count,70-79 percentage,80+ tested,80+ count,80+ percentage,Unknown tested_14day,Unknown count_14day,Unknown percentage_14day,<20 tested_14day,<20 count_14day,<20 percentage_14day,20-29 tested_14day,20-29 count_14day,20-29 percentage_14day,30-39 tested_14day,30-39 count_14day,30-39 percentage_14day,40-49 tested_14day,40-49 count_14day,40-49 percentage_14day,50-59 tested_14day,50-59 count_14day,50-59 percentage_14day,60-69 tested_14day,60-69 count_14day,60-69 percentage_14day,70-79 tested_14day,70-79 count_14day,70-79 percentage_14day,80+ tested_14day,80+ count_14day,80+ percentage_14day,population
82169,60304,2020-08-31,148.0,5083.0,,0,,,0,,0.0,0.0,0,854.0,20.0,0,604.0,29.0,0,764.0,25.0,0,997.0,28.0,0,843.0,20.0,0,567.0,17.0,0,341.0,9.0,0,111.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
83145,60301,2020-09-01,46.0,891.0,,0,,,0,,0.0,0.0,0,79.0,0.0,0,170.0,17.0,0,184.0,12.0,0,124.0,0.0,0,128.0,7.0,0,92.0,0.0,0,87.0,0.0,0,27.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
83146,60302,2020-09-01,389.0,10725.0,,0,,,0,,0.0,0.0,0,1369.0,55.0,0,1484.0,62.0,0,1525.0,56.0,0,1623.0,64.0,0,1617.0,51.0,0,1351.0,40.0,0,1051.0,30.0,0,703.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
83148,60304,2020-09-01,150.0,5116.0,,0,,,0,,0.0,0.0,0,857.0,21.0,0,610.0,29.0,0,771.0,25.0,0,1000.0,28.0,0,850.0,21.0,0,569.0,17.0,0,344.0,9.0,0,113.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
84124,60301,2020-09-02,46.0,898.0,,0,,,0,,0.0,0.0,0,79.0,0.0,0,173.0,17.0,0,186.0,12.0,0,124.0,0.0,0,128.0,7.0,0,92.0,0.0,0,87.0,0.0,0,29.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
84125,60302,2020-09-02,388.0,10832.0,,0,,,0,,0.0,0.0,0,1375.0,55.0,0,1509.0,60.0,0,1544.0,56.0,0,1637.0,64.0,0,1633.0,52.0,0,1363.0,40.0,0,1059.0,30.0,0,710.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
84127,60304,2020-09-02,155.0,5183.0,,0,,,0,,0.0,0.0,0,866.0,22.0,0,619.0,31.0,0,780.0,25.0,0,1014.0,28.0,0,864.0,23.0,0,572.0,17.0,0,352.0,9.0,0,114.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
85110,60301,2020-09-03,47.0,904.0,,0,,,0,,0.0,0.0,0,79.0,0.0,0,176.0,17.0,0,186.0,12.0,0,124.0,0.0,0,129.0,8.0,0,93.0,0.0,0,88.0,0.0,0,29.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
85111,60302,2020-09-03,391.0,10892.0,,0,,,0,,0.0,0.0,0,1380.0,56.0,0,1519.0,61.0,0,1554.0,57.0,0,1643.0,64.0,0,1648.0,52.0,0,1369.0,40.0,0,1066.0,30.0,0,711.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
85113,60304,2020-09-03,156.0,5226.0,,0,,,0,,0.0,0.0,0,873.0,22.0,0,623.0,31.0,0,787.0,25.0,0,1019.0,28.0,0,874.0,24.0,0,581.0,17.0,0,353.0,9.0,0,114.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
86101,60301,2020-09-04,47.0,928.0,,0,,,0,,0.0,0.0,0,79.0,0.0,0,181.0,17.0,0,192.0,12.0,0,128.0,0.0,0,134.0,8.0,0,96.0,0.0,0,89.0,0.0,0,29.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
86102,60302,2020-09-04,394.0,11235.0,,0,,,0,,0.0,0.0,0,1407.0,57.0,0,1548.0,61.0,0,1601.0,57.0,0,1701.0,64.0,0,1701.0,53.0,0,1442.0,41.0,0,1106.0,30.0,0,727.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
86104,60304,2020-09-04,156.0,5326.0,,0,,,0,,0.0,0.0,0,885.0,22.0,0,647.0,31.0,0,801.0,25.0,0,1033.0,28.0,0,894.0,24.0,0,591.0,17.0,0,357.0,9.0,0,116.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
87108,60301,2020-09-05,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
87109,60302,2020-09-05,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
87111,60304,2020-09-05,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
88115,60301,2020-09-06,48.0,953.0,,0,,,0,,0.0,0.0,0,84.0,0.0,0,188.0,17.0,0,196.0,12.0,0,129.0,0.0,0,138.0,7.0,0,98.0,0.0,0,90.0,0.0,0,30.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
88116,60302,2020-09-06,400.0,11609.0,,0,,,0,,0.0,0.0,0,1454.0,61.0,0,1599.0,61.0,0,1662.0,56.0,0,1759.0,66.0,0,1759.0,54.0,0,1490.0,41.0,0,1136.0,30.0,0,748.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
88117,60304,2020-09-06,161.0,5489.0,,0,,,0,,0.0,0.0,0,920.0,25.0,0,667.0,31.0,0,819.0,26.0,0,1070.0,28.0,0,917.0,25.0,0,609.0,17.0,0,367.0,9.0,0,118.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
89131,60301,2020-09-07,48.0,956.0,,0,,,0,,0.0,0.0,0,84.0,0.0,0,188.0,17.0,0,197.0,12.0,0,129.0,0.0,0,139.0,7.0,0,99.0,0.0,0,90.0,0.0,0,30.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
89132,60302,2020-09-07,405.0,11685.0,,0,,,0,,0.0,0.0,0,1470.0,65.0,0,1610.0,62.0,0,1674.0,56.0,0,1766.0,66.0,0,1771.0,54.0,0,1499.0,41.0,0,1144.0,30.0,0,749.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
89133,60304,2020-09-07,164.0,5528.0,,0,,,0,,0.0,0.0,0,927.0,28.0,0,669.0,31.0,0,830.0,26.0,0,1082.0,28.0,0,920.0,25.0,0,612.0,17.0,0,368.0,9.0,0,118.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
90152,60301,2020-09-08,49.0,971.0,,0,,,0,,0.0,0.0,0,85.0,0.0,0,194.0,18.0,0,200.0,12.0,0,130.0,0.0,0,140.0,7.0,0,100.0,0.0,0,92.0,0.0,0,30.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
90153,60302,2020-09-08,407.0,11859.0,,0,,,0,,0.0,0.0,0,1498.0,66.0,0,1632.0,62.0,0,1692.0,56.0,0,1786.0,66.0,0,1811.0,54.0,0,1526.0,41.0,0,1159.0,31.0,0,753.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
90154,60304,2020-09-08,164.0,5569.0,,0,,,0,,0.0,0.0,0,938.0,28.0,0,673.0,31.0,0,837.0,26.0,0,1089.0,28.0,0,926.0,25.0,0,616.0,17.0,0,370.0,9.0,0,118.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
91174,60301,2020-09-09,52.0,978.0,,0,,,0,,0.0,0.0,0,85.0,0.0,0,196.0,18.0,0,202.0,13.0,0,130.0,0.0,0,141.0,7.0,0,101.0,0.0,0,93.0,0.0,0,30.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
91175,60302,2020-09-09,407.0,11924.0,,0,,,0,,0.0,0.0,0,1513.0,66.0,0,1635.0,62.0,0,1702.0,56.0,0,1791.0,66.0,0,1823.0,54.0,0,1537.0,41.0,0,1163.0,31.0,0,758.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
91176,60304,2020-09-09,165.0,5604.0,,0,,,0,,0.0,0.0,0,947.0,29.0,0,678.0,31.0,0,846.0,26.0,0,1091.0,28.0,0,929.0,25.0,0,620.0,17.0,0,372.0,9.0,0,119.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
92198,60301,2020-09-10,53.0,985.0,,0,,,0,,0.0,0.0,0,85.0,0.0,0,198.0,19.0,0,203.0,13.0,0,130.0,0.0,0,141.0,7.0,0,102.0,0.0,0,96.0,0.0,0,30.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
92199,60302,2020-09-10,412.0,12009.0,,0,,,0,,0.0,0.0,0,1526.0,68.0,0,1651.0,62.0,0,1710.0,58.0,0,1803.0,66.0,0,1840.0,54.0,0,1549.0,42.0,0,1169.0,31.0,0,759.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
92200,60304,2020-09-10,166.0,5645.0,,0,,,0,,0.0,0.0,0,954.0,29.0,0,684.0,31.0,0,853.0,27.0,0,1104.0,28.0,0,935.0,25.0,0,622.0,17.0,0,372.0,9.0,0,119.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
93227,60301,2020-09-11,53.0,993.0,,0,,,0,,0.0,0.0,0,87.0,0.0,0,199.0,19.0,0,205.0,13.0,0,131.0,0.0,0,143.0,7.0,0,102.0,0.0,0,96.0,0.0,0,30.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
93228,60302,2020-09-11,414.0,12125.0,,0,,,0,,0.0,0.0,0,1545.0,69.0,0,1666.0,63.0,0,1734.0,58.0,0,1813.0,66.0,0,1860.0,54.0,0,1565.0,42.0,0,1177.0,31.0,0,763.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
93229,60304,2020-09-11,170.0,5720.0,,0,,,0,,0.0,0.0,0,973.0,31.0,0,696.0,32.0,0,860.0,28.0,0,1117.0,28.0,0,946.0,25.0,0,623.0,17.0,0,383.0,9.0,0,120.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
94260,60301,2020-09-12,55.0,1002.0,,0,,,0,,0.0,0.0,0,88.0,6.0,0,199.0,19.0,0,207.0,14.0,0,133.0,0.0,0,147.0,7.0,0,102.0,0.0,0,96.0,0.0,0,30.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
94261,60302,2020-09-12,422.0,12236.0,,0,,,0,,0.0,0.0,0,1569.0,69.0,0,1683.0,66.0,0,1748.0,58.0,0,1828.0,68.0,0,1880.0,55.0,0,1574.0,44.0,0,1182.0,31.0,0,770.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
94262,60304,2020-09-12,173.0,5774.0,,0,,,0,,0.0,0.0,0,982.0,31.0,0,707.0,33.0,0,870.0,28.0,0,1121.0,28.0,0,955.0,27.0,0,632.0,17.0,0,385.0,9.0,0,120.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
95303,60301,2020-09-13,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
95304,60302,2020-09-13,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
95305,60304,2020-09-13,,,,0,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
96347,60301,2020-09-14,55.0,1025.0,,0,,,0,,0.0,0.0,0,91.0,6.0,0,205.0,19.0,0,212.0,14.0,0,137.0,0.0,0,149.0,7.0,0,105.0,0.0,0,96.0,0.0,0,30.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
96348,60302,2020-09-14,425.0,12460.0,,0,,,0,,0.0,0.0,0,1600.0,69.0,0,1723.0,65.0,0,1796.0,58.0,0,1854.0,69.0,0,1913.0,56.0,0,1597.0,46.0,0,1199.0,31.0,0,776.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
96349,60304,2020-09-14,176.0,5875.0,,0,,,0,,0.0,0.0,0,996.0,30.0,0,718.0,33.0,0,889.0,28.0,0,1140.0,30.0,0,968.0,28.0,0,650.0,18.0,0,389.0,9.0,0,123.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
97400,60301,2020-09-15,55.0,1028.0,,0,,,0,,0.0,0.0,0,91.0,6.0,0,213.0,19.0,0,212.0,14.0,0,136.0,0.0,0,149.0,7.0,0,101.0,0.0,0,98.0,0.0,0,28.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
97401,60302,2020-09-15,427.0,12527.0,,0,,,0,,0.0,0.0,0,1642.0,69.0,0,1740.0,65.0,0,1812.0,58.0,0,1860.0,70.0,0,1928.0,57.0,0,1582.0,46.0,0,1194.0,31.0,0,767.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
97402,60304,2020-09-15,176.0,5908.0,,0,,,0,,0.0,0.0,0,1010.0,30.0,0,724.0,33.0,0,897.0,28.0,0,1148.0,30.0,0,965.0,27.0,0,654.0,19.0,0,387.0,9.0,0,121.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
98455,60301,2020-09-16,55.0,1035.0,,0,,,0,,0.0,0.0,0,91.0,6.0,0,217.0,19.0,0,213.0,14.0,0,136.0,0.0,0,150.0,7.0,0,102.0,0.0,0,98.0,0.0,0,28.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
98456,60302,2020-09-16,430.0,12629.0,,0,,,0,,0.0,0.0,0,1662.0,70.0,0,1751.0,65.0,0,1823.0,58.0,0,1874.0,70.0,0,1947.0,59.0,0,1597.0,46.0,0,1201.0,31.0,0,772.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
98458,60304,2020-09-16,176.0,5966.0,,0,,,0,,0.0,0.0,0,1017.0,30.0,0,733.0,33.0,0,906.0,28.0,0,1161.0,30.0,0,972.0,27.0,0,664.0,19.0,0,388.0,9.0,0,123.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
99518,60301,2020-09-17,55.0,1041.0,,0,,,0,,0.0,0.0,0,91.0,6.0,0,220.0,19.0,0,213.0,14.0,0,136.0,0.0,0,151.0,7.0,0,103.0,0.0,0,99.0,0.0,0,28.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
99519,60302,2020-09-17,431.0,12739.0,,0,,,0,,0.0,0.0,0,1674.0,71.0,0,1766.0,65.0,0,1837.0,59.0,0,1886.0,70.0,0,1965.0,58.0,0,1618.0,46.0,0,1213.0,31.0,0,778.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
99521,60304,2020-09-17,182.0,6018.0,,0,,,0,,0.0,0.0,0,1029.0,31.0,0,741.0,35.0,0,914.0,29.0,0,1169.0,30.0,0,979.0,28.0,0,665.0,19.0,0,395.0,10.0,0,124.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
100590,60301,2020-09-18,54.0,1061.0,,0,,,0,,0.0,0.0,0,92.0,6.0,0,228.0,19.0,0,215.0,13.0,0,138.0,0.0,0,153.0,7.0,0,107.0,0.0,0,100.0,0.0,0,28.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
100591,60302,2020-09-18,437.0,12856.0,,0,,,0,,0.0,0.0,0,1691.0,71.0,0,1783.0,68.0,0,1860.0,61.0,0,1914.0,71.0,0,1977.0,58.0,0,1628.0,46.0,0,1220.0,31.0,0,781.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
100593,60304,2020-09-18,184.0,6077.0,,0,,,0,,0.0,0.0,0,1036.0,31.0,0,749.0,36.0,0,922.0,30.0,0,1182.0,30.0,0,989.0,28.0,0,669.0,19.0,0,403.0,10.0,0,125.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
101663,60301,2020-09-19,54.0,1077.0,,0,,,0,,0.0,0.0,0,93.0,6.0,0,231.0,19.0,0,219.0,13.0,0,142.0,0.0,0,155.0,7.0,0,107.0,0.0,0,102.0,0.0,0,28.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
101664,60302,2020-09-19,439.0,12994.0,,0,,,0,,0.0,0.0,0,1706.0,71.0,0,1804.0,68.0,0,1889.0,62.0,0,1932.0,71.0,0,2000.0,58.0,0,1649.0,47.0,0,1230.0,31.0,0,782.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
101666,60304,2020-09-19,185.0,6131.0,,0,,,0,,0.0,0.0,0,1042.0,32.0,0,758.0,36.0,0,932.0,30.0,0,1191.0,30.0,0,997.0,28.0,0,672.0,19.0,0,410.0,10.0,0,127.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
102739,60301,2020-09-20,54.0,1089.0,,0,,,0,,0.0,0.0,0,95.0,6.0,0,233.0,19.0,0,223.0,13.0,0,143.0,0.0,0,155.0,7.0,0,108.0,0.0,0,104.0,0.0,0,28.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
102740,60302,2020-09-20,439.0,13088.0,,0,,,0,,0.0,0.0,0,1723.0,71.0,0,1820.0,67.0,0,1900.0,63.0,0,1946.0,71.0,0,2012.0,58.0,0,1661.0,47.0,0,1239.0,31.0,0,785.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
102742,60304,2020-09-20,185.0,6179.0,,0,,,0,,0.0,0.0,0,1050.0,32.0,0,764.0,36.0,0,942.0,30.0,0,1197.0,30.0,0,1006.0,28.0,0,678.0,19.0,0,413.0,10.0,0,127.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
103817,60301,2020-09-21,54.0,1092.0,,0,,,0,,0.0,0.0,0,95.0,6.0,0,234.0,19.0,0,224.0,13.0,0,144.0,0.0,0,155.0,7.0,0,108.0,0.0,0,104.0,0.0,0,28.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
103818,60302,2020-09-21,439.0,13157.0,,0,,,0,,0.0,0.0,0,1731.0,71.0,0,1825.0,67.0,0,1911.0,63.0,0,1957.0,71.0,0,2022.0,58.0,0,1671.0,47.0,0,1248.0,31.0,0,790.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
103820,60304,2020-09-21,185.0,6208.0,,0,,,0,,0.0,0.0,0,1055.0,32.0,0,767.0,36.0,0,944.0,30.0,0,1202.0,30.0,0,1012.0,28.0,0,684.0,19.0,0,415.0,10.0,0,127.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
104898,60301,2020-09-22,54.0,1093.0,,0,,,0,,0.0,0.0,0,95.0,6.0,0,234.0,19.0,0,224.0,13.0,0,144.0,0.0,0,155.0,7.0,0,108.0,0.0,0,105.0,0.0,0,28.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
104899,60302,2020-09-22,443.0,13218.0,,0,,,0,,0.0,0.0,0,1735.0,71.0,0,1839.0,68.0,0,1923.0,65.0,0,1962.0,72.0,0,2033.0,58.0,0,1680.0,47.0,0,1252.0,31.0,0,792.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
104901,60304,2020-09-22,185.0,6237.0,,0,,,0,,0.0,0.0,0,1060.0,32.0,0,768.0,36.0,0,950.0,30.0,0,1207.0,30.0,0,1017.0,28.0,0,688.0,19.0,0,418.0,10.0,0,127.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
105982,60301,2020-09-23,54.0,1107.0,,0,,,0,,0.0,0.0,0,97.0,6.0,0,240.0,19.0,0,228.0,13.0,0,144.0,0.0,0,155.0,7.0,0,108.0,0.0,0,105.0,0.0,0,30.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
105983,60302,2020-09-23,446.0,13294.0,,0,,,0,,0.0,0.0,0,1747.0,72.0,0,1853.0,69.0,0,1933.0,66.0,0,1971.0,72.0,0,2044.0,58.0,0,1687.0,47.0,0,1262.0,31.0,0,794.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
105985,60304,2020-09-23,186.0,6294.0,,0,,,0,,0.0,0.0,0,1070.0,32.0,0,775.0,37.0,0,954.0,30.0,0,1218.0,30.0,0,1029.0,28.0,0,697.0,19.0,0,421.0,10.0,0,128.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
107076,60301,2020-09-24,54.0,1120.0,,0,,,0,,0.0,0.0,0,98.0,6.0,0,243.0,19.0,0,229.0,13.0,0,146.0,0.0,0,159.0,7.0,0,108.0,0.0,0,106.0,0.0,0,31.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
107077,60302,2020-09-24,449.0,13400.0,,0,,,0,,0.0,0.0,0,1767.0,72.0,0,1866.0,70.0,0,1946.0,66.0,0,1990.0,72.0,0,2057.0,60.0,0,1701.0,47.0,0,1270.0,31.0,0,800.0,31.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
107079,60304,2020-09-24,186.0,6342.0,,0,,,0,,0.0,0.0,0,1077.0,32.0,0,784.0,37.0,0,964.0,30.0,0,1230.0,30.0,0,1032.0,28.0,0,700.0,19.0,0,423.0,10.0,0,130.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
108175,60301,2020-09-25,56.0,1129.0,,0,,,0,,0.0,0.0,0,99.0,6.0,0,247.0,20.0,0,229.0,13.0,0,149.0,6.0,0,160.0,7.0,0,108.0,0.0,0,106.0,0.0,0,31.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
108176,60302,2020-09-25,454.0,13544.0,,0,,,0,,0.0,0.0,0,1799.0,75.0,0,1889.0,70.0,0,1964.0,65.0,0,2007.0,73.0,0,2075.0,61.0,0,1715.0,47.0,0,1283.0,31.0,0,809.0,32.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,32048.0
108178,60304,2020-09-25,189.0,6409.0,,0,,,0,,0.0,0.0,0,1082.0,33.0,0,792.0,38.0,0,978.0,30.0,0,1246.0,30.0,0,1042.0,28.0,0,706.0,19.0,0,430.0,10.0,0,131.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,17641.0
109279,60301,2020-09-26,56.0,1142.0,,0,,,0,,0.0,0.0,0,102.0,6.0,0,250.0,20.0,0,231.0,13.0,0,153.0,6.0,0,161.0,7.0,0,108.0,0.0,0,106.0,0.0,0,31.0,0.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2536.0
